"УИК №67"	"УИК №68"	"УИК №69"	"УИК №70"	"УИК №71"	"УИК №72"	"УИК №73"	"УИК №74"	"УИК №75"	"УИК №76"	"УИК №77"	"УИК №78"	"УИК №79"	"УИК №80"	"УИК №81"	"УИК №82"	"УИК №83"	"УИК №84"	"УИК №85"	"УИК №86"	"УИК №87"	"УИК №88"	"УИК №89"	"УИК №90"	"УИК №91"	"УИК №92"	"УИК №93"	"УИК №94"	"УИК №95"	"УИК №96"	"УИК №97"	"УИК №98"	"УИК №99"	"УИК №100"	"УИК №101"	"УИК №102"	"УИК №103"	"УИК №104"	"УИК №105"	"УИК №106"	"УИК №107"	"УИК №108"	"УИК №109"	"УИК №110"	"УИК №111"	"УИК №112"	"УИК №113"	"УИК №114"	"УИК №115"	"УИК №728"	
1793	836	1014	1809	1948	1885	2111	2087	2011	1759	1571	2023	1059	1189	1373	1882	1601	1848	1941	1488	1581	1888	2017	2301	1965	2562	1818	2099	2302	1483	2024	1828	1220	1079	1284	1159	1448	1222	1747	1642	2354	2138	1895	2346	2378	1193	1454	1932	1682	2649	
1700	800	1000	1700	1800	1800	2000	1900	1900	1700	1400	1600	1000	1100	1100	1800	1500	1700	1900	1400	1500	1800	1900	2100	1800	2400	1600	2000	2100	1400	1900	1700	1100	1000	1200	1100	1400	1100	1700	1600	2000	2000	1600	1900	2200	1100	1200	1700	1500	2300	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1237	457	826	1168	1478	1269	1282	1202	1192	1034	1036	1237	649	699	704	1126	1047	1079	926	667	848	988	1037	1375	1273	1309	1041	1218	1258	872	1072	893	614	565	801	608	781	651	1113	1051	1422	1385	1232	1564	1375	508	925	1084	935	1191	
141	57	63	199	198	240	75	82	79	59	130	179	178	201	247	201	88	99	416	468	90	99	104	80	156	105	50	181	64	82	34	97	222	231	285	85	155	220	39	92	107	58	69	52	28	106	45	67	58	266	
322	286	111	333	124	291	643	616	629	607	234	184	173	200	149	473	365	522	558	265	562	713	759	645	371	986	509	601	778	446	794	710	264	204	114	407	464	229	548	457	471	556	299	284	797	486	230	549	507	843	
141	57	63	199	198	240	75	82	79	59	130	179	178	201	247	201	88	99	416	468	90	99	104	80	156	105	50	181	64	82	34	97	222	231	285	85	155	220	39	92	107	58	69	52	28	106	45	67	58	266	
1236	457	826	1168	1478	1269	1282	1202	1191	1034	1036	1237	649	699	704	1126	1047	1079	926	667	848	988	1037	1374	1273	1309	1041	1218	1258	872	1072	893	614	565	801	608	781	651	1113	1051	1422	1384	1232	1561	1375	508	925	1082	935	1191	
16	9	0	19	17	12	21	13	19	16	16	10	10	9	10	16	7	17	14	5	11	9	15	34	12	16	9	19	14	8	15	10	7	4	9	4	6	10	6	6	19	15	9	14	15	9	6	15	19	11	
1361	505	889	1348	1659	1497	1336	1271	1251	1077	1150	1406	817	891	941	1311	1128	1161	1328	1130	927	1078	1126	1420	1417	1398	1082	1380	1308	946	1091	980	829	792	1077	689	930	861	1146	1137	1510	1427	1292	1599	1388	605	964	1134	974	1446	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	6	9	15	8	21	8	8	14	9	16	6	7	4	3	20	6	12	6	5	13	4	7	15	6	17	9	7	12	8	11	6	4	7	7	2	5	10	14	11	17	14	8	18	15	4	11	10	7	4	
129	53	55	159	162	148	154	154	150	154	134	191	51	79	90	117	105	174	143	85	105	125	108	162	136	155	110	149	190	108	144	108	54	60	141	68	107	96	162	157	220	212	209	226	218	88	165	151	127	154	
90	42	35	66	95	61	98	92	94	69	76	93	38	51	65	97	51	76	82	71	72	84	83	107	105	114	90	107	103	75	104	85	77	59	88	66	68	52	102	72	79	78	76	90	67	28	36	60	58	133	
1106	388	768	1042	1337	1196	992	953	931	788	867	1033	694	729	741	988	915	800	1065	935	702	820	884	1073	1102	1042	824	1079	948	695	782	752	659	640	797	530	721	667	808	849	1109	1030	953	1199	1015	462	710	860	723	1110	
16	4	15	30	21	32	41	23	23	18	29	38	15	15	12	25	30	38	15	16	18	16	19	27	22	14	22	16	19	31	17	12	10	11	11	8	14	18	21	26	40	32	25	33	37	14	15	17	23	19	
8	6	4	11	9	9	19	14	11	20	6	7	1	3	20	26	8	23	6	3	5	13	9	14	8	19	9	7	15	6	11	6	13	7	7	2	7	4	10	8	10	21	8	10	7	3	7	9	10	10	
6	3	3	6	6	12	9	13	12	9	6	16	6	6	4	19	10	20	5	6	5	6	2	16	19	13	6	5	12	9	12	5	3	5	19	7	5	5	13	9	11	15	5	8	15	3	6	13	8	7	
4	3	0	19	21	18	15	14	16	10	16	22	5	4	6	19	3	18	6	9	7	10	14	6	19	24	12	10	9	14	10	6	9	3	7	6	3	9	16	5	24	25	8	15	14	3	14	14	18	9	
