"УИК №88"	"УИК №89"	"УИК №90"	"УИК №91"	"УИК №92"	"УИК №93"	"УИК №94"	"УИК №95"	"УИК №96"	"УИК №97"	"УИК №98"	"УИК №99"	"УИК №100"	"УИК №101"	"УИК №102"	"УИК №103"	"УИК №104"	"УИК №105"	"УИК №106"	"УИК №107"	"УИК №108"	"УИК №109"	"УИК №110"	"УИК №111"	"УИК №112"	"УИК №113"	"УИК №114"	"УИК №115"	"УИК №116"	"УИК №117"	"УИК №118"	"УИК №119"	"УИК №120"	"УИК №121"	"УИК №122"	"УИК №123"	"УИК №124"	"УИК №125"	"УИК №126"	"УИК №127"	
2391	632	2153	1260	1525	2498	1219	935	1203	1093	1281	313	132	1594	2070	2348	2534	1919	2143	1963	1690	1516	2261	2258	1390	2435	2530	2238	2092	990	1990	1031	1313	2169	1451	1685	1368	1204	59	53	
2430	650	2180	1280	1590	2330	1240	980	1270	1140	1340	320	130	1620	2090	2400	2600	1950	2220	1990	1730	1560	2300	2280	1410	2470	2590	2250	2140	1000	2030	1040	1290	2190	1480	1730	1400	1250	59	53	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1295	279	1080	482	568	1292	632	348	420	442	391	76	57	816	1161	1345	1458	1040	1119	1027	790	750	1293	1332	643	1488	1552	1355	1240	439	1099	539	743	1061	834	967	591	394	59	28	
33	4	30	8	60	47	14	23	33	42	12	1	0	11	17	27	30	30	32	37	10	26	5	21	21	19	27	34	18	10	22	4	20	28	10	10	6	45	0	25	
1102	367	1070	790	962	991	594	609	817	656	937	243	73	793	912	1028	1112	880	1069	926	930	784	1002	927	746	963	1011	861	882	551	909	497	527	1101	636	753	803	811	0	0	
33	4	30	8	60	47	14	23	33	42	12	1	0	11	17	27	30	30	32	37	10	26	5	21	21	19	27	34	18	10	22	4	20	28	10	10	6	45	0	25	
1295	279	1080	481	567	1292	631	348	420	442	391	76	57	816	1160	1345	1458	1040	1119	1026	790	750	1291	1332	643	1488	1552	1355	1240	439	1099	539	743	1061	834	967	591	394	59	28	
18	3	10	9	5	15	10	2	8	6	6	1	0	7	15	9	17	7	3	9	6	8	5	15	3	10	16	11	9	3	9	5	11	15	11	5	5	3	0	0	
1310	280	1100	480	622	1324	635	369	445	478	397	76	57	820	1162	1363	1471	1063	1148	1054	794	768	1291	1338	661	1497	1563	1378	1249	446	1112	538	752	1074	833	972	592	436	59	53	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	0	7	6	8	7	5	2	4	3	4	0	1	8	9	9	14	6	8	9	8	8	14	11	5	14	8	11	12	3	11	4	3	7	5	6	5	5	1	0	
115	15	112	27	58	134	63	22	18	20	30	4	4	86	117	114	121	98	109	101	79	67	161	154	76	145	179	132	137	12	92	45	82	82	76	98	37	33	6	0	
125	36	117	82	65	125	65	30	29	42	51	16	1	87	108	97	125	103	134	92	83	75	90	113	70	98	105	113	76	48	101	55	62	112	66	64	73	41	7	3	
995	212	796	347	462	1000	461	301	384	394	301	52	51	602	862	1063	1118	804	846	806	581	580	901	956	472	1147	1160	1016	938	368	829	398	554	804	624	741	445	329	45	49	
28	5	26	4	15	16	10	5	5	9	3	4	0	12	33	37	42	23	14	16	12	18	53	48	13	43	36	38	45	7	39	17	25	35	29	25	21	15	0	1	
8	3	10	3	2	10	4	2	4	1	2	0	0	7	10	9	10	5	13	11	11	5	10	10	8	6	14	6	5	1	9	2	5	7	5	5	1	2	0	0	
15	6	16	6	4	12	10	6	0	6	3	0	0	7	11	19	17	11	14	4	11	6	25	14	9	16	23	23	14	2	11	6	6	8	10	11	3	6	0	0	
18	3	16	5	8	20	17	1	1	3	3	0	0	11	12	15	24	13	10	15	9	9	37	32	8	28	38	39	22	5	20	11	15	19	18	22	7	5	0	0	
