"УИК №666"	"УИК №667"	"УИК №668"	"УИК №669"	"УИК №670"	"УИК №671"	"УИК №672"	"УИК №673"	"УИК №674"	"УИК №675"	"УИК №676"	"УИК №677"	"УИК №678"	"УИК №679"	"УИК №680"	"УИК №681"	"УИК №682"	"УИК №683"	"УИК №684"	"УИК №685"	"УИК №686"	"УИК №687"	"УИК №688"	"УИК №689"	"УИК №690"	"УИК №691"	"УИК №692"	"УИК №693"	"УИК №694"	
2379	1953	1805	2381	2248	1025	347	535	150	121	417	177	207	151	577	96	173	165	241	472	296	329	287	270	374	933	218	118	248	
2700	2200	2000	2500	2700	1200	400	600	170	150	450	220	260	230	630	120	230	200	260	580	320	350	350	310	440	1000	330	150	250	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1680	1179	1174	1724	1579	876	176	425	128	96	264	105	161	107	368	70	147	111	184	396	234	214	214	204	144	763	127	77	200	
295	72	342	126	267	137	92	79	16	18	57	64	30	29	181	19	15	30	38	54	45	81	52	58	28	85	75	33	28	
725	949	484	650	854	187	132	96	26	36	129	51	69	94	81	31	68	59	38	130	41	55	84	48	268	152	128	40	22	
295	72	342	126	267	137	92	79	16	18	57	64	30	29	181	19	15	30	38	54	45	81	52	58	28	85	75	33	28	
1680	1179	1174	1724	1579	876	176	425	128	96	264	105	161	107	368	70	147	111	184	396	234	214	214	204	144	763	127	77	200	
4	19	3	26	4	5	0	8	0	1	6	0	1	2	0	0	0	0	0	0	1	0	0	0	0	9	1	0	11	
1971	1232	1513	1824	1842	1008	268	496	144	113	315	169	190	134	549	89	162	141	222	450	278	295	266	262	172	839	201	110	217	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	6	0	6	0	3	1	0	0	1	2	1	0	0	10	0	1	0	3	0	1	0	0	7	1	0	1	0	0	
81	201	13	222	26	61	19	26	10	3	19	11	16	8	34	11	11	13	16	44	22	4	5	74	25	26	31	6	12	
75	94	44	94	104	69	20	33	12	4	38	18	6	11	46	5	5	11	22	24	10	11	3	21	21	77	14	9	17	
1809	887	1452	1465	1704	866	227	434	120	105	246	138	166	110	452	73	142	116	171	376	240	276	256	126	121	721	155	94	186	
2	15	1	13	4	3	0	0	1	0	6	0	0	2	3	0	2	1	0	6	2	2	0	5	3	8	0	1	0	
1	15	1	8	0	2	0	1	0	0	3	1	1	1	2	0	1	0	1	0	2	0	0	21	1	5	0	0	0	
1	9	2	8	4	3	0	2	1	0	0	0	0	2	1	0	0	0	9	0	0	0	2	7	0	2	0	0	1	
1	5	0	8	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	1	
