"УИК №1801"	"УИК №1802"	"УИК №1803"	"УИК №1804"	"УИК №1805"	"УИК №1806"	"УИК №1807"	"УИК №1808"	"УИК №1809"	"УИК №1810"	"УИК №1811"	"УИК №1812"	"УИК №1813"	"УИК №1814"	"УИК №1815"	"УИК №1817"	"УИК №1818"	"УИК №1819"	"УИК №1820"	"УИК №1821"	"УИК №1822"	"УИК №1823"	"УИК №1824"	"УИК №1825"	"УИК №1826"	"УИК №1827"	"УИК №1828"	"УИК №1829"	"УИК №1830"	"УИК №1831"	"УИК №1832"	"УИК №1833"	"УИК №1835"	
1110	977	1082	1118	1221	1054	1276	274	341	351	329	372	332	591	423	307	117	215	1170	194	246	847	534	247	246	294	672	827	403	579	1555	440	385	
1000	1000	1000	1000	1100	1000	1200	250	350	350	300	400	300	600	400	300	100	200	1200	200	250	850	550	250	300	300	700	800	400	550	1500	400	350	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
604	514	619	618	645	550	753	175	218	196	201	262	174	327	197	166	68	104	688	111	171	478	327	164	152	166	366	480	269	378	972	329	305	
63	52	74	46	86	69	37	10	26	11	21	30	46	42	78	49	6	32	119	29	28	79	64	27	49	51	42	68	11	50	121	12	15	
333	434	307	336	369	381	410	65	106	143	78	108	80	231	125	85	26	64	393	60	51	293	159	59	99	83	292	252	120	122	407	59	30	
63	52	74	46	86	69	37	10	26	11	21	30	46	42	78	49	6	32	119	29	28	79	64	27	49	51	42	68	11	50	121	12	15	
604	514	619	618	645	550	753	175	218	196	201	262	174	327	197	166	68	104	688	111	171	478	327	164	152	166	366	480	269	378	972	329	305	
14	10	15	19	10	11	11	1	5	2	0	1	4	5	1	3	2	2	9	1	1	4	6	2	0	1	12	4	0	4	12	5	1	
653	556	678	645	721	608	779	184	239	205	222	291	216	364	274	212	72	134	798	139	198	553	385	189	201	216	396	544	280	424	1081	336	319	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	2	3	4	2	2	3	0	0	0	1	0	2	3	1	0	1	0	10	0	2	0	2	1	0	0	1	1	2	2	6	2	1	
151	112	154	155	227	128	201	30	39	38	48	27	34	76	43	43	5	22	147	24	17	53	75	20	12	19	45	80	37	66	190	44	92	
41	35	37	40	38	42	51	16	22	17	21	19	15	17	26	29	5	14	34	5	10	30	42	9	7	15	22	55	22	40	65	31	29	
436	400	466	429	431	425	494	133	175	148	146	238	163	263	202	137	60	97	592	106	165	460	251	154	182	176	325	392	213	304	791	253	192	
7	2	7	7	8	6	11	3	1	1	2	1	0	2	0	1	0	0	7	3	1	4	5	2	0	0	0	7	2	3	11	1	2	
4	1	5	3	7	2	6	1	1	1	4	5	0	3	0	0	1	1	1	0	1	5	5	1	0	4	2	6	1	4	7	3	1	
4	1	4	6	4	0	7	0	1	0	0	0	2	0	2	0	0	0	4	1	0	1	2	1	0	0	0	3	2	4	9	0	1	
7	3	2	1	4	3	6	1	0	0	0	1	0	0	0	2	0	0	3	0	2	0	3	1	0	2	1	0	1	1	2	2	1	
