"УИК №5401"	"УИК №5402"	"УИК №5403"	"УИК №5404"	"УИК №5405"	"УИК №5406"	"УИК №5407"	"УИК №5408"	"УИК №5409"	"УИК №5410"	"УИК №5411"	"УИК №5412"	"УИК №5413"	"УИК №5414"	"УИК №5415"	"УИК №5416"	"УИК №5417"	"УИК №5418"	"УИК №5419"	"УИК №5420"	"УИК №5421"	"УИК №5422"	"УИК №5423"	"УИК №5424"	"УИК №5425"	"УИК №5426"	"УИК №5427"	"УИК №5428"	"УИК №5499"	
1733	1394	2152	2122	1884	1351	1944	2101	2003	1311	1756	1539	969	1954	1962	2363	2356	2126	1511	2228	2050	1770	371	1730	1237	693	1148	599	301	
1900	1300	2000	2000	1800	1300	1800	2000	1800	1200	1600	1400	975	1800	1800	2100	2100	2000	1600	2200	2000	1750	350	1700	1100	700	1100	580	550	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1363	1150	1756	1341	1506	965	1010	1565	1478	1002	1244	840	609	1599	1577	1316	1710	1841	1082	1853	1141	1564	231	988	881	508	829	569	290	
151	70	229	42	153	237	75	182	40	140	226	138	82	141	196	170	96	56	177	205	76	29	72	16	117	72	146	5	0	
386	80	15	617	141	98	715	253	282	58	130	422	284	60	27	614	294	103	341	142	783	157	47	696	102	120	125	6	260	
151	70	229	42	153	237	75	182	40	140	226	138	82	141	196	170	96	56	177	205	76	29	72	16	117	72	146	5	0	
1363	1150	1729	1339	1506	959	1010	1564	1478	1002	1244	840	605	1599	1575	1316	1710	1841	1079	1645	1141	1564	231	988	881	508	829	569	290	
11	22	21	18	21	9	12	9	10	7	7	11	3	14	20	31	20	0	12	21	15	0	0	16	1	3	0	3	5	
1503	1198	1937	1363	1638	1187	1073	1737	1508	1135	1463	967	684	1726	1751	1455	1786	1897	1244	1829	1202	1593	303	988	997	577	975	571	285	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	7	9	12	13	4	4	5	11	3	7	7	4	11	6	4	8	2	16	11	9	2	4	20	10	2	42	1	0	
25	185	222	198	171	108	158	68	385	151	168	139	112	141	107	222	193	183	144	182	199	190	41	176	81	51	255	45	36	
10	47	83	85	83	67	81	20	78	49	58	64	46	66	38	89	72	81	90	104	88	7	10	64	47	29	86	11	21	
1445	902	1579	1007	1314	976	777	1617	995	886	1174	714	476	1467	1543	1079	1451	1584	945	1480	861	1384	239	678	830	476	497	497	213	
10	20	20	22	29	19	20	7	18	22	26	17	14	16	22	17	14	19	24	19	16	4	3	26	10	6	0	5	8	
2	8	7	5	6	3	13	4	3	4	14	4	13	7	10	14	21	4	12	15	10	2	3	2	2	5	51	4	5	
7	20	7	17	7	2	13	10	11	7	9	12	8	8	15	16	14	7	5	8	10	3	3	11	8	6	6	2	2	
2	9	10	17	15	8	7	6	7	13	7	10	11	10	10	14	13	17	8	10	9	1	0	11	9	2	38	6	0	
