"УИК №101"	"УИК №102"	"УИК №103"	"УИК №104"	"УИК №105"	"УИК №106"	"УИК №107"	"УИК №108"	"УИК №109"	"УИК №110"	"УИК №111"	"УИК №112"	"УИК №113"	"УИК №114"	"УИК №115"	"УИК №116"	"УИК №117"	"УИК №118"	"УИК №119"	"УИК №120"	"УИК №121"	"УИК №122"	"УИК №123"	"УИК №124"	"УИК №125"	"УИК №126"	"УИК №127"	"УИК №128"	"УИК №129"	"УИК №130"	"УИК №131"	"УИК №132"	"УИК №133"	"УИК №134"	"УИК №135"	"УИК №136"	"УИК №137"	"УИК №138"	"УИК №139"	"УИК №140"	"УИК №141"	
2751	2340	2738	2844	3072	2567	2461	2503	2574	2561	2131	2781	2883	3166	2622	2627	2890	2865	2447	2392	2680	1829	1703	1746	2197	2827	1766	2349	1912	2802	2633	2265	1955	2106	2338	1807	1758	3145	476	798	320	
2600	2200	2600	2700	2700	2400	2300	2500	2500	2500	2000	2500	2700	2900	2400	2400	2700	2600	2300	2200	2500	1600	1600	1600	2000	2700	1300	2300	1500	2500	2400	1900	1500	1600	2000	1400	1300	3000	450	750	500	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1434	1450	1698	1886	2025	1623	1342	1448	1605	1619	1533	1613	1808	1744	1467	1450	1833	1669	1473	1480	1734	1225	1084	1009	1444	1743	1059	1570	978	1887	1546	1483	1161	1341	1359	998	978	2590	346	636	307	
35	51	47	23	24	41	30	31	33	32	11	157	127	29	90	127	21	63	52	38	26	27	23	16	38	42	112	44	366	29	234	26	32	43	37	49	237	25	1	0	0	
1131	699	855	791	651	736	928	1021	862	849	456	730	765	1127	843	823	846	868	775	682	740	348	493	575	518	915	129	686	156	584	620	391	307	216	604	353	85	385	103	114	193	
35	51	47	23	24	41	30	31	33	32	11	157	127	29	90	127	21	63	52	38	26	27	23	16	38	42	112	44	366	29	234	26	32	43	37	49	237	25	1	0	0	
1434	1450	1697	1886	2025	1623	1342	1448	1605	1619	1533	1612	1808	1744	1465	1449	1833	1668	1470	1480	1734	1225	1084	1009	1444	1743	1059	1570	978	1887	1546	1482	1161	1341	1359	996	977	2590	346	636	307	
13	24	30	98	15	22	20	17	18	14	11	18	27	10	16	24	20	21	19	16	20	14	12	8	21	20	7	18	18	19	22	23	12	12	13	8	22	33	4	2	5	
1456	1477	1714	1811	2034	1642	1352	1462	1620	1637	1533	1751	1908	1763	1539	1552	1834	1710	1503	1502	1740	1238	1095	1017	1461	1765	1164	1596	1326	1897	1758	1485	1181	1372	1383	1037	1192	2582	343	634	302	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	16	11	12	10	12	10	19	12	8	7	14	13	6	14	14	7	10	11	6	10	11	8	4	13	13	7	10	10	5	4	6	6	8	15	8	12	11	3	2	2	
202	227	250	251	324	238	189	172	225	235	261	263	292	284	194	239	270	231	206	202	249	185	150	141	212	254	188	243	219	343	255	238	164	233	219	163	138	296	50	70	55	
135	123	148	144	147	137	163	166	133	146	93	138	149	135	121	110	152	140	110	111	134	96	95	93	81	121	76	131	117	130	152	98	93	100	92	88	81	276	27	28	34	
1065	1050	1221	1352	1468	1188	949	1043	1201	1184	1095	1276	1359	1257	1161	1113	1332	1252	1105	1118	1284	885	795	734	1065	1297	849	1156	914	1319	1275	1080	866	955	967	734	927	1896	243	510	204	
23	29	38	27	33	26	19	21	22	22	38	28	37	29	12	29	33	32	22	23	30	28	27	12	39	42	22	22	32	57	22	27	21	33	36	19	11	49	8	17	5	
13	13	12	6	11	14	9	12	13	15	7	12	18	18	8	10	10	11	9	10	8	8	6	7	12	4	4	8	5	15	14	10	5	9	17	10	8	8	5	0	1	
5	11	14	12	24	11	8	11	9	12	13	10	20	19	14	16	16	18	25	13	14	16	4	13	9	14	8	14	11	13	18	17	8	16	20	3	7	28	1	2	1	
5	8	20	7	17	16	5	18	5	15	19	10	20	15	15	21	14	16	15	19	11	9	10	13	30	20	10	12	18	15	18	9	18	18	17	12	8	18	6	5	0	
