"УИК №301"	"УИК №302"	"УИК №303"	"УИК №304"	"УИК №305"	"УИК №306"	"УИК №307"	"УИК №308"	"УИК №309"	"УИК №310"	"УИК №311"	"УИК №312"	"УИК №313"	"УИК №314"	"УИК №315"	"УИК №316"	"УИК №317"	"УИК №318"	"УИК №319"	"УИК №320"	"УИК №321"	"УИК №322"	"УИК №323"	"УИК №324"	"УИК №325"	"УИК №326"	"УИК №327"	"УИК №328"	"УИК №329"	"УИК №330"	"УИК №331"	"УИК №332"	"УИК №333"	"УИК №334"	"УИК №335"	"УИК №336"	"УИК №337"	
902	561	504	1948	2054	2096	1905	1960	123	1054	577	803	1678	211	661	230	764	544	831	880	674	433	314	516	681	861	456	500	491	209	326	965	260	592	413	338	473	
700	500	400	1500	1600	1600	1550	1550	100	850	450	650	1350	200	550	250	700	500	800	850	650	400	300	500	650	800	450	450	450	250	300	950	250	550	400	350	450	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
505	477	312	1149	1360	1401	1459	1207	96	639	416	580	1046	151	498	168	500	356	611	720	449	325	259	258	431	732	367	384	367	128	201	790	155	418	307	239	343	
42	20	17	82	54	40	65	69	4	50	15	21	34	23	9	40	114	118	156	124	121	73	40	198	191	43	70	66	81	68	99	144	66	72	65	68	85	
153	3	71	269	186	159	26	274	0	161	19	49	270	26	43	42	86	26	33	6	80	2	1	44	28	25	13	0	2	54	0	16	29	60	28	43	22	
42	20	17	82	54	40	65	69	4	50	15	21	34	23	9	40	114	118	156	124	121	73	40	198	191	43	70	66	81	68	99	144	66	72	65	68	85	
505	477	312	1149	1359	1401	1459	1207	96	638	416	580	1046	151	498	168	500	356	611	720	449	325	259	258	431	732	367	384	367	128	201	790	155	418	307	239	343	
9	4	3	21	11	13	8	29	2	10	3	11	19	3	6	2	5	2	0	8	3	2	1	0	3	14	2	4	1	1	2	2	1	4	7	14	0	
538	493	326	1210	1402	1428	1516	1247	98	678	428	590	1061	171	501	206	609	472	767	836	567	396	298	456	619	761	435	446	447	195	298	932	220	486	365	293	428	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	2	0	5	13	8	7	9	0	9	5	3	7	0	3	0	2	2	2	3	2	3	1	0	3	1	1	3	1	1	1	3	1	3	1	1	1	
36	40	30	137	133	164	189	123	8	80	39	67	136	21	61	15	23	34	42	20	27	64	20	20	29	45	23	45	18	5	40	53	15	49	20	36	33	
28	35	21	79	68	58	73	72	6	36	19	35	77	7	25	12	19	20	38	26	28	17	3	20	37	17	27	30	15	11	9	39	12	24	17	15	24	
457	408	262	957	1153	1154	1216	1023	79	532	354	478	809	142	405	176	554	410	674	778	500	310	272	413	542	692	379	357	408	177	244	826	191	402	323	236	362	
4	2	3	10	11	15	20	13	1	8	2	1	11	1	4	1	4	0	4	5	6	2	1	1	5	1	2	3	4	1	2	5	1	2	1	2	6	
4	4	3	12	11	11	4	2	3	5	3	2	8	0	2	1	5	5	4	3	2	0	1	2	1	3	3	3	0	0	2	4	0	6	2	2	2	
4	0	3	4	6	8	3	2	0	2	5	3	4	0	1	0	2	0	1	1	2	0	0	0	2	1	0	4	1	0	0	1	0	0	0	1	0	
2	2	4	6	7	10	4	3	1	6	1	1	9	0	0	1	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	
