"УИК №3801"	"УИК №3802"	"УИК №3803"	"УИК №3804"	"УИК №3805"	"УИК №3806"	"УИК №3807"	"УИК №3808"	"УИК №3809"	"УИК №3810"	"УИК №3811"	"УИК №3812"	"УИК №3813"	"УИК №3814"	"УИК №3815"	"УИК №3817"	"УИК №3818"	"УИК №3820"	"УИК №3821"	"УИК №3822"	"УИК №3823"	"УИК №3824"	
1400	456	427	131	1178	167	768	102	208	99	216	356	200	230	242	142	391	292	900	80	515	206	
1070	350	350	130	900	150	650	100	200	90	200	300	200	200	250	150	350	250	800	85	450	200	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
819	263	224	81	705	93	541	79	102	70	118	245	150	165	152	78	242	213	500	59	374	145	
114	51	62	17	61	44	69	8	21	20	24	28	29	16	19	17	72	22	110	5	52	22	
137	36	64	32	134	13	40	13	77	0	58	27	21	19	79	55	36	15	190	21	24	33	
114	51	62	17	61	44	69	8	21	20	24	28	29	16	19	17	72	22	110	5	52	22	
819	263	224	81	705	93	541	79	102	70	118	245	150	165	152	78	242	213	500	59	374	145	
11	3	3	0	10	1	5	0	1	0	1	1	1	0	3	0	2	3	5	0	3	1	
922	311	283	98	756	136	605	87	122	90	141	272	178	181	168	95	312	232	605	64	423	166	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	5	4	0	4	1	0	0	2	0	0	1	6	0	0	0	5	2	7	1	2	0	
119	33	36	21	121	11	78	3	5	6	14	14	25	24	20	11	24	46	53	3	37	16	
92	23	21	3	67	13	61	11	11	3	12	5	11	8	11	14	17	9	55	5	26	1	
675	237	215	73	542	111	453	73	101	81	113	242	130	136	122	69	261	162	475	54	333	146	
12	1	3	0	8	0	4	0	3	0	0	2	3	6	5	0	3	6	5	1	8	3	
8	5	1	0	10	0	1	0	0	0	0	6	2	3	4	0	2	6	3	0	10	0	
4	3	0	1	2	0	3	0	0	0	1	0	1	0	2	1	0	1	6	0	4	0	
7	4	3	0	2	0	5	0	0	0	1	2	0	4	4	0	0	0	1	0	3	0	
