"УИК №381"	"УИК №382"	"УИК №383"	"УИК №384"	"УИК №386"	"УИК №387"	"УИК №388"	"УИК №389"	"УИК №390"	"УИК №391"	"УИК №392"	"УИК №393"	"УИК №394"	"УИК №395"	"УИК №396"	"УИК №397"	"УИК №398"	"УИК №399"	"УИК №400"	"УИК №401"	"УИК №402"	"УИК №403"	"УИК №404"	"УИК №405"	"УИК №406"	"УИК №407"	"УИК №409"	
582	61	291	97	666	801	505	537	648	481	521	469	73	354	377	240	94	228	65	95	393	95	516	332	562	146	53	
550	71	300	116	630	770	500	500	570	500	500	450	97	350	350	230	105	230	71	107	400	95	500	320	550	174	53	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
357	30	183	64	382	487	286	295	400	205	328	271	51	259	273	141	43	112	30	39	254	71	263	199	248	89	27	
17	1	28	7	28	26	43	33	89	32	26	25	6	23	7	14	7	6	0	1	25	4	69	18	51	12	0	
176	40	89	45	220	257	171	172	81	263	146	154	40	68	70	75	55	112	41	67	121	20	168	103	251	73	26	
17	1	28	7	28	26	43	33	89	32	26	25	6	23	7	14	7	6	0	1	25	4	69	18	51	12	0	
357	30	183	64	382	487	286	295	400	205	328	271	51	259	273	141	43	112	30	39	254	71	263	199	248	89	27	
2	0	2	1	9	10	7	3	5	2	4	0	0	0	3	0	1	0	0	0	1	0	4	3	3	1	0	
372	31	209	70	401	503	322	325	484	235	350	296	57	282	277	155	49	118	30	40	278	75	328	214	296	100	27	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	1	0	1	2	0	0	2	3	1	0	1	2	3	2	0	0	1	0	3	1	1	4	2	1	0	
42	0	19	5	61	82	31	46	68	20	43	32	3	23	15	14	4	8	3	2	24	15	40	23	39	9	1	
33	6	24	7	55	46	28	31	30	25	19	25	7	27	17	13	3	15	1	4	22	7	47	23	38	14	1	
291	25	163	57	278	364	256	244	376	181	280	231	44	229	239	124	42	94	25	33	221	50	231	149	205	73	24	
2	0	0	1	2	1	1	2	5	1	2	3	0	1	1	1	0	0	0	0	5	0	2	3	1	1	1	
1	0	1	0	2	1	5	0	1	4	0	3	2	0	1	0	0	0	0	0	2	1	4	6	4	1	0	
1	0	1	0	2	4	1	1	1	0	3	2	0	0	0	1	0	1	0	1	1	0	2	6	7	1	0	
2	0	0	0	0	3	0	1	1	1	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	
