"УИК №51"	"УИК №52"	"УИК №53"	"УИК №54"	"УИК №55"	"УИК №56"	"УИК №57"	"УИК №58"	"УИК №59"	"УИК №60"	"УИК №61"	"УИК №62"	"УИК №63"	"УИК №64"	"УИК №65"	"УИК №66"	"УИК №67"	"УИК №68"	"УИК №69"	"УИК №70"	"УИК №71"	"УИК №72"	"УИК №73"	"УИК №74"	"УИК №75"	"УИК №76"	"УИК №77"	"УИК №78"	"УИК №79"	"УИК №81"	"УИК №82"	"УИК №83"	"УИК №84"	"УИК №85"	"УИК №87"	
2495	2612	2143	2346	1998	1948	2108	1940	2321	2592	2241	2495	2838	2727	2387	1864	2420	2388	2392	2169	2603	2528	2335	1288	1853	1875	1559	2275	2165	155	725	350	41	244	269	
2500	2600	2100	2300	2200	1600	2050	1900	2350	2400	2250	2450	2850	2500	2400	1800	2300	2300	2300	2106	2400	2500	2400	1100	1700	1800	1400	1900	1900	160	700	350	40	240	285	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1556	1538	1385	1350	1328	1172	1351	1179	1279	1589	1504	1456	1633	1730	1356	1186	1567	1428	1378	1332	1535	1190	1290	778	1071	999	566	1281	1220	105	534	168	36	193	269	
12	17	23	24	22	39	24	30	40	39	21	31	21	41	42	24	21	12	50	25	22	23	40	42	18	37	48	24	34	47	126	136	1	34	0	
932	1045	692	926	850	389	675	691	1031	772	725	963	1196	729	1002	590	712	860	872	749	843	1287	1070	280	611	764	786	595	646	8	40	46	3	13	16	
12	17	23	24	20	39	24	30	40	39	21	31	21	41	42	24	21	12	50	25	22	23	40	42	18	37	48	24	34	47	126	136	1	34	0	
1556	1538	1385	1350	1327	1172	1349	1179	1279	1589	1503	1454	1633	1728	1356	1186	1566	1428	1375	1330	1534	1190	1290	778	1070	999	566	1281	1220	105	532	168	36	193	268	
18	9	10	6	14	7	16	11	10	16	9	10	10	27	20	11	15	15	10	22	15	12	12	10	10	7	4	13	11	3	3	5	0	4	3	
1550	1546	1398	1368	1333	1204	1357	1198	1309	1612	1515	1475	1644	1742	1378	1199	1572	1425	1415	1333	1541	1201	1318	810	1078	1029	610	1292	1243	149	655	299	37	223	265	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

15	16	13	20	12	14	13	10	12	15	16	13	19	23	24	17	22	12	14	17	13	14	8	12	12	7	3	14	13	1	4	4	1	2	7	
151	142	140	147	115	153	158	149	117	158	175	169	176	219	151	155	180	138	172	149	195	119	165	106	111	109	28	122	167	15	66	19	1	14	13	
110	148	114	87	98	69	96	62	101	114	110	100	79	89	82	66	98	86	102	87	105	119	78	63	80	83	58	108	75	9	51	33	4	11	34	
1167	1130	1032	1030	1001	862	973	894	986	1191	1085	1064	1185	1218	989	846	1129	1064	1024	965	1117	885	955	569	799	741	500	986	883	110	494	231	29	189	184	
51	46	42	32	41	35	53	37	38	68	57	49	84	83	62	46	60	58	38	52	43	31	51	31	37	39	6	29	49	5	24	5	1	3	24	
10	7	10	11	12	9	8	4	13	5	9	8	12	18	6	4	14	10	10	11	12	9	12	5	6	8	3	11	10	2	8	4	0	1	0	
21	23	14	14	25	25	17	23	18	24	26	30	43	28	25	29	27	24	23	21	31	9	21	15	11	14	5	7	16	4	3	1	1	0	1	
25	34	33	27	29	37	39	19	24	37	37	42	46	64	39	36	42	33	32	31	25	15	28	9	22	28	7	15	30	3	5	2	0	3	2	
