"УИК №378"	"УИК №379"	"УИК №380"	"УИК №381"	"УИК №382"	"УИК №383"	"УИК №384"	"УИК №385"	"УИК №386"	"УИК №387"	"УИК №388"	"УИК №389"	"УИК №390"	"УИК №391"	"УИК №392"	"УИК №393"	"УИК №394"	"УИК №395"	"УИК №396"	"УИК №397"	"УИК №398"	"УИК №399"	"УИК №400"	"УИК №401"	"УИК №402"	"УИК №403"	"УИК №404"	"УИК №405"	"УИК №406"	"УИК №407"	"УИК №408"	"УИК №409"	"УИК №410"	"УИК №411"	"УИК №412"	"УИК №413"	
1992	937	1820	962	931	1655	883	207	83	134	73	41	132	239	40	81	338	339	64	249	117	335	70	599	141	368	86	76	301	122	349	229	78	651	117	121	
2000	950	1800	950	900	1550	850	220	90	140	80	45	130	250	40	80	360	360	65	270	110	360	70	600	130	380	95	90	310	130	350	210	80	620	115	130	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1021	475	905	418	409	734	532	120	42	80	37	24	71	151	34	35	192	235	48	183	79	177	44	364	108	227	36	47	144	79	170	134	44	418	76	69	
46	21	60	48	29	61	40	19	10	9	13	4	10	10	3	10	25	8	0	12	3	30	5	83	10	41	5	5	26	10	62	7	2	64	9	18	
933	454	835	484	462	755	278	81	38	51	30	17	49	89	3	35	143	117	17	75	28	153	21	153	12	112	54	38	140	41	118	69	34	138	30	43	
46	21	60	48	29	61	40	19	10	9	13	4	10	10	3	10	25	8	0	12	3	30	5	83	10	41	5	5	26	10	62	7	2	64	9	18	
1021	475	905	418	409	734	532	120	42	80	37	24	71	151	34	35	192	235	48	183	79	177	44	364	108	227	36	47	144	79	170	134	44	418	76	69	
21	14	19	9	4	18	9	1	0	0	0	0	2	2	0	0	2	0	1	1	0	1	0	7	1	3	1	0	5	0	0	1	1	6	0	1	
1046	482	946	457	434	777	563	138	52	89	50	28	79	159	37	45	215	243	47	194	82	206	49	440	117	265	40	52	165	89	232	140	45	476	85	86	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	2	6	7	2	10	2	0	1	1	0	0	0	0	0	0	1	1	0	1	0	2	0	3	3	1	1	0	0	0	0	1	0	3	0	0	
174	71	151	75	48	96	84	12	1	3	3	1	9	18	3	10	22	22	25	62	10	11	5	31	19	13	2	10	7	11	21	9	1	41	22	2	
83	49	83	50	39	73	62	13	5	4	5	6	17	25	4	2	19	15	1	18	4	13	4	15	13	9	5	5	22	5	15	16	4	44	12	7	
756	350	683	313	334	585	404	110	45	81	42	21	53	113	30	32	173	204	21	110	68	175	40	384	81	238	31	37	135	71	192	111	40	377	49	75	
7	4	9	3	5	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	3	0	3	0	0	1	0	2	1	0	3	1	2	
9	2	4	5	2	4	6	1	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	1	2	1	0	6	0	0	
5	2	6	1	2	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	
4	2	4	3	2	4	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	2	1	0	
