"УИК №1094"	"УИК №1095"	"УИК №1096"	"УИК №1097"	"УИК №1098"	"УИК №1099"	"УИК №1100"	"УИК №1101"	"УИК №1102"	"УИК №1103"	"УИК №1104"	"УИК №1105"	"УИК №1106"	"УИК №1107"	"УИК №1108"	"УИК №1109"	"УИК №1110"	"УИК №1111"	"УИК №1112"	"УИК №1113"	"УИК №1114"	"УИК №1115"	"УИК №1116"	"УИК №1117"	"УИК №1118"	"УИК №1119"	"УИК №1120"	"УИК №3435"	"УИК №3679"	
2473	1865	1519	1889	2052	2298	2167	1194	2049	1247	2447	1714	2405	1797	2324	1943	1299	2676	2456	1222	1560	2569	2500	1947	2476	1547	2372	1777	731	
2200	1500	1200	1500	1800	2000	1800	1000	2000	1700	2000	1500	2000	1500	2000	1700	1000	2100	2000	1000	1300	2100	2100	1600	2000	1200	2000	1600	1000	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1477	1025	882	1133	1246	1315	1181	708	1280	1189	1288	1019	1338	1017	1396	1047	743	1635	1505	836	892	1613	1451	1096	1460	903	1466	1354	684	
67	47	33	41	44	38	41	23	51	58	36	29	57	48	58	53	38	59	32	35	49	30	52	53	62	60	67	6	0	
656	428	285	326	510	647	578	269	669	453	676	452	605	433	546	600	218	406	463	129	359	457	597	451	478	237	464	240	316	
67	47	33	41	44	38	41	23	51	58	36	29	57	48	58	53	38	59	32	35	49	30	52	53	62	60	67	6	0	
1475	1025	879	1129	1246	1310	1178	708	1278	1189	1287	1019	1336	1017	1394	1046	743	1620	1504	834	890	1609	1450	1096	1454	903	1466	1354	684	
26	20	17	30	16	21	26	10	12	22	15	18	27	25	18	13	16	28	23	17	14	36	26	13	22	15	19	17	14	
1516	1052	895	1140	1274	1327	1193	721	1317	1225	1308	1030	1366	1040	1434	1086	765	1651	1513	852	925	1603	1476	1136	1494	948	1514	1343	670	
0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

14	9	8	7	17	21	13	9	16	13	18	9	12	14	9	21	7	13	14	10	11	21	24	10	8	17	12	3	6	
178	138	94	125	150	183	131	105	182	118	159	128	148	128	177	146	79	223	206	110	88	222	189	166	177	122	194	204	90	
71	57	37	72	65	51	49	33	59	49	53	42	72	53	60	53	40	92	77	31	59	60	67	54	78	27	89	75	47	
1139	750	656	824	909	927	858	469	930	946	925	766	1001	724	1068	741	563	1125	1081	644	670	1114	1075	810	1076	667	1075	903	493	
38	43	39	58	57	67	66	47	50	33	60	40	41	51	38	47	30	76	58	19	43	70	49	33	74	44	67	73	13	
11	6	12	7	13	8	12	13	14	18	12	9	22	10	19	13	5	16	8	5	12	21	12	10	11	11	13	8	10	
26	18	18	21	23	26	23	10	18	15	19	11	20	18	24	12	9	41	24	16	16	27	21	13	20	19	21	33	3	
39	31	31	26	40	44	41	35	48	33	62	25	50	42	39	53	32	65	45	17	26	68	39	40	50	41	43	44	8	
