"УИК №2761"	"УИК №2762"	"УИК №2763"	"УИК №2764"	"УИК №2765"	"УИК №2766"	"УИК №2767"	"УИК №2768"	"УИК №2769"	"УИК №2770"	"УИК №2771"	"УИК №2772"	"УИК №2773"	"УИК №2774"	"УИК №2775"	"УИК №2776"	"УИК №2777"	"УИК №2778"	"УИК №2779"	"УИК №2780"	"УИК №2781"	"УИК №2782"	"УИК №2783"	"УИК №2784"	"УИК №2785"	"УИК №2786"	"УИК №2787"	"УИК №2788"	"УИК №2789"	"УИК №2790"	"УИК №2791"	"УИК №2792"	"УИК №2793"	"УИК №2794"	"УИК №2795"	"УИК №2796"	
787	99	263	282	218	278	572	411	168	1512	514	360	223	106	114	341	157	277	206	323	253	577	85	434	222	246	433	203	447	90	93	404	545	157	959	1197	
818	103	262	291	211	277	573	445	174	1452	528	370	226	108	125	345	159	282	210	352	250	565	89	447	229	246	440	204	462	91	91	410	558	160	985	1197	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
723	85	230	245	187	251	499	368	142	1423	449	347	207	98	94	277	141	246	181	277	243	470	76	392	194	230	371	195	380	78	76	361	505	133	849	967	
47	13	23	27	24	20	50	39	21	29	55	8	8	6	15	50	10	20	17	34	3	75	9	25	15	14	45	5	50	9	13	27	19	22	88	24	
48	5	9	19	0	6	24	38	11	0	24	15	11	4	16	18	8	16	12	41	4	20	4	30	20	2	24	4	32	4	2	22	34	5	48	206	
47	13	23	27	24	20	50	39	21	29	55	8	8	6	15	50	10	20	17	34	3	75	9	25	15	14	45	5	50	9	13	27	19	22	88	24	
723	85	230	245	187	251	499	368	142	1420	449	347	207	98	94	277	141	246	181	277	243	470	76	392	194	230	371	195	380	78	76	361	505	133	849	967	
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	5	0	0	0	0	0	0	7	
770	98	253	272	211	271	548	407	163	1449	504	355	215	104	109	327	151	266	198	311	246	545	85	416	193	244	416	200	425	87	89	388	524	155	937	984	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	0	0	2	0	1	1	1	0	1	1	0	0	0	0	2	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	2	0	0	1	27	
9	1	8	19	6	5	19	9	3	43	15	16	6	2	5	11	4	3	1	14	5	7	1	16	6	6	12	6	40	2	2	4	27	4	96	76	
1	2	2	3	4	2	2	1	1	29	3	1	2	1	1	2	0	1	1	1	2	3	0	3	4	0	2	1	5	2	1	2	8	0	10	55	
754	95	240	239	198	257	516	390	156	1365	479	335	204	98	103	307	145	260	195	291	235	523	83	392	179	237	393	189	376	82	84	376	467	146	825	768	
1	0	0	3	1	1	2	1	1	2	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	2	2	1	0	0	1	3	0	2	20	
2	0	3	6	2	4	7	3	2	7	6	3	3	2	0	3	2	2	1	4	3	6	1	1	1	1	4	2	1	1	2	2	18	4	1	9	
1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	7	
1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	1	1	0	2	0	2	0	0	1	1	1	2	22	
