"УИК №2819"	"УИК №2820"	"УИК №2821"	"УИК №2822"	"УИК №2823"	"УИК №2824"	"УИК №2825"	"УИК №2826"	"УИК №2827"	"УИК №2828"	"УИК №2829"	"УИК №2830"	"УИК №2831"	"УИК №2832"	"УИК №2833"	"УИК №2834"	"УИК №2835"	"УИК №2836"	"УИК №2837"	"УИК №2838"	"УИК №2839"	"УИК №2840"	"УИК №2841"	"УИК №2842"	"УИК №2843"	"УИК №2844"	"УИК №2845"	"УИК №2846"	"УИК №2847"	"УИК №2848"	"УИК №2849"	"УИК №2850"	"УИК №2851"	
2226	2026	2323	2032	2111	2429	2054	2022	2527	2232	2242	1832	2932	2258	1848	1764	2272	1916	2857	1379	2469	2202	1832	1684	1860	3531	2036	2341	2475	2629	2004	2494	2502	
1800	1500	1800	1800	2100	2000	1600	1500	2300	2200	1700	1400	2200	1700	1900	1800	2200	1600	2000	1100	1900	1700	1400	1300	1400	2400	1500	1700	1600	2000	1600	2000	2000	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1324	1009	1332	1243	1313	1406	1082	1162	1443	1278	1284	1001	1629	1200	1029	1026	1333	1220	1590	737	1418	1235	997	961	1128	2201	1288	1296	1360	1403	1114	1485	1369	
17	19	22	39	60	38	43	25	32	7	10	13	39	49	45	48	77	74	58	40	85	64	45	46	39	4	9	22	12	30	42	42	18	
459	472	446	518	727	555	474	313	825	915	406	383	532	448	824	726	790	306	352	323	397	401	358	293	233	195	202	382	228	567	444	473	613	
17	19	22	39	60	38	41	25	32	7	9	13	39	49	45	48	77	74	58	40	81	64	45	46	39	4	9	22	12	30	41	42	18	
1324	1009	1331	1243	1313	1368	1082	1162	1439	1277	1275	1001	1629	1200	1024	1026	1330	1218	1585	735	1319	1232	994	960	1127	2195	1288	1294	1359	1401	1110	1481	1368	
13	9	19	23	18	18	14	9	17	27	35	13	26	11	18	15	65	10	24	14	19	23	12	25	15	25	9	23	22	39	16	38	26	
1328	1019	1334	1259	1355	1388	1109	1178	1454	1257	1249	1001	1642	1238	1051	1059	1342	1282	1619	761	1381	1273	1027	981	1151	2174	1288	1293	1349	1392	1135	1485	1360	
0	0	0	0	0	1	1	0	0	0	0	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

13	8	8	6	20	16	8	15	16	19	11	10	10	9	8	12	20	17	13	14	15	12	14	20	11	17	20	10	7	12	13	10	23	
193	152	195	183	199	161	169	152	207	180	183	131	251	155	158	155	204	191	224	94	193	171	151	159	148	281	190	214	222	212	147	212	200	
66	36	38	58	50	46	44	36	41	31	32	22	52	34	32	27	39	56	52	27	40	49	27	19	38	69	43	45	34	44	37	67	56	
907	678	937	873	940	967	750	828	981	824	862	686	1096	835	693	719	885	822	1090	480	896	820	671	637	814	1527	903	820	860	920	807	1064	963	
69	69	58	42	49	75	53	44	76	97	79	73	95	83	65	69	80	82	102	46	105	73	52	59	66	144	60	88	112	84	54	48	36	
5	2	11	13	14	17	2	7	9	5	4	7	6	12	4	9	9	16	7	7	12	11	8	6	4	12	8	9	5	11	2	7	8	
29	36	24	25	27	30	25	24	34	38	29	30	33	29	26	17	28	24	28	16	23	29	19	27	22	65	30	48	38	38	21	27	27	
46	38	63	59	56	76	58	72	90	63	49	42	99	81	65	51	77	74	103	77	97	108	85	54	48	59	34	59	71	71	54	50	47	
