"УИК №42"	"УИК №43"	"УИК №44"	"УИК №45"	"УИК №46"	"УИК №47"	"УИК №48"	"УИК №49"	"УИК №50"	"УИК №51"	"УИК №52"	"УИК №53"	"УИК №54"	"УИК №55"	"УИК №56"	"УИК №57"	"УИК №58"	"УИК №59"	"УИК №60"	"УИК №61"	"УИК №62"	"УИК №63"	"УИК №64"	"УИК №65"	"УИК №66"	"УИК №67"	"УИК №68"	"УИК №69"	"УИК №70"	"УИК №71"	"УИК №72"	"УИК №73"	"УИК №74"	"УИК №75"	"УИК №76"	"УИК №78"	"УИК №79"	"УИК №80"	"УИК №81"	"УИК №82"	"УИК №83"	"УИК №84"	"УИК №85"	
2059	2331	2465	1566	2555	2177	2371	1739	1588	2355	1190	352	1924	2365	2816	1917	1812	1763	2105	1928	2752	1293	1742	1979	1496	2480	2123	2149	2455	1300	1527	1956	1716	1808	389	82	86	235	233	126	55	119	142	
1500	2000	2050	1150	2000	2000	2100	1600	1400	2000	1000	372	1500	1500	2400	1500	1500	1600	1900	1500	2300	1100	1500	1700	1100	2000	1500	1500	2100	1200	1200	1800	1500	1600	405	100	110	270	300	150	70	200	200	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1301	1382	1509	920	1375	1298	1283	945	900	1306	599	297	1184	1432	1654	1085	980	1060	1175	1196	1809	760	1050	1179	909	1572	1372	1338	1375	671	963	969	870	972	389	82	86	235	233	126	55	119	142	
45	34	36	26	61	49	72	58	47	33	36	0	25	32	39	44	112	40	150	12	30	35	36	32	33	70	47	24	47	30	35	28	25	34	0	0	0	0	0	0	0	0	0	
154	584	505	204	564	653	745	597	453	661	365	75	291	36	707	371	408	500	575	292	461	305	414	489	158	358	81	138	678	499	202	803	605	594	16	18	24	35	67	24	15	81	58	
45	34	36	26	61	49	72	58	47	33	36	0	25	32	39	44	112	40	150	12	30	35	35	31	33	70	47	24	47	30	35	28	25	34	0	0	0	0	0	0	0	0	0	
1297	1381	1509	918	1374	1298	1283	943	900	1306	598	297	1182	1432	1654	1085	980	1060	1174	1196	1808	760	1050	1178	908	1572	1370	1323	1374	671	961	966	870	972	389	82	86	235	233	126	55	119	142	
27	7	33	10	29	16	8	23	6	0	7	6	27	18	29	11	6	5	19	11	26	11	9	11	7	30	13	41	8	7	26	19	9	2	0	0	0	0	0	4	0	1	0	
1315	1408	1512	934	1406	1331	1347	978	941	1339	627	291	1180	1446	1664	1118	1086	1095	1305	1197	1812	784	1076	1198	934	1612	1404	1306	1413	694	970	975	886	1004	389	82	86	235	233	122	55	118	142	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	16	10	5	4	46	13	7	4	6	4	3	5	5	8	4	2	5	3	6	18	9	8	6	3	14	9	10	3	9	9	7	3	8	0	1	0	1	2	1	0	0	0	
244	144	240	80	214	76	74	53	78	110	42	20	195	148	174	116	104	97	120	112	263	125	88	153	91	237	109	214	125	55	78	109	101	96	8	1	4	11	0	6	1	2	7	
43	100	60	79	38	78	60	47	37	86	28	13	45	102	53	27	23	113	14	71	35	12	30	55	62	81	103	54	95	42	23	46	61	51	7	1	1	4	3	1	0	1	1	
835	1076	1003	745	1085	1062	1084	790	758	1085	515	238	728	1121	1299	850	871	825	1092	958	1385	532	896	939	720	1125	1114	898	1115	556	796	757	709	795	373	75	78	213	227	111	52	113	134	
94	28	105	8	35	25	40	27	16	23	17	7	108	27	27	58	38	20	22	22	53	50	23	19	24	75	27	68	21	10	32	32	2	26	0	1	2	2	0	2	1	1	0	
14	11	14	4	8	9	17	8	6	7	8	3	8	13	7	6	5	10	19	7	2	9	9	4	6	12	7	11	15	8	8	6	3	10	0	1	1	1	1	0	0	0	0	
27	9	24	5	9	12	16	20	9	7	5	3	35	9	12	21	15	10	4	4	21	15	7	11	7	18	8	15	15	6	7	5	3	10	1	1	0	1	0	1	1	0	0	
50	24	56	8	13	23	43	26	33	15	8	4	56	21	84	36	28	15	31	17	35	32	15	11	21	50	27	36	24	8	17	13	4	8	0	1	0	2	0	0	0	1	0	
