"УИК №108"	"УИК №109"	"УИК №110"	"УИК №111"	"УИК №112"	"УИК №113"	"УИК №114"	"УИК №115"	"УИК №116"	"УИК №117"	"УИК №118"	"УИК №119"	"УИК №120"	"УИК №121"	"УИК №122"	"УИК №123"	"УИК №124"	"УИК №125"	"УИК №126"	"УИК №127"	"УИК №797"	"УИК №798"	
1180	1730	750	1722	318	215	121	275	165	227	286	162	1416	127	149	373	226	446	149	313	167	830	
1203	1753	760	1739	303	215	123	280	159	304	245	166	1394	128	148	353	226	443	152	322	167	835	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
677	980	452	948	126	100	62	140	97	148	112	98	690	40	41	137	142	223	97	77	92	490	
34	44	30	77	71	27	18	28	27	79	86	27	73	40	65	79	27	85	25	83	5	32	
492	729	278	714	106	88	43	112	35	77	47	41	631	48	42	137	57	135	30	162	70	313	
34	44	30	77	71	27	18	28	27	79	86	27	73	40	65	79	27	85	25	83	5	32	
677	980	452	948	126	100	62	140	97	148	112	98	690	40	41	137	142	223	97	77	92	490	
14	18	8	13	1	0	0	1	0	6	0	2	13	0	0	3	0	2	0	0	2	6	
697	1006	474	1012	196	127	80	167	124	221	198	123	750	80	106	213	169	306	122	160	95	516	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	4	6	11	0	0	2	3	1	3	4	1	8	0	0	1	2	2	1	0	1	3	
133	162	60	154	38	6	8	10	5	17	10	11	103	20	3	18	15	21	8	18	14	67	
68	125	63	116	21	15	8	15	13	24	12	6	61	8	17	20	14	22	10	12	6	43	
472	686	331	700	134	104	62	137	105	169	166	105	555	51	85	169	133	251	100	123	69	389	
6	8	6	10	3	0	0	2	0	1	3	0	6	0	1	1	2	5	0	5	0	3	
5	7	6	9	0	2	0	0	0	0	2	0	7	0	0	2	3	5	3	2	2	3	
9	9	0	7	0	0	0	0	0	3	1	0	6	0	0	1	0	0	0	0	2	4	
1	5	2	5	0	0	0	0	0	4	0	0	4	1	0	1	0	0	0	0	1	4	
