"УИК №401"	"УИК №402"	"УИК №403"	"УИК №404"	"УИК №405"	"УИК №406"	"УИК №407"	"УИК №408"	"УИК №409"	"УИК №410"	"УИК №411"	"УИК №412"	"УИК №413"	"УИК №414"	"УИК №415"	"УИК №416"	"УИК №417"	"УИК №418"	"УИК №419"	"УИК №420"	"УИК №421"	"УИК №422"	"УИК №423"	"УИК №424"	"УИК №425"	"УИК №426"	"УИК №427"	"УИК №428"	"УИК №429"	"УИК №430"	"УИК №431"	
460	396	428	428	507	446	462	464	412	533	188	407	451	82	122	53	157	58	576	88	558	95	67	65	615	332	103	56	49	87	334	
474	405	457	456	523	466	469	480	424	548	197	413	469	84	124	60	164	59	594	83	577	90	67	67	629	337	99	57	52	87	349	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
407	275	414	333	353	391	391	400	288	475	172	364	406	13	110	52	138	52	481	72	396	83	63	55	519	284	98	56	43	65	307	
18	21	9	71	30	21	33	27	46	30	11	23	26	69	6	0	8	3	57	9	29	4	0	4	54	9	0	0	0	8	14	
49	109	34	52	140	54	45	53	90	43	14	26	37	2	8	8	18	4	56	2	152	3	4	8	56	44	1	1	9	14	28	
18	21	9	71	30	21	33	27	46	30	11	23	26	69	6	0	8	3	57	9	29	4	0	4	54	9	0	0	0	8	14	
407	275	414	333	353	391	391	400	288	475	172	364	406	13	110	52	138	52	481	72	396	83	63	55	519	284	98	56	43	65	307	
16	1	0	0	0	4	2	0	3	0	0	1	0	1	0	0	0	0	3	0	2	0	2	0	2	2	0	0	0	0	0	
409	295	423	404	383	408	422	427	331	505	183	386	432	81	116	52	146	55	535	81	423	87	61	59	571	291	98	56	43	73	321	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	3	1	1	1	0	3	1	3	2	0	2	1	0	1	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	
15	61	16	12	63	20	11	42	56	15	3	10	16	1	3	0	22	4	61	1	59	21	2	14	41	52	7	9	6	5	13	
16	38	17	16	18	20	15	5	27	26	12	15	9	2	4	0	6	2	13	5	20	10	3	13	16	9	1	4	0	3	9	
375	189	388	372	298	363	390	376	241	457	166	355	402	78	107	49	118	48	455	75	339	54	56	32	505	229	90	43	37	64	296	
1	1	1	1	1	0	0	1	0	3	0	3	1	0	1	1	0	0	1	0	0	0	0	0	2	1	0	0	0	0	3	
0	0	0	0	0	3	1	1	4	0	2	0	1	0	0	2	0	0	2	0	1	2	0	0	3	0	0	0	0	1	0	
1	3	0	2	1	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	
0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	
