"УИК №427"	"УИК №428"	"УИК №429"	"УИК №430"	"УИК №431"	"УИК №432"	"УИК №433"	"УИК №434"	"УИК №435"	"УИК №436"	"УИК №437"	"УИК №438"	"УИК №439"	"УИК №440"	"УИК №441"	"УИК №442"	"УИК №443"	"УИК №444"	"УИК №445"	"УИК №446"	"УИК №447"	"УИК №448"	"УИК №449"	"УИК №450"	"УИК №451"	"УИК №452"	"УИК №453"	"УИК №454"	"УИК №455"	"УИК №456"	
1768	2653	2438	2570	2530	1655	1736	1169	1178	903	1198	1454	2436	2352	1589	2331	2524	2976	2564	1394	1393	2512	1126	1663	1672	2622	2390	2700	1117	1090	
1600	2400	2100	2300	2100	1500	1500	1100	1000	800	1000	1300	2100	2100	1400	2100	2200	2700	2300	1200	1200	2200	900	1400	1500	2300	2100	2400	1000	900	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
985	1445	1342	1577	1385	1204	1116	708	667	393	790	1048	1750	1531	961	1586	1683	1941	1720	926	914	1659	667	1093	883	1488	1293	1533	787	741	
29	61	70	67	207	36	59	34	56	28	13	10	52	51	49	53	75	41	57	25	32	72	32	29	73	51	86	28	10	10	
586	894	688	656	508	260	325	358	277	379	197	242	298	518	390	461	442	718	523	249	254	469	201	278	544	761	721	839	203	149	
29	61	70	67	207	36	59	34	56	28	13	10	52	51	49	53	75	41	57	25	32	72	32	29	73	51	86	28	10	10	
985	1445	1340	1577	1385	1204	1116	708	666	392	790	1048	1750	1531	961	1586	1683	1941	1719	926	914	1659	667	1093	883	1486	1293	1532	787	741	
19	13	16	23	27	7	16	13	7	1	8	15	19	12	9	25	21	19	23	11	7	27	15	24	13	34	7	16	9	18	
995	1493	1394	1621	1565	1233	1159	729	715	419	795	1043	1783	1570	1001	1614	1737	1963	1753	940	939	1704	684	1098	943	1503	1372	1544	788	733	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

10	6	12	13	16	8	5	9	2	1	6	5	12	13	5	15	9	12	14	8	7	16	2	11	4	7	6	10	5	4	
231	300	322	375	334	292	271	146	183	102	197	262	443	379	240	350	389	530	458	238	243	378	140	267	229	402	305	389	215	156	
86	121	109	118	126	77	66	49	70	31	57	67	90	105	82	102	113	121	108	56	52	85	58	100	96	117	94	115	51	47	
642	1035	905	1085	1049	817	785	499	452	278	520	667	1161	1030	644	1097	1154	1246	1134	611	608	1173	470	707	601	939	935	987	489	506	
6	12	21	12	13	17	15	10	4	3	8	16	31	21	11	22	34	21	16	15	13	21	5	5	3	16	13	14	12	11	
9	11	8	9	11	8	9	7	3	1	3	12	20	9	7	2	16	14	10	6	9	11	5	4	5	8	9	12	5	3	
4	2	8	5	7	8	2	7	1	1	2	6	12	6	10	12	10	12	4	3	2	6	2	2	2	10	7	10	2	3	
7	6	9	4	9	6	6	2	0	2	2	8	14	7	2	14	12	7	9	3	5	14	2	2	3	4	3	7	9	3	
