"УИК №401"	"УИК №402"	"УИК №403"	"УИК №404"	"УИК №405"	"УИК №406"	"УИК №407"	"УИК №408"	"УИК №409"	"УИК №410"	"УИК №411"	"УИК №412"	"УИК №413"	"УИК №414"	"УИК №415"	"УИК №416"	"УИК №417"	"УИК №418"	"УИК №419"	"УИК №420"	"УИК №421"	"УИК №422"	"УИК №423"	
871	435	417	154	625	525	438	380	107	111	689	555	110	422	255	170	987	960	1069	1107	871	979	988	
949	502	464	160	651	515	474	458	112	113	751	570	137	464	284	186	1022	974	1072	1102	905	1019	1041	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
701	332	347	124	498	393	345	203	94	92	482	430	98	333	225	112	761	709	845	769	756	740	755	
123	83	61	15	58	49	46	130	9	16	190	113	10	43	22	35	108	131	90	120	81	66	89	
125	87	56	21	95	73	83	125	9	5	79	27	29	88	37	39	153	134	137	213	68	213	197	
123	83	61	15	58	49	46	130	9	16	190	113	10	43	22	35	108	131	90	120	81	66	89	
701	332	347	124	498	393	345	203	94	92	482	430	98	333	225	112	761	709	845	769	756	740	755	
5	3	1	2	2	4	3	4	1	0	0	6	0	4	2	0	8	0	19	9	0	13	22	
819	412	407	137	554	438	388	329	102	108	672	537	108	372	245	147	861	840	916	880	837	793	822	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	2	5	0	2	6	1	2	1	0	5	0	0	1	1	0	9	5	2	10	4	10	6	
71	15	45	14	43	49	26	19	7	7	32	34	5	45	26	7	92	55	161	149	61	110	98	
60	21	37	21	29	49	36	25	7	9	52	22	4	32	12	14	60	30	90	70	32	53	80	
672	367	315	99	469	326	319	268	86	91	571	481	98	289	201	122	676	732	635	629	712	601	610	
7	2	2	0	6	1	3	9	0	0	5	0	0	2	2	0	9	9	11	8	10	9	9	
3	3	0	2	2	3	3	1	0	1	5	0	1	0	0	1	9	6	7	1	4	1	12	
2	1	1	1	0	3	0	2	0	0	2	0	0	1	1	1	3	3	5	4	7	2	3	
0	1	2	0	3	1	0	3	1	0	0	0	0	2	2	2	3	0	5	9	7	7	4	
