"УИК №681"	"УИК №682"	"УИК №683"	"УИК №684"	"УИК №685"	"УИК №686"	"УИК №687"	"УИК №688"	"УИК №689"	"УИК №690"	"УИК №691"	"УИК №692"	"УИК №693"	"УИК №694"	"УИК №695"	"УИК №696"	"УИК №697"	"УИК №698"	"УИК №699"	"УИК №700"	"УИК №701"	
711	632	638	608	412	155	527	624	89	548	320	92	64	524	176	334	595	643	492	164	642	
700	660	650	630	420	150	540	600	85	570	320	90	55	530	190	340	620	650	500	170	660	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
376	378	414	442	279	98	353	427	61	375	211	60	47	369	131	165	437	354	258	83	320	
116	52	58	84	45	25	45	78	13	81	60	21	8	99	30	70	104	51	54	32	81	
208	230	178	104	96	27	142	95	11	114	49	9	0	62	29	105	79	245	188	55	259	
116	52	58	84	45	25	45	78	13	81	60	21	8	99	30	70	104	51	54	32	81	
376	378	414	442	279	98	353	427	61	375	211	60	47	369	131	165	437	354	258	83	320	
3	3	1	4	5	4	2	5	0	3	0	0	0	1	2	0	3	3	1	1	7	
489	427	471	522	319	119	396	500	74	453	271	81	55	467	159	235	538	402	311	114	394	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	2	1	2	0	1	1	5	0	0	2	2	0	0	0	2	2	2	2	0	0	
49	69	74	79	37	9	67	68	9	37	20	7	2	26	3	24	65	64	38	19	55	
28	25	22	15	20	9	24	20	4	19	14	3	1	18	6	18	29	14	18	4	13	
401	326	364	416	256	99	299	403	60	391	235	65	52	416	150	188	441	317	248	89	321	
4	1	4	3	2	0	1	1	0	2	0	1	0	4	0	1	1	1	2	2	1	
4	4	6	5	0	1	2	3	1	4	0	0	0	3	0	1	0	3	1	0	3	
2	0	0	1	3	0	1	0	0	0	0	1	0	0	0	1	0	1	2	0	0	
1	0	0	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	
