"УИК №618"	"УИК №619"	"УИК №620"	"УИК №621"	"УИК №622"	"УИК №623"	"УИК №624"	"УИК №625"	"УИК №626"	"УИК №627"	"УИК №628"	"УИК №629"	"УИК №630"	"УИК №631"	"УИК №632"	"УИК №633"	"УИК №634"	"УИК №635"	"УИК №636"	"УИК №637"	"УИК №638"	"УИК №639"	"УИК №640"	"УИК №641"	
2094	2413	664	1247	688	1863	2083	2008	2111	740	1625	2064	2214	2691	1758	1927	2460	2180	1047	1130	2194	2274	2009	2340	
2000	2000	650	1200	700	1900	2000	2000	2100	700	1700	2000	2000	2400	1600	1800	2300	2100	850	950	2000	2000	2000	2300	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1438	1637	513	1171	350	1428	1170	1365	1717	392	909	1833	1450	1411	1330	1382	1905	1824	741	668	1298	1432	935	1215	
44	59	19	12	14	17	65	69	39	21	19	39	59	85	14	50	48	27	14	203	81	41	58	30	
518	304	118	17	336	455	765	566	344	287	772	128	491	904	256	368	347	249	95	79	621	527	1007	1055	
44	59	19	12	14	17	65	69	39	21	19	39	59	85	14	50	48	27	14	203	81	41	58	30	
1438	1637	513	1159	350	1428	1170	1365	1717	392	909	1833	1450	1411	1330	1382	1905	1797	741	668	1298	1432	935	1215	
12	18	0	2	12	14	8	14	0	6	21	0	30	19	13	8	16	7	3	1	97	3	11	19	
1470	1678	532	1169	352	1431	1227	1420	1756	407	907	1872	1479	1477	1331	1424	1937	1817	752	870	1282	1470	982	1226	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

16	8	0	7	3	6	9	5	1	5	6	4	6	8	11	10	8	4	3	2	4	11	4	7	
91	247	39	39	40	286	189	193	154	81	246	226	236	302	207	97	301	246	196	145	188	347	231	314	
51	87	7	14	14	59	59	84	52	26	48	7	74	89	74	38	61	22	35	24	52	70	57	81	
1277	1280	469	1082	287	1046	928	1092	1536	279	569	1625	1085	1023	990	1245	1485	1527	476	677	996	982	653	780	
15	27	5	6	3	10	15	13	4	5	9	5	28	21	16	14	35	5	13	5	11	24	11	16	
3	17	0	4	2	10	8	20	4	3	15	4	24	14	14	10	19	3	14	6	17	5	12	14	
12	5	0	11	1	5	10	6	3	6	8	0	13	10	13	7	13	6	6	6	4	19	11	6	
5	7	12	6	2	9	9	7	2	2	6	1	13	10	6	3	15	4	9	5	10	12	3	8	
