"УИК №146"	"УИК №147"	"УИК №148"	"УИК №149"	"УИК №150"	"УИК №151"	"УИК №152"	"УИК №153"	"УИК №154"	"УИК №155"	"УИК №156"	"УИК №157"	"УИК №158"	"УИК №159"	"УИК №160"	"УИК №161"	"УИК №162"	"УИК №163"	"УИК №164"	"УИК №165"	"УИК №166"	"УИК №167"	"УИК №168"	"УИК №169"	"УИК №170"	
2304	1763	2143	2764	1284	2905	345	625	104	1072	1099	489	738	1068	893	529	787	1003	545	1436	985	711	1178	174	907	
2000	1400	1900	2400	1100	2500	300	600	90	1000	1000	550	600	1100	900	500	800	1000	500	1300	900	700	1000	140	800	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1814	1260	1368	2175	983	2127	268	439	82	889	687	337	527	731	654	404	547	598	417	979	556	525	682	121	571	
92	104	84	18	26	279	2	11	3	17	142	31	11	27	27	12	15	42	12	40	118	17	15	8	15	
94	36	448	207	91	94	30	150	5	94	171	182	62	342	219	84	238	360	71	281	226	158	303	11	214	
92	104	84	18	26	279	2	11	3	17	142	31	11	27	27	12	15	42	12	40	118	17	15	8	15	
1775	1260	1368	2143	983	2127	268	439	82	889	647	337	527	731	654	404	547	598	417	979	556	525	682	121	571	
24	14	21	30	12	23	2	9	0	8	9	1	4	9	10	3	4	9	4	15	13	7	18	0	5	
1843	1350	1431	2131	997	2383	268	441	85	898	780	367	534	749	671	413	558	631	425	1004	661	535	679	129	581	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

12	5	13	16	10	22	0	3	0	3	5	1	5	5	4	1	1	5	1	3	5	3	3	0	3	
216	130	162	227	122	292	27	43	7	132	61	33	54	83	50	28	40	66	39	101	51	27	65	7	51	
83	67	75	113	46	116	16	16	4	89	67	22	39	48	22	29	32	41	21	65	79	27	40	6	36	
1481	1079	1094	1650	737	1799	207	363	72	657	596	301	409	587	577	336	468	502	360	793	477	462	523	110	470	
12	41	37	63	36	73	9	7	2	8	31	6	17	15	9	9	7	7	3	25	30	8	22	4	10	
7	9	10	13	8	21	1	1	0	1	3	2	4	1	3	4	2	4	0	5	3	2	11	0	1	
16	11	19	24	21	35	4	4	0	6	5	2	2	1	4	4	4	2	0	6	6	3	8	0	7	
16	8	21	25	17	25	4	4	0	2	12	0	4	9	2	2	4	4	1	6	10	3	7	2	3	
