"УИК №453"	"УИК №454"	"УИК №455"	"УИК №456"	"УИК №457"	"УИК №458"	"УИК №459"	"УИК №460"	"УИК №461"	"УИК №462"	"УИК №463"	"УИК №464"	"УИК №465"	"УИК №466"	"УИК №467"	"УИК №468"	"УИК №469"	"УИК №470"	"УИК №471"	"УИК №472"	"УИК №473"	"УИК №474"	"УИК №475"	"УИК №476"	"УИК №477"	"УИК №478"	"УИК №479"	"УИК №480"	"УИК №481"	"УИК №482"	"УИК №483"	"УИК №484"	"УИК №485"	"УИК №486"	"УИК №487"	"УИК №488"	
1802	2031	1449	1163	1172	1436	936	1333	1231	79	708	330	345	218	340	135	188	325	198	347	150	250	145	306	247	205	242	629	213	265	209	202	807	176	390	420	
1500	1700	1200	1000	1000	1200	800	1100	1000	100	690	330	340	210	330	140	190	340	200	340	140	260	150	320	240	200	230	620	220	270	180	190	790	170	380	450	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1134	1253	789	604	590	858	500	693	667	58	330	138	148	99	153	74	73	106	89	129	85	106	23	140	112	72	120	257	67	110	50	55	416	69	145	170	
58	61	70	86	77	100	51	82	80	17	107	73	44	22	56	15	83	134	44	93	20	48	70	66	55	44	55	193	40	47	119	84	116	52	125	115	
308	386	341	310	333	242	249	325	253	25	253	119	148	89	121	51	34	100	67	118	35	106	57	114	73	84	55	170	113	113	11	51	258	49	110	165	
58	61	70	86	77	100	51	82	80	17	107	73	44	22	56	15	83	134	44	93	20	48	70	66	55	44	55	192	40	47	119	84	116	52	125	115	
1134	1252	789	604	590	858	500	693	667	58	330	138	148	99	153	74	73	106	89	129	85	106	23	140	112	72	120	257	67	110	50	55	416	69	145	170	
3	7	3	4	8	14	7	11	11	0	0	1	3	0	2	1	4	1	1	2	0	1	0	0	1	0	0	3	1	1	1	0	4	0	1	0	
1189	1306	856	686	659	944	544	764	736	75	437	210	189	121	207	88	152	239	132	220	105	153	93	206	166	116	175	446	106	156	168	139	528	121	269	285	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	13	3	5	6	8	3	3	1	5	0	0	1	0	0	0	4	0	0	1	2	1	0	2	1	1	1	2	1	0	0	0	7	0	1	1	
242	274	168	109	100	187	90	125	111	11	53	28	22	7	25	4	11	38	13	27	12	10	6	32	13	4	14	26	5	11	7	9	88	3	30	30	
115	102	96	83	86	84	64	81	81	4	53	17	16	10	24	6	12	24	15	13	6	17	10	14	24	15	13	50	3	18	5	15	36	8	20	31	
780	885	573	470	441	630	371	534	526	52	321	160	145	103	156	76	119	170	103	174	84	118	76	156	126	94	145	362	91	124	154	113	390	108	216	219	
10	16	7	7	10	14	7	5	8	2	3	1	2	1	0	1	2	1	0	3	0	0	1	2	0	1	1	2	2	0	1	1	2	1	2	2	
8	4	3	4	7	11	4	2	6	0	0	1	0	0	0	0	2	4	1	0	0	0	0	0	1	0	0	2	1	2	0	1	0	1	0	1	
10	8	4	4	3	7	3	11	2	1	4	1	2	0	0	0	0	2	0	1	0	2	0	0	1	0	1	0	1	0	1	0	5	0	0	1	
15	4	2	4	6	3	2	3	1	0	3	2	1	0	2	1	2	0	0	1	1	5	0	0	0	1	0	2	2	1	0	0	0	0	0	0	
