"УИК №1917"	"УИК №1918"	"УИК №1919"	"УИК №1920"	"УИК №1921"	"УИК №1922"	"УИК №1923"	"УИК №1924"	"УИК №1925"	"УИК №1926"	"УИК №1927"	"УИК №1928"	"УИК №1929"	"УИК №1930"	"УИК №1931"	"УИК №1932"	"УИК №1933"	"УИК №1934"	"УИК №1935"	"УИК №1936"	"УИК №1937"	"УИК №1938"	"УИК №1939"	"УИК №1940"	"УИК №1941"	"УИК №1942"	"УИК №1943"	"УИК №1944"	"УИК №1945"	"УИК №1946"	"УИК №1947"	"УИК №1948"	
2489	2479	2668	2723	2512	2404	2788	2339	2177	1957	2568	2124	2359	2042	2153	2107	2110	1978	2239	2322	2499	2576	2246	2266	2211	1942	2664	2491	2439	2174	2471	284	
2200	2200	2300	2500	2300	2200	2400	2000	1900	1700	2300	1900	2100	1700	1900	1900	1900	1700	1900	2000	1900	2200	1900	2000	1900	1700	2400	2200	2000	1900	2100	300	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1442	1450	1583	1573	1387	1423	1628	1368	1276	1198	1501	1216	1409	1072	1190	1215	1176	1237	1326	1355	1377	1448	1164	1303	1303	1132	1552	1420	1540	1269	1445	276	
62	53	46	78	79	35	42	41	60	39	57	48	35	42	38	41	51	60	42	57	70	65	78	47	36	63	40	80	60	46	40	0	
696	697	671	849	834	742	730	591	564	463	742	636	656	586	672	644	673	403	532	588	453	687	658	650	561	505	808	700	400	585	615	24	
62	53	46	78	79	35	42	41	60	39	57	48	35	42	38	41	51	60	43	57	70	65	78	47	36	63	40	80	60	46	40	0	
1437	1450	1583	1569	1386	1422	1626	1368	1276	1197	1501	1212	1408	1070	1184	1214	1176	1235	1319	1351	1377	1447	1117	1303	1299	1132	1551	1420	1534	1269	1445	276	
11	16	16	19	13	17	20	22	16	19	19	9	16	11	17	11	16	11	55	19	15	15	24	22	12	29	11	29	19	18	19	12	
1488	1487	1613	1628	1452	1440	1648	1387	1320	1217	1539	1251	1427	1101	1205	1244	1211	1284	1307	1389	1432	1497	1171	1328	1323	1166	1580	1471	1575	1297	1466	264	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

13	14	12	16	13	11	19	11	10	12	13	10	11	5	9	8	14	8	16	10	12	15	9	13	10	13	15	15	12	12	6	5	
210	246	292	259	241	260	309	222	188	184	236	190	236	178	186	179	170	219	208	217	240	245	220	196	210	189	222	227	208	195	219	25	
75	49	68	69	59	51	56	55	62	69	74	45	79	59	56	56	50	56	60	73	69	67	51	46	60	53	66	81	58	56	58	13	
1072	1048	1109	1199	1042	995	1120	990	963	870	1083	911	1021	735	891	914	886	901	925	967	1001	1063	806	954	962	840	1154	1024	1154	934	1058	206	
55	50	54	36	41	55	71	40	47	29	52	38	23	50	30	32	39	38	35	42	52	42	22	41	28	36	60	51	56	36	44	7	
15	15	14	7	11	9	13	12	6	5	13	9	15	6	8	8	14	8	12	13	10	9	11	4	8	4	12	19	11	5	14	0	
9	22	20	16	15	19	16	16	12	20	11	20	14	16	11	18	13	10	8	15	13	9	14	24	15	9	24	17	24	15	21	2	
39	43	44	26	30	40	44	41	32	28	57	28	28	52	14	29	25	44	43	52	35	47	38	50	30	22	27	37	52	44	46	6	
