"УИК №699"	"УИК №700"	"УИК №701"	"УИК №702"	"УИК №703"	"УИК №704"	"УИК №705"	"УИК №706"	"УИК №707"	"УИК №708"	"УИК №709"	"УИК №710"	"УИК №711"	"УИК №712"	"УИК №713"	"УИК №714"	"УИК №715"	"УИК №716"	"УИК №717"	"УИК №718"	
247	228	131	238	247	86	140	373	128	305	250	369	520	320	151	265	134	1227	1235	1326	
250	230	140	250	270	90	130	390	130	330	250	410	540	320	160	260	130	1280	1260	1360	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
158	162	68	143	126	38	87	208	79	157	142	236	249	184	94	165	81	671	710	719	
40	29	33	32	62	34	13	55	14	51	65	35	140	54	14	31	19	140	143	137	
52	39	39	75	82	18	30	127	37	122	43	139	151	82	52	64	30	469	407	504	
40	29	33	32	62	34	13	55	14	51	65	35	140	54	14	31	19	140	143	137	
158	162	68	143	126	38	87	208	79	157	142	236	249	184	94	165	81	671	710	719	
1	1	1	4	0	0	1	0	0	1	2	3	5	2	0	3	0	6	10	7	
197	190	100	171	188	72	99	263	93	207	205	268	384	236	108	193	100	805	843	849	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	1	0	1	1	1	2	2	0	5	1	6	1	2	0	3	0	6	4	7	
22	13	8	6	13	5	7	10	13	31	5	28	37	15	11	25	20	129	160	156	
13	8	2	13	11	2	6	27	10	11	4	27	17	13	4	13	3	44	52	60	
157	167	88	144	163	64	83	219	70	154	191	203	318	202	92	148	77	610	613	607	
0	0	0	2	0	0	1	3	0	5	0	2	6	4	0	1	0	6	6	7	
2	0	0	1	0	0	0	1	0	0	2	1	3	0	0	0	0	5	4	7	
0	0	1	0	0	0	0	1	0	1	1	0	2	0	0	1	0	2	4	5	
0	1	1	4	0	0	0	0	0	0	1	1	0	0	1	2	0	3	0	0	
