"УИК №3901"	"УИК №3902"	"УИК №3903"	"УИК №3904"	"УИК №3905"	"УИК №3906"	"УИК №3907"	"УИК №3908"	"УИК №3909"	"УИК №3910"	"УИК №3911"	"УИК №3912"	"УИК №3913"	"УИК №3914"	"УИК №3915"	"УИК №3916"	"УИК №3917"	"УИК №3918"	"УИК №3919"	"УИК №3920"	"УИК №3921"	"УИК №3922"	"УИК №3923"	"УИК №3924"	"УИК №3925"	"УИК №3926"	"УИК №3927"	"УИК №3928"	"УИК №3929"	"УИК №3930"	"УИК №3931"	"УИК №3932"	"УИК №3933"	"УИК №3934"	"УИК №3935"	"УИК №3936"	"УИК №3937"	"УИК №3938"	"УИК №3939"	"УИК №3940"	"УИК №3941"	"УИК №3942"	
264	343	1006	424	400	222	116	259	626	152	317	72	128	609	504	905	71	272	477	174	121	645	114	370	281	406	790	792	660	678	865	750	942	982	745	369	576	351	755	733	482	465	
270	360	1040	440	420	230	120	260	660	160	320	70	130	620	510	940	70	270	480	175	120	655	110	390	290	400	810	810	690	700	890	775	975	940	780	370	600	360	780	765	490	475	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150	172	414	269	237	135	75	165	252	108	192	63	90	291	197	449	45	144	265	67	68	292	50	246	167	286	460	449	391	436	494	519	519	683	422	175	266	161	316	439	244	260	
80	113	160	82	71	39	27	39	106	26	49	3	21	145	160	128	15	38	62	41	21	190	49	80	43	54	70	69	151	77	121	91	63	117	172	90	143	100	99	102	75	32	
40	75	466	89	112	56	18	56	302	26	79	4	19	184	153	363	10	88	153	67	31	173	11	64	80	60	280	292	148	187	275	165	393	140	186	105	191	99	365	224	171	183	
80	113	160	82	71	39	27	39	106	26	49	3	21	145	160	128	15	38	62	41	21	190	49	80	43	54	70	69	151	77	121	91	63	117	172	90	143	100	99	102	75	32	
150	172	414	269	237	135	75	165	252	108	192	63	90	291	197	449	45	144	265	67	68	292	50	246	167	286	460	449	391	436	494	519	519	683	422	175	266	161	316	439	244	260	
0	2	5	1	1	0	0	0	3	0	0	0	0	1	2	4	0	0	4	0	0	0	0	4	0	2	4	11	0	0	4	5	8	7	2	2	3	2	4	6	2	4	
230	283	569	350	307	174	102	204	355	134	241	66	111	435	355	573	60	182	323	108	89	482	99	322	210	338	526	507	542	513	611	605	574	793	592	263	406	259	411	535	317	288	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	1	3	0	0	0	1	0	1	0	2	0	0	0	4	5	0	0	2	0	1	2	1	3	0	1	7	11	2	3	7	3	4	6	2	1	2	2	3	2	0	1	
15	19	46	45	40	12	2	10	56	3	6	0	0	27	32	60	5	15	27	5	9	32	5	8	6	21	52	61	44	64	81	69	112	89	55	14	42	38	56	34	31	43	
7	17	48	21	13	24	6	17	19	6	16	4	8	23	20	55	1	9	23	4	14	12	14	12	19	24	29	54	26	16	30	32	31	24	34	21	25	18	26	33	29	9	
203	243	465	279	236	138	89	175	273	123	213	60	103	377	292	440	53	155	264	98	65	428	78	295	183	289	430	366	464	417	484	491	420	647	488	219	334	198	321	453	252	229	
3	1	3	0	2	0	1	0	6	1	0	0	0	3	3	10	0	1	1	0	0	1	0	2	0	1	6	4	2	5	2	4	3	12	9	4	1	0	0	6	1	3	
1	2	4	3	1	0	0	2	0	0	2	2	0	2	1	2	0	2	2	0	0	4	0	1	0	2	1	3	2	3	3	4	1	6	1	1	1	1	2	5	2	1	
0	0	0	1	15	0	2	0	0	1	0	0	0	2	2	1	1	0	4	1	0	0	1	1	1	0	1	4	2	1	1	1	1	6	2	1	1	1	1	1	2	2	
0	0	0	1	0	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	3	0	0	1	0	0	4	0	4	3	1	2	3	1	2	0	1	2	1	0	0	
