"УИК №610"	"УИК №611"	"УИК №612"	"УИК №613"	"УИК №614"	"УИК №615"	"УИК №616"	"УИК №617"	"УИК №618"	"УИК №619"	"УИК №620"	"УИК №621"	"УИК №622"	"УИК №623"	"УИК №624"	"УИК №625"	"УИК №626"	"УИК №627"	"УИК №628"	"УИК №629"	"УИК №630"	"УИК №631"	"УИК №632"	"УИК №633"	"УИК №634"	"УИК №635"	"УИК №636"	"УИК №637"	"УИК №638"	
1183	847	598	810	1301	608	797	143	116	428	176	101	320	354	453	540	196	166	847	325	205	355	316	225	692	526	193	982	573	
1150	800	550	800	1300	590	750	140	110	440	170	90	300	320	430	530	180	160	870	320	190	350	300	290	690	480	190	960	570	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
724	668	412	594	756	394	482	100	76	290	105	69	188	220	312	325	94	94	554	193	112	184	178	165	380	262	108	547	388	
38	34	54	72	68	40	126	13	11	40	26	13	60	54	56	118	48	30	123	53	43	72	49	60	112	97	32	50	77	
388	98	84	134	476	156	142	27	23	110	39	8	52	46	62	87	38	36	193	74	35	94	73	65	198	121	50	363	105	
38	34	54	72	68	40	126	13	11	40	26	13	60	54	56	118	48	30	123	53	43	72	49	60	112	97	32	50	77	
724	668	412	594	756	394	482	100	76	290	105	69	188	220	312	325	94	94	554	193	112	184	178	165	380	262	108	547	388	
4	31	3	4	6	0	2	1	1	0	0	0	2	1	3	0	1	3	5	2	0	2	1	1	2	2	0	6	2	
758	671	463	662	818	434	606	112	86	330	131	82	246	273	365	443	141	121	672	244	155	254	226	224	490	357	140	591	463	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	6	6	3	6	9	4	0	0	3	1	1	2	3	2	4	0	0	3	0	0	1	2	3	1	3	1	7	0	
129	69	56	86	135	72	45	8	10	22	29	6	24	18	14	36	12	14	34	16	19	19	35	14	43	36	14	70	33	
52	34	34	37	63	27	41	7	4	33	13	3	16	13	20	22	7	8	50	11	10	25	18	20	27	13	8	33	25	
553	549	361	519	592	313	499	94	70	266	87	70	200	234	325	374	110	96	560	214	123	204	164	185	412	302	113	465	398	
6	7	1	6	8	7	6	0	0	3	1	1	0	2	2	4	3	1	10	1	2	3	2	1	1	0	0	2	3	
8	1	2	2	5	2	2	3	2	1	0	0	3	1	2	3	3	1	12	2	0	1	4	0	3	3	4	11	1	
6	4	1	6	4	2	8	0	0	2	0	1	1	1	0	0	5	0	1	0	0	0	1	0	1	0	0	2	1	
2	1	2	3	5	2	1	0	0	0	0	0	0	1	0	0	1	1	2	0	1	1	0	1	2	0	0	1	2	
