"УИК №404"	"УИК №405"	"УИК №406"	"УИК №407"	"УИК №408"	"УИК №409"	"УИК №410"	"УИК №411"	"УИК №412"	"УИК №413"	"УИК №414"	"УИК №415"	"УИК №416"	"УИК №417"	"УИК №418"	"УИК №419"	"УИК №420"	"УИК №421"	"УИК №422"	"УИК №423"	"УИК №424"	"УИК №425"	"УИК №426"	"УИК №427"	"УИК №1927"	
47	275	70	329	485	99	388	66	84	183	153	156	281	76	91	196	182	612	525	596	659	627	567	645	234	
45	250	70	300	445	110	355	60	75	170	140	140	250	75	75	170	180	545	465	570	600	585	530	640	350	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20	140	44	183	214	60	175	49	37	74	62	88	143	48	53	97	84	266	208	273	301	314	236	302	217	
0	6	3	36	66	10	29	6	8	39	36	3	14	0	8	34	18	14	17	30	19	14	10	14	0	
25	104	23	81	165	40	151	5	30	57	42	49	93	27	14	39	78	265	240	267	280	257	284	324	133	
0	6	3	36	66	10	29	6	8	39	36	3	14	0	8	34	18	14	17	30	19	14	10	14	0	
20	140	44	183	214	60	175	49	37	74	62	88	143	48	53	97	84	266	208	273	301	314	236	302	217	
0	1	0	1	2	2	1	2	0	2	0	0	1	1	0	0	1	0	0	2	1	2	3	1	2	
20	145	47	218	278	68	203	53	45	111	98	91	156	47	61	131	101	280	225	301	319	326	243	315	215	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	1	0	0	2	3	2	0	2	0	
3	9	3	13	11	2	13	5	1	4	10	0	4	1	0	8	2	19	28	40	14	37	17	41	39	
4	18	9	15	20	6	12	12	5	7	6	3	15	4	2	13	10	24	9	24	29	26	16	22	13	
13	110	35	189	246	59	174	34	39	95	79	86	132	42	58	103	88	231	184	232	268	252	208	246	157	
0	7	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	4	2	0	0	5	1	1	3	
0	0	0	0	0	1	0	0	0	0	1	1	3	0	0	0	0	0	1	0	2	1	1	2	2	
0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	4	0	2	1	1	2	3	0	1	0	
0	0	0	1	0	0	4	0	0	0	1	0	0	0	1	2	0	0	0	2	1	0	0	0	1	
