"УИК №402"	"УИК №403"	"УИК №404"	"УИК №405"	"УИК №406"	"УИК №407"	"УИК №408"	"УИК №409"	"УИК №410"	"УИК №411"	"УИК №412"	"УИК №413"	"УИК №414"	"УИК №415"	"УИК №416"	"УИК №417"	"УИК №418"	"УИК №419"	"УИК №420"	"УИК №421"	"УИК №422"	"УИК №423"	"УИК №424"	"УИК №425"	"УИК №426"	"УИК №427"	"УИК №428"	"УИК №429"	"УИК №430"	"УИК №431"	"УИК №432"	"УИК №433"	"УИК №434"	"УИК №435"	"УИК №436"	"УИК №437"	"УИК №438"	"УИК №439"	"УИК №440"	"УИК №441"	"УИК №442"	"УИК №443"	"УИК №444"	"УИК №445"	"УИК №446"	"УИК №447"	"УИК №448"	
2463	2524	1916	2350	2513	2600	2479	2279	2128	1854	1264	2201	2229	2251	2187	2104	2415	2333	1139	2171	2527	2510	2531	2435	2137	1592	2183	2164	2028	2415	2085	1121	1114	1458	1381	879	1083	1947	1498	2214	1887	1127	433	291	335	1439	611	
2400	2550	1900	2300	2500	2600	2500	2200	2050	1143	832	2200	2250	2250	2200	2050	2350	2100	768	2050	2450	2450	2200	2300	2050	1042	2150	2150	1950	2400	1700	722	1000	882	1100	850	633	1950	1080	2200	1850	771	350	220	290	991	614	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1526	1461	1152	1441	1586	1584	1520	1462	1267	1090	790	1429	1335	1464	1277	1296	1460	1514	758	1377	1661	1579	1413	1587	1303	993	1343	1339	1254	1472	1113	685	814	846	804	517	607	1227	1013	1452	1322	744	246	197	219	977	144	
83	113	49	55	61	55	93	82	94	53	42	57	30	61	39	55	90	158	10	73	57	65	365	54	47	49	50	44	71	43	330	37	27	36	21	18	26	51	67	38	40	27	38	14	13	14	464	
791	976	699	804	853	961	887	656	689	0	0	714	885	725	884	699	800	428	0	600	732	806	422	659	700	0	757	767	625	885	257	0	159	0	275	315	0	672	0	710	488	0	66	9	58	0	6	
84	113	49	55	61	55	93	82	94	52	42	57	30	61	39	55	90	158	10	73	57	65	365	54	47	49	50	44	71	43	330	37	27	36	21	18	26	51	66	38	40	27	38	14	13	14	464	
1516	1459	1152	1441	1583	1582	1519	1462	1267	1069	788	1426	1335	1461	1277	1296	1459	1513	757	1377	1659	1579	1411	1587	1301	988	1343	1339	1254	1471	1110	685	814	841	804	517	607	1226	1013	1452	1321	743	246	197	219	975	144	
65	21	20	11	19	19	28	24	16	7	7	16	19	18	17	21	16	16	4	18	19	26	243	20	16	5	25	17	16	25	23	10	11	16	11	7	5	26	4	13	15	6	7	1	6	6	6	
1535	1551	1181	1485	1625	1618	1584	1520	1345	1114	823	1467	1346	1504	1299	1330	1533	1655	763	1432	1697	1618	1533	1621	1332	1032	1368	1366	1309	1489	1417	712	830	861	814	528	628	1251	1075	1477	1346	764	277	210	226	983	602	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

12	18	9	10	13	19	9	15	11	5	2	9	15	11	9	21	16	10	7	20	10	19	13	19	13	8	11	15	13	18	10	6	7	5	5	1	4	17	10	11	12	5	2	0	2	4	3	
170	170	167	201	200	191	186	190	143	143	106	172	173	167	128	165	183	275	128	206	226	239	206	230	185	122	197	182	160	166	144	78	113	95	96	67	63	195	152	244	216	87	42	32	25	121	65	
132	97	72	115	148	123	121	105	110	92	60	102	105	117	134	114	102	82	47	103	89	115	84	110	81	79	110	124	97	122	111	50	60	69	74	24	38	78	66	95	69	49	11	13	14	75	50	
1116	1180	866	1096	1185	1199	1199	1122	1020	829	619	1094	1004	1121	968	959	1123	1170	519	971	1249	1135	1121	1162	948	764	974	959	966	1104	1081	545	583	635	587	403	488	906	786	1036	973	595	206	146	172	709	469	
42	32	26	24	24	27	20	28	17	17	17	27	18	31	23	24	46	47	29	45	54	50	44	47	47	14	24	29	31	38	22	12	27	28	24	11	14	16	21	37	27	14	10	8	3	40	9	
8	8	8	10	14	15	7	13	4	6	5	15	7	13	8	9	12	14	4	12	7	11	16	7	7	9	12	15	6	11	10	3	9	6	7	5	6	8	11	9	10	3	2	2	4	7	1	
16	21	16	15	20	19	22	16	11	8	7	22	11	24	17	15	24	20	9	33	25	18	25	18	20	19	16	20	18	11	13	7	16	6	6	6	8	17	9	25	19	5	2	5	3	6	2	
39	25	17	14	21	25	20	31	29	14	7	26	13	20	12	23	27	37	20	42	37	31	24	28	31	17	24	22	18	19	26	11	15	17	15	11	7	14	20	20	20	6	2	4	3	21	3	
