"УИК №1"	"УИК №2"	"УИК №3"	"УИК №4"	"УИК №5"	"УИК №6"	"УИК №7"	"УИК №8"	"УИК №9"	"УИК №10"	"УИК №11"	"УИК №12"	"УИК №13"	"УИК №14"	"УИК №15"	"УИК №16"	"УИК №17"	"УИК №18"	"УИК №19"	"УИК №20"	"УИК №21"	"УИК №22"	"УИК №23"	"УИК №24"	"УИК №25"	"УИК №26"	"УИК №27"	"УИК №28"	"УИК №29"	"УИК №30"	"УИК №31"	"УИК №32"	"УИК №33"	"УИК №34"	
2430	2444	845	2381	1631	2500	183	1850	1967	2006	2043	1785	2233	1990	1989	885	608	1123	312	351	509	170	336	1261	544	261	679	533	494	504	193	743	311	394	
2500	2100	800	2000	1500	2100	170	1600	2000	2000	2000	1600	2000	2000	2000	900	600	1000	300	370	550	180	350	1200	500	250	800	500	500	480	180	700	300	400	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1582	1617	518	1572	997	1548	81	1175	1296	1304	1316	1156	1397	1363	1293	539	329	642	193	191	281	68	211	899	285	86	379	224	181	305	40	427	185	197	
139	150	56	158	96	233	51	94	64	71	58	85	217	53	63	121	174	180	66	132	148	82	15	134	117	139	121	175	191	112	119	117	58	95	
779	333	226	270	407	319	38	331	640	625	626	359	386	584	644	240	97	178	41	47	121	30	124	167	98	25	300	101	128	63	21	156	57	108	
139	150	56	158	96	233	51	94	64	71	58	85	217	53	63	121	174	180	66	132	148	82	15	134	117	139	121	175	191	112	119	117	58	95	
1582	1617	518	1571	997	1548	81	1175	1296	1304	1313	1155	1397	1363	1293	539	329	642	193	191	281	68	211	899	285	86	379	224	181	305	40	427	185	197	
15	26	4	12	13	19	1	13	20	19	12	10	15	5	14	6	5	7	4	3	0	0	3	6	2	5	2	4	0	0	1	3	0	1	
1706	1741	570	1717	1080	1762	131	1256	1340	1356	1359	1230	1599	1411	1342	654	498	815	255	320	429	150	223	1027	400	220	498	395	372	417	158	541	243	291	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	10	3	13	9	16	1	4	8	13	0	3	8	6	7	3	4	3	2	0	3	0	1	4	2	1	0	2	1	1	0	5	1	1	
161	188	69	213	127	181	11	102	121	120	123	118	135	124	128	40	25	53	27	8	26	5	16	66	29	11	45	45	20	33	5	35	11	14	
99	101	32	104	60	110	10	67	98	104	86	85	104	98	71	49	38	52	33	8	23	14	17	60	31	22	34	17	26	17	6	39	19	21	
1383	1387	449	1321	847	1396	105	1040	1068	1077	1095	991	1286	1132	1100	548	409	682	186	299	376	131	182	868	332	181	414	322	315	357	141	450	211	246	
14	15	5	17	14	27	4	19	15	13	22	16	29	19	12	6	4	12	4	2	0	0	0	13	3	2	0	1	1	6	1	6	1	3	
19	14	4	22	7	7	0	7	9	8	7	4	16	7	8	3	8	3	0	1	1	0	3	7	2	0	1	2	4	3	0	4	0	4	
11	12	8	15	6	15	0	12	11	11	15	9	13	16	4	3	5	6	2	0	0	0	2	3	1	2	3	3	2	0	2	1	0	1	
12	14	0	12	10	10	0	5	10	10	11	4	8	9	12	2	5	4	1	2	0	0	2	6	0	1	1	3	3	0	3	1	0	1	
