"УИК №2701"	"УИК №2702"	"УИК №2703"	"УИК №2704"	"УИК №2706"	"УИК №2707"	"УИК №2708"	"УИК №2709"	"УИК №2710"	"УИК №2711"	"УИК №2712"	"УИК №2713"	"УИК №2714"	"УИК №2715"	"УИК №2716"	"УИК №2717"	"УИК №2718"	"УИК №2719"	"УИК №2720"	"УИК №2721"	"УИК №2722"	"УИК №2723"	"УИК №2724"	"УИК №2725"	"УИК №2726"	"УИК №2727"	"УИК №2728"	"УИК №2729"	"УИК №2730"	
2498	2356	1089	730	562	385	177	500	227	234	352	350	406	261	218	339	243	236	243	245	205	328	189	265	304	744	270	526	286	
2042	2013	962	731	500	366	153	455	205	207	344	333	384	246	214	329	238	216	226	238	191	311	171	298	285	676	234	503	264	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1425	1361	494	466	389	233	83	327	158	158	260	263	265	176	163	277	195	142	209	170	141	204	121	174	220	453	169	246	157	
166	94	182	117	111	66	25	43	47	49	72	27	61	63	27	47	38	20	17	52	46	50	50	52	57	111	38	126	50	
451	558	286	148	0	67	45	85	0	0	12	43	58	7	24	5	5	54	0	16	4	57	0	72	8	112	27	131	57	
166	94	182	117	111	66	25	43	47	49	72	27	61	63	27	47	38	20	17	52	46	50	50	52	57	111	38	126	50	
1425	1361	494	466	389	233	83	327	158	158	260	263	265	176	163	277	195	142	209	170	141	204	121	174	220	453	169	246	157	
17	19	7	3	2	4	0	2	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	2	1	3	0	2	0	
1574	1436	669	580	498	295	108	368	205	207	331	290	325	239	189	324	233	161	226	222	187	254	170	224	276	561	207	370	207	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

11	12	5	3	1	2	0	1	1	0	2	2	0	1	3	3	0	0	0	0	0	4	2	1	1	4	0	0	2	
242	200	53	46	56	41	10	11	11	4	31	15	25	9	6	31	11	23	7	18	12	27	11	23	32	65	21	38	16	
123	105	52	22	28	21	3	13	15	9	14	18	40	18	11	29	17	11	12	8	8	9	3	13	18	50	8	22	16	
1154	1076	546	495	408	223	95	333	177	194	271	248	254	206	165	260	203	125	203	193	166	208	153	183	222	429	170	307	172	
13	11	4	4	2	0	0	2	0	0	2	2	4	4	1	0	0	2	4	2	0	2	0	4	0	4	2	1	0	
13	13	7	5	2	5	0	7	0	0	6	2	0	1	3	0	2	0	0	1	0	4	0	0	1	3	4	2	0	
9	9	2	2	0	3	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
9	10	0	3	1	0	0	1	1	0	5	1	0	0	0	1	0	0	0	0	1	0	1	0	2	3	2	0	1	
