"УИК №385"	"УИК №386"	"УИК №387"	"УИК №388"	"УИК №389"	"УИК №390"	"УИК №391"	"УИК №392"	"УИК №393"	"УИК №394"	"УИК №395"	"УИК №396"	"УИК №397"	"УИК №398"	"УИК №399"	"УИК №400"	"УИК №401"	"УИК №402"	"УИК №403"	"УИК №404"	"УИК №405"	"УИК №406"	"УИК №407"	"УИК №408"	"УИК №409"	"УИК №410"	"УИК №411"	"УИК №412"	
1872	2033	1559	818	406	136	205	1487	439	205	195	279	72	313	577	552	133	171	142	89	276	166	108	200	146	507	198	133	
1640	1786	1375	734	370	112	187	1340	402	182	179	250	65	280	511	507	131	143	140	88	249	147	107	198	139	448	194	131	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1129	1267	907	477	262	85	115	971	276	128	127	200	54	191	452	367	75	112	100	76	173	103	74	120	91	355	134	90	
119	96	108	74	62	26	43	194	56	37	32	41	8	59	30	43	39	26	31	7	66	27	15	42	29	61	36	26	
392	423	360	183	46	1	29	175	70	17	20	9	3	30	29	97	17	5	9	5	10	17	18	36	19	32	24	15	
119	96	108	74	62	26	43	194	56	37	32	41	8	59	30	43	39	26	31	7	66	27	15	42	29	61	36	26	
1129	1267	907	477	262	85	115	971	276	128	127	200	54	191	452	367	75	112	100	76	173	103	74	120	91	355	134	90	
7	8	6	9	4	4	0	6	5	1	1	2	0	0	7	5	0	0	0	1	2	2	1	1	0	3	0	1	
1241	1355	1009	542	320	107	158	1159	327	164	158	239	62	250	475	405	114	138	131	82	237	128	88	161	120	413	170	115	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	9	6	4	1	1	0	4	2	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	2	0	2	1	
172	198	137	78	30	5	14	106	29	9	11	13	2	22	33	51	4	12	17	3	17	11	7	18	9	30	17	6	
68	73	53	36	14	1	5	55	24	7	1	13	4	8	19	18	8	8	4	3	7	12	1	16	6	17	4	11	
977	1053	798	416	274	100	137	983	268	147	146	208	56	219	420	333	99	110	109	76	208	103	79	125	101	364	146	94	
7	5	8	2	0	0	1	3	3	0	0	3	0	0	0	1	1	3	0	0	1	2	1	0	0	1	0	1	
4	9	2	6	0	0	1	4	1	0	0	0	0	0	3	1	1	3	1	0	1	0	0	0	2	1	0	1	
7	3	3	0	1	0	0	4	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	
1	5	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	
