"УИК №99"	"УИК №100"	"УИК №101"	"УИК №102"	"УИК №103"	"УИК №104"	"УИК №105"	"УИК №106"	"УИК №107"	"УИК №108"	"УИК №109"	"УИК №110"	"УИК №111"	"УИК №112"	"УИК №113"	"УИК №114"	"УИК №115"	"УИК №116"	"УИК №117"	"УИК №118"	"УИК №119"	"УИК №120"	"УИК №121"	"УИК №151"	"УИК №163"	"УИК №164"	"УИК №165"	"УИК №166"	"УИК №167"	"УИК №168"	
268	373	1208	928	247	224	208	219	94	100	386	502	203	307	489	264	98	198	197	420	323	131	206	364	236	200	231	255	207	198	
271	374	1010	850	231	243	239	236	96	107	426	559	199	337	514	289	105	185	200	440	330	147	223	335	254	236	229	238	213	223	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	
158	218	721	491	157	136	88	144	85	64	266	314	125	177	317	189	57	112	118	255	191	97	129	285	165	118	146	171	117	133	
12	11	22	17	20	6	4	16	3	3	17	27	3	16	35	10	8	7	11	13	64	9	7	0	6	2	2	9	7	12	
101	145	267	342	54	101	147	76	8	40	143	218	71	144	162	90	40	66	71	172	75	41	78	50	83	116	81	58	89	78	
12	11	22	17	20	6	4	16	3	3	17	27	3	16	35	10	8	7	11	13	64	9	16	0	6	2	2	9	7	12	
158	218	721	491	157	136	88	144	85	64	266	314	125	177	317	189	57	112	118	255	190	97	129	285	165	118	146	171	117	133	
1	3	16	8	2	4	6	1	4	2	9	2	3	3	5	5	2	3	0	6	5	0	2	1	4	5	2	3	6	1	
169	226	727	500	175	138	86	159	84	65	274	339	125	190	347	194	63	116	129	262	249	106	143	284	167	115	146	177	118	144	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	2	2	6	0	0	0	0	0	0	0	0	1	2	5	0	0	0	0	2	1	0	0	0	2	1	0	1	1	1	
31	47	143	107	38	30	16	15	8	2	37	31	12	13	19	18	3	15	9	39	29	6	11	42	32	18	17	30	28	14	
16	10	74	57	14	10	9	11	12	1	21	27	16	18	19	13	8	6	5	19	11	1	10	40	19	9	10	20	20	6	
116	161	497	320	118	95	61	130	64	59	213	277	95	154	297	161	51	95	114	200	206	98	121	189	109	82	114	123	68	122	
4	2	4	4	1	1	0	1	0	2	2	2	1	0	1	0	1	0	1	1	1	1	0	8	3	1	3	1	0	1	
0	0	2	4	1	0	0	1	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	1	0	2	1	0	1	0	
0	3	1	0	1	0	0	0	0	0	1	2	0	2	1	1	0	0	0	0	1	0	1	2	0	2	1	2	0	0	
2	1	4	2	2	2	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	
