"УИК №188"	"УИК №189"	"УИК №190"	"УИК №191"	"УИК №192"	"УИК №193"	"УИК №194"	"УИК №195"	"УИК №196"	"УИК №197"	"УИК №198"	"УИК №200"	"УИК №202"	"УИК №203"	"УИК №204"	"УИК №205"	"УИК №206"	"УИК №207"	"УИК №208"	"УИК №209"	"УИК №210"	
1504	1496	1429	1427	1666	143	127	142	376	107	292	357	156	91	221	191	134	251	150	119	238	
1400	1400	1400	1400	1500	140	110	140	400	95	280	370	160	85	210	200	130	250	150	110	240	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
873	713	811	702	1047	78	59	68	207	53	117	172	69	40	101	86	76	114	73	47	87	
55	36	54	30	22	12	27	21	28	7	49	46	11	18	41	22	25	27	32	12	41	
472	651	535	668	431	50	24	51	165	35	114	152	80	27	68	92	29	109	45	51	112	
55	36	54	30	22	12	27	21	28	7	49	46	11	18	41	22	25	27	32	12	41	
873	713	811	702	1046	78	59	68	207	53	117	172	69	40	101	86	76	114	73	47	87	
15	3	17	11	11	2	0	1	1	1	1	1	0	0	0	0	1	1	0	1	2	
913	746	848	721	1057	88	86	88	234	59	165	217	80	58	142	108	100	140	105	58	126	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	5	6	6	5	0	0	0	3	0	1	0	1	1	0	0	0	1	3	0	1	
159	137	127	98	118	10	7	6	40	10	13	21	5	7	9	19	5	15	26	6	4	
85	64	68	65	122	6	10	9	16	3	13	8	11	10	12	1	2	8	15	11	7	
643	517	631	527	773	68	68	71	170	46	135	187	58	40	119	85	93	113	59	39	113	
10	9	6	9	24	2	1	2	3	0	1	0	2	0	1	1	0	0	0	0	0	
8	5	4	8	4	2	0	0	2	0	1	0	1	0	0	1	0	2	2	0	0	
5	5	6	4	3	0	0	0	0	0	0	1	0	0	1	1	0	1	0	2	0	
0	4	0	4	8	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	
