"УИК №3301"	"УИК №3302"	"УИК №3303"	"УИК №3304"	"УИК №3305"	"УИК №3306"	"УИК №3307"	"УИК №3308"	"УИК №3309"	"УИК №3310"	"УИК №3311"	"УИК №3312"	"УИК №3313"	"УИК №3314"	"УИК №3315"	
1655	1733	1621	701	907	667	301	348	1219	1221	701	355	442	283	886	
1600	1600	1600	650	800	600	280	320	1100	1100	650	330	420	250	850	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
897	1151	981	422	535	465	225	161	762	862	521	172	292	144	588	
289	315	147	130	241	134	52	124	227	200	95	126	61	98	160	
414	134	472	98	24	1	3	35	111	38	34	32	67	8	102	
289	315	147	130	241	134	52	124	227	200	95	126	61	98	160	
897	1151	981	422	535	465	225	161	762	862	521	172	292	144	588	
12	10	6	2	2	0	0	0	1	1	0	0	2	0	25	
1174	1456	1122	550	774	599	277	285	988	1061	616	298	351	242	723	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	9	4	2	2	3	1	0	6	9	5	1	1	1	10	
125	113	115	15	47	32	9	11	44	61	26	20	22	20	61	
75	64	70	18	53	20	10	18	41	47	36	17	21	7	32	
952	1252	908	509	667	534	255	249	875	929	542	255	304	206	610	
6	5	8	2	2	4	0	3	7	7	4	1	1	4	2	
7	6	9	2	2	2	0	3	7	5	0	2	1	4	6	
3	4	5	1	0	3	1	0	2	3	2	1	1	0	1	
1	3	3	1	1	1	1	1	6	0	1	1	0	0	1	
