"УИК №508"	"УИК №509"	"УИК №510"	"УИК №511"	"УИК №512"	"УИК №513"	"УИК №514"	"УИК №515"	"УИК №516"	"УИК №517"	"УИК №518"	"УИК №519"	"УИК №520"	"УИК №521"	"УИК №522"	"УИК №523"	"УИК №524"	"УИК №525"	"УИК №526"	"УИК №527"	
1592	1332	1429	1331	1370	1440	1408	1209	1345	1327	1331	1388	1220	1275	1250	1564	1181	1177	1262	1453	
1634	1368	1497	1376	1450	1369	1468	1275	1389	1369	1394	1381	1308	1279	1297	1396	1230	1233	1397	1536	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1261	988	949	868	868	892	1121	705	1267	956	818	841	776	741	762	1047	992	804	887	1210	
13	64	93	42	41	54	103	126	11	45	81	71	47	18	48	235	48	19	23	18	
360	316	455	466	541	423	244	444	111	368	495	469	485	520	487	114	190	410	487	308	
13	64	93	42	41	54	103	126	11	45	81	71	47	18	48	234	48	19	23	18	
1261	988	949	868	868	892	1121	705	1267	956	818	841	776	741	762	1047	992	804	887	1210	
3	8	5	16	18	0	16	0	22	16	22	0	3	2	37	14	5	28	0	0	
1271	1044	1037	894	891	946	1208	831	1256	985	877	912	820	757	773	1267	1035	795	910	1228	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	1	2	2	5	5	2	4	8	5	5	7	3	3	5	1	7	6	3	0	
132	90	209	152	244	278	297	172	339	264	167	309	271	274	278	150	66	307	212	92	
7	12	6	14	17	31	20	33	21	14	19	20	26	28	22	16	11	19	5	22	
1111	935	808	691	597	586	866	598	848	670	657	552	485	426	434	1093	919	429	681	1106	
6	1	3	15	12	14	5	2	13	13	9	10	11	13	12	2	9	11	3	2	
3	1	4	9	3	14	4	17	9	9	7	4	7	3	9	1	13	7	3	3	
4	1	2	3	1	7	5	2	5	8	6	5	9	7	4	2	3	9	1	3	
5	3	3	8	12	11	9	3	13	2	7	5	8	3	9	2	7	7	2	0	
