"УИК №1856"	"УИК №1857"	"УИК №1858"	"УИК №1859"	"УИК №1861"	"УИК №1862"	"УИК №1863"	"УИК №1864"	"УИК №1865"	"УИК №1866"	"УИК №1867"	"УИК №1868"	"УИК №1869"	"УИК №1870"	"УИК №1871"	"УИК №1872"	"УИК №1873"	"УИК №1875"	"УИК №1876"	"УИК №1877"	"УИК №1878"	
1327	1482	1618	125	206	250	300	455	305	64	277	114	201	276	737	200	535	196	47	248	100	
1311	1463	1647	117	198	270	297	453	312	67	269	104	199	278	745	203	541	196	50	274	109	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
829	805	818	73	140	170	163	227	193	44	206	68	118	140	343	101	300	112	27	165	58	
122	26	75	17	14	22	21	64	3	2	12	21	8	30	46	29	49	10	11	21	15	
360	632	754	27	44	78	113	162	116	21	51	15	73	108	356	73	192	74	12	88	36	
122	26	75	17	14	22	21	64	3	2	12	21	8	30	46	29	49	10	11	21	15	
829	805	818	73	140	170	163	227	193	44	206	68	118	140	343	101	300	112	27	165	58	
26	6	10	1	3	2	3	2	2	1	1	0	2	1	6	0	3	0	0	4	1	
925	825	883	89	151	190	181	289	194	45	217	89	124	169	383	130	346	122	38	182	72	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	9	8	1	6	1	1	3	0	0	2	1	2	1	3	0	3	3	0	3	0	
118	89	84	1	8	14	20	13	18	1	8	8	9	11	31	7	25	6	6	12	3	
73	101	82	10	13	13	12	48	16	4	10	10	2	10	35	21	21	14	0	19	3	
696	610	695	77	122	158	147	218	158	40	195	70	110	142	302	100	289	99	32	145	65	
8	7	6	0	1	0	1	3	0	0	0	0	1	2	5	1	3	0	0	0	1	
15	3	4	0	0	1	0	1	1	0	2	0	0	3	5	1	3	0	0	1	0	
7	2	3	0	1	3	0	2	1	0	0	0	0	0	2	0	0	0	0	1	0	
2	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	
