"УИК №195"	"УИК №196"	"УИК №197"	"УИК №198"	"УИК №199"	"УИК №200"	"УИК №201"	"УИК №202"	"УИК №203"	"УИК №204"	"УИК №205"	"УИК №206"	"УИК №207"	"УИК №208"	"УИК №209"	"УИК №210"	"УИК №211"	"УИК №212"	"УИК №213"	"УИК №214"	"УИК №215"	"УИК №216"	"УИК №217"	"УИК №218"	"УИК №219"	"УИК №220"	"УИК №221"	"УИК №222"	"УИК №223"	"УИК №224"	
2447	2566	2022	834	2875	1945	2293	2122	1835	2032	2494	2557	1929	2481	2698	2371	2337	3250	2431	2296	1877	2454	2288	2194	2413	2908	2196	2483	2678	2511	
2000	2000	1800	900	2300	2000	2000	2000	1700	1800	2000	2500	1800	2000	2000	2000	2000	3000	2000	2000	1800	2000	1800	2000	2000	2500	2000	2000	2500	2000	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1545	1731	1275	625	1934	1504	1525	1291	1194	1299	1664	1774	1135	1215	1831	1582	1619	2429	1515	1538	1214	1670	1504	1459	1629	1973	1477	1558	1736	1619	
62	49	53	3	56	26	49	175	36	33	55	15	48	28	16	17	10	22	33	38	37	97	23	50	61	47	46	38	37	27	
393	220	472	272	310	470	426	534	470	468	281	711	617	757	153	401	371	549	452	424	549	233	273	491	310	480	477	404	727	354	
62	49	53	3	56	26	49	175	36	33	55	15	48	28	16	17	10	22	33	38	37	97	23	50	61	47	46	38	37	27	
1537	1730	1275	625	1934	1504	1525	1291	1193	1297	1664	1774	1135	1215	1831	1581	1618	2429	1514	1538	1214	1670	1501	1458	1628	1973	1477	1558	1736	1619	
14	26	19	9	15	41	14	19	18	16	18	23	10	21	18	25	16	16	22	18	12	22	25	12	17	21	20	25	11	11	
1585	1753	1309	619	1975	1489	1560	1447	1211	1314	1701	1766	1173	1222	1829	1573	1612	2435	1525	1558	1239	1745	1499	1496	1672	1999	1503	1571	1762	1635	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

19	23	11	2	14	16	11	15	12	10	16	14	15	8	17	15	9	7	10	14	11	13	9	12	11	17	12	16	16	12	
312	330	239	113	380	330	274	276	221	223	342	348	223	229	372	304	327	349	303	296	218	319	285	274	329	384	287	314	333	325	
87	107	82	58	96	74	95	70	90	90	84	101	93	112	91	123	89	212	111	95	76	111	98	95	108	111	80	91	84	98	
1054	1164	877	424	1314	956	1052	964	801	907	1126	1159	757	799	1254	1035	1112	1784	1021	1057	839	1207	1033	1003	1129	1356	1010	1036	1187	1071	
48	70	49	12	81	58	54	54	42	41	66	85	38	30	54	35	30	43	39	40	34	36	31	56	47	58	57	63	68	65	
5	9	6	2	12	14	10	10	7	10	11	11	7	8	6	12	10	8	8	13	17	11	6	11	15	10	10	9	13	7	
28	19	21	6	42	13	26	26	9	16	24	24	17	13	19	32	19	19	14	25	21	21	12	18	7	27	26	22	28	28	
32	31	24	2	36	28	38	32	29	17	32	24	23	23	16	17	16	13	19	18	23	27	25	27	26	36	21	20	33	29	
