"УИК №1330"	"УИК №1331"	"УИК №1332"	"УИК №1333"	"УИК №1334"	"УИК №1335"	"УИК №1336"	"УИК №1337"	"УИК №1338"	"УИК №1339"	"УИК №1340"	"УИК №1341"	"УИК №1342"	"УИК №1343"	"УИК №1344"	"УИК №1345"	"УИК №1346"	"УИК №1347"	"УИК №1348"	"УИК №1349"	"УИК №1350"	"УИК №2265"	
85	80	257	966	61	246	34	142	1339	63	97	202	468	460	135	236	258	125	310	145	261	1703	
90	80	330	1060	80	310	60	190	1410	90	90	250	590	580	160	300	260	140	410	200	270	1750	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48	56	198	495	49	214	31	105	740	46	38	157	335	320	84	178	121	83	255	122	160	916	
12	7	15	56	9	11	0	17	71	6	7	3	39	50	9	24	17	6	10	11	11	132	
30	17	117	509	22	85	29	68	599	38	45	90	216	210	67	98	122	51	145	67	99	702	
12	7	15	56	9	11	0	17	71	6	7	3	39	50	9	24	17	6	10	11	11	132	
48	56	198	495	49	214	31	105	740	46	38	157	335	320	84	178	121	83	255	122	160	916	
1	0	4	5	0	4	0	0	10	0	0	0	5	3	0	0	1	1	2	1	2	11	
59	63	209	546	58	221	31	122	801	52	45	160	369	367	93	202	137	88	263	132	169	1037	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	0	2	5	0	1	0	3	3	0	0	0	5	4	1	0	1	1	0	1	0	7	
9	4	26	57	6	18	1	22	137	3	3	36	22	30	9	21	7	11	22	3	29	181	
6	6	19	61	3	25	2	14	66	3	1	23	31	18	14	3	7	8	27	13	15	85	
43	53	160	404	46	174	28	83	571	45	40	99	305	309	67	175	119	67	207	115	125	730	
0	0	1	5	1	0	0	0	11	1	1	0	2	1	0	0	0	0	5	0	0	14	
0	0	0	8	1	3	0	0	4	0	0	1	3	3	2	2	1	0	1	0	0	10	
0	0	1	3	1	0	0	0	4	0	0	1	1	2	0	1	2	1	0	0	0	3	
0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	7	
