"УИК №1701"	"УИК №1702"	"УИК №1703"	"УИК №1704"	"УИК №1705"	"УИК №1706"	"УИК №1707"	"УИК №1708"	"УИК №1709"	"УИК №1710"	"УИК №1711"	"УИК №1712"	"УИК №1713"	"УИК №1714"	"УИК №1715"	"УИК №1716"	"УИК №1717"	"УИК №1718"	"УИК №1719"	"УИК №1720"	"УИК №1721"	"УИК №1722"	"УИК №1723"	"УИК №1724"	"УИК №1725"	"УИК №1726"	"УИК №1727"	"УИК №1728"	"УИК №1729"	"УИК №1730"	"УИК №1731"	"УИК №1732"	"УИК №1733"	"УИК №1734"	"УИК №1735"	"УИК №1780"	
1460	1035	1478	1512	981	499	259	350	1328	289	128	605	614	201	1655	1667	1630	1506	866	857	1160	385	460	259	1457	589	506	96	516	149	132	1189	239	361	73	69	
1450	1080	1500	1550	1000	520	260	360	1400	290	130	600	600	200	1700	1720	1700	1620	900	890	1200	400	380	280	1540	630	490	90	530	150	130	1240	250	350	70	70	
0	0	0	0	35	0	0	0	50	67	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
936	546	867	809	430	241	126	159	559	109	58	330	372	82	641	937	918	860	539	402	546	162	322	127	755	285	294	71	296	77	73	676	97	246	38	42	
35	22	30	26	12	17	5	8	22	7	1	20	28	15	24	40	40	33	71	83	64	30	2	17	50	18	27	5	27	10	2	22	9	13	13	22	
479	512	603	715	523	262	129	193	769	107	71	250	200	103	900	743	742	727	290	405	590	208	56	136	735	327	169	14	207	63	55	542	144	91	19	6	
35	22	30	26	47	17	5	8	72	74	1	20	28	15	159	40	40	33	71	83	64	30	2	17	50	18	27	5	27	10	2	22	9	13	13	22	
936	546	867	809	430	241	126	159	559	109	58	330	372	82	641	937	918	860	539	402	546	162	322	127	755	285	294	71	296	77	73	676	97	245	38	42	
12	5	16	19	5	1	1	5	16	1	0	9	6	5	19	32	15	7	9	9	20	2	11	0	16	7	2	0	6	1	2	11	1	18	0	0	
959	563	881	816	472	257	130	162	615	182	59	341	394	92	781	945	943	886	601	476	590	190	313	144	789	296	319	76	317	86	73	687	105	240	51	64	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	2	6	4	3	2	3	3	4	0	0	0	4	0	8	3	10	4	2	3	6	2	0	0	5	2	3	0	1	1	2	8	1	1	0	0	
236	144	231	210	62	55	24	28	91	8	5	52	52	8	168	198	215	201	62	93	103	12	69	31	144	73	37	5	38	16	15	201	12	14	14	11	
61	45	62	69	26	14	7	11	29	15	9	37	30	9	76	66	63	65	43	38	54	13	26	12	71	20	42	6	30	4	3	47	5	10	4	3	
631	361	546	513	374	181	94	113	478	154	45	246	302	74	507	651	635	599	482	334	420	159	206	98	546	195	230	63	243	61	53	409	86	210	33	48	
13	4	15	9	2	1	1	6	6	1	0	0	2	0	10	5	4	4	2	4	1	1	6	1	9	3	2	0	5	0	0	7	0	4	0	0	
5	3	11	7	0	1	1	0	6	3	0	1	1	1	4	11	6	4	6	1	1	2	3	1	11	2	1	2	0	2	0	5	1	1	0	0	
2	2	4	3	4	2	0	0	0	1	0	3	2	0	5	7	4	4	0	2	0	0	2	0	2	1	1	0	0	2	0	4	0	0	0	1	
4	2	6	1	1	1	0	1	1	0	0	2	1	0	3	4	6	5	4	1	5	1	1	1	1	0	3	0	0	0	0	6	0	0	0	1	
