"УИК №2101"	"УИК №2102"	"УИК №2103"	"УИК №2104"	"УИК №2105"	"УИК №2106"	"УИК №2107"	"УИК №2108"	"УИК №2109"	"УИК №2110"	"УИК №2111"	"УИК №2112"	"УИК №2113"	"УИК №2114"	"УИК №2115"	"УИК №2116"	"УИК №2117"	"УИК №2118"	"УИК №2119"	"УИК №2120"	"УИК №2121"	"УИК №2122"	"УИК №2123"	"УИК №2124"	
1936	2362	2778	1602	2775	1936	1241	1413	2357	1860	788	2213	1078	1256	1703	1792	1415	1738	1901	1333	1187	927	1062	303	
1700	2000	2200	1300	2300	1600	1000	1100	2000	1600	600	2000	900	1000	1500	1500	1000	1500	1600	1100	1000	800	800	312	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1236	1388	1828	1042	1669	1172	668	795	1441	890	449	1162	622	677	1026	1062	849	901	1078	827	717	517	584	116	
110	129	84	19	142	89	84	128	53	57	31	25	10	24	25	24	34	11	29	24	26	41	42	187	
354	483	288	239	489	339	248	177	506	653	120	813	268	299	449	414	117	588	493	249	257	242	174	9	
110	129	84	19	142	89	84	128	53	57	31	25	10	24	25	24	34	11	29	24	26	41	42	187	
1236	1388	1828	1042	1669	1172	668	795	1441	890	449	1162	622	677	1025	1062	849	901	1078	827	717	517	584	116	
17	24	25	11	28	8	8	16	15	6	4	9	9	9	12	18	11	11	13	15	14	2	9	4	
1329	1493	1887	1050	1783	1253	744	907	1479	941	476	1178	623	692	1038	1068	872	901	1094	836	729	556	617	299	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

12	6	8	10	11	12	6	7	16	5	1	2	5	6	11	8	9	3	2	4	5	2	5	5	
191	143	286	130	266	156	81	112	168	91	36	157	79	93	136	137	122	112	133	119	86	52	55	36	
97	126	157	68	129	84	57	61	99	45	47	120	59	59	111	99	71	76	85	71	70	37	55	23	
980	1174	1376	807	1317	956	576	700	1137	782	380	852	449	514	744	786	631	678	828	608	532	443	471	231	
20	10	21	15	21	17	9	13	21	7	5	17	14	6	16	10	18	12	27	19	13	9	12	4	
14	13	20	9	15	15	7	9	14	3	3	11	7	8	6	8	4	8	4	8	10	5	7	0	
9	8	9	9	11	6	1	4	9	3	1	9	5	5	7	8	6	6	8	3	7	3	4	0	
6	13	10	2	13	7	7	1	15	5	3	10	5	1	7	12	11	6	7	4	6	5	8	0	
