"УИК №70"	"УИК №71"	"УИК №72"	"УИК №73"	"УИК №74"	"УИК №75"	"УИК №76"	"УИК №77"	"УИК №78"	"УИК №79"	"УИК №80"	"УИК №81"	"УИК №82"	"УИК №83"	"УИК №84"	"УИК №85"	"УИК №86"	"УИК №87"	"УИК №88"	"УИК №89"	"УИК №90"	"УИК №91"	"УИК №92"	"УИК №93"	"УИК №94"	"УИК №95"	
186	163	163	495	174	155	416	239	242	2076	2159	557	412	635	184	244	418	270	58	107	248	493	200	170	639	164	
190	160	150	541	170	170	430	240	240	2210	2210	578	430	646	180	240	430	270	60	100	268	500	200	170	670	170	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
147	106	119	326	117	117	320	175	180	1215	1247	373	314	382	142	189	311	175	39	80	171	326	137	156	430	142	
4	1	9	20	5	2	14	7	5	32	86	31	25	39	8	4	17	13	5	3	9	12	4	4	14	5	
39	53	22	195	48	51	96	58	55	963	877	174	91	225	30	47	102	82	16	17	88	162	59	10	226	23	
4	1	9	20	5	2	14	7	5	32	86	31	25	39	8	4	17	13	5	3	9	12	4	4	14	5	
147	106	119	326	117	117	320	175	180	1215	1247	373	314	382	142	189	311	175	39	80	171	326	137	156	430	142	
0	0	2	1	1	0	3	2	3	7	7	4	2	10	3	1	2	1	0	0	2	5	3	0	3	0	
151	107	126	345	121	119	331	180	182	1240	1326	400	337	411	147	192	326	187	44	83	178	333	138	160	441	147	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	1	1	2	1	1	1	0	0	7	2	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0	
19	17	11	55	13	10	17	20	30	274	230	46	63	92	44	32	46	36	7	12	36	47	17	19	214	38	
3	4	1	7	2	1	5	1	2	42	46	6	1	12	2	1	6	14	3	2	1	17	8	1	8	3	
123	84	112	275	103	105	305	153	150	888	1017	340	265	296	98	153	268	136	32	69	139	261	103	135	207	104	
0	1	0	6	0	1	2	4	0	9	14	4	3	2	0	3	2	0	1	0	0	2	6	3	6	1	
0	0	1	0	2	0	0	0	0	8	4	1	1	4	2	0	2	1	0	0	2	1	0	0	0	1	
3	0	0	0	0	1	0	0	0	4	7	0	1	1	1	1	1	0	0	0	0	2	2	1	0	0	
1	0	0	0	0	0	1	2	0	8	6	2	2	3	0	1	1	0	1	0	0	2	1	1	5	0	
