"УИК №3303"	"УИК №3304"	"УИК №3305"	"УИК №3331"	"УИК №3332"	"УИК №3333"	"УИК №3334"	"УИК №3335"	"УИК №3336"	"УИК №3337"	"УИК №3338"	"УИК №3339"	"УИК №3340"	"УИК №3341"	"УИК №3342"	"УИК №3343"	"УИК №3344"	"УИК №3345"	"УИК №3346"	"УИК №3347"	"УИК №3348"	"УИК №3349"	"УИК №3350"	"УИК №3351"	"УИК №3356"	"УИК №3357"	"УИК №3358"	"УИК №3359"	"УИК №3360"	"УИК №3361"	"УИК №3362"	"УИК №3363"	"УИК №3364"	"УИК №3365"	"УИК №3366"	"УИК №3367"	"УИК №3368"	"УИК №3369"	"УИК №3430"	"УИК №3431"	"УИК №3432"	"УИК №3442"	"УИК №3446"	"УИК №3447"	"УИК №3448"	
2552	2266	2266	2283	1807	2076	1802	1172	1103	2647	2273	1092	1739	2080	1489	2095	2397	3220	3154	3009	2485	3321	2025	3128	2303	1846	1799	2270	2924	2730	1821	2255	2675	1208	3211	1865	2193	2423	4627	2227	2894	2188	1482	2500	2896	
2055	1880	1755	1820	1495	1720	1535	1000	1195	2670	1845	850	1390	1965	1220	1740	1910	2580	2380	2345	2110	2705	1710	2570	1930	1560	1510	1920	2350	2300	1550	1555	2250	1035	2795	1575	1950	2060	3825	1800	2385	1705	1160	2065	2420	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1435	1427	1377	1168	1111	1310	1136	768	834	2630	1434	654	942	1403	945	1292	1574	1997	1889	1629	1634	2023	1360	1499	1295	1006	1043	1379	1571	1683	1015	1299	1532	739	1766	1118	1310	1515	3266	1111	1386	1090	1060	1542	1995	
41	14	16	28	22	35	7	14	0	0	37	26	48	35	15	37	13	54	47	30	9	17	32	49	51	23	29	39	26	35	21	19	28	15	39	6	38	26	19	29	23	9	7	8	7	
579	439	362	624	362	375	392	218	361	40	374	170	400	527	260	411	323	529	444	686	467	665	318	1022	584	531	438	502	753	582	514	237	690	281	990	450	602	519	540	660	976	606	93	515	418	
41	14	16	28	22	35	7	14	0	0	37	26	48	35	15	37	13	54	47	30	9	17	32	49	51	23	29	39	26	35	21	19	28	15	39	6	38	26	19	29	23	9	7	8	7	
1435	1426	1374	1160	1111	1309	1136	768	833	2628	1434	654	942	1403	945	1292	1573	1991	1886	1629	1634	2023	1360	1497	1294	1006	1043	1377	1571	1680	1014	1295	1532	739	1766	1117	1310	1515	3259	1111	1386	1090	1060	1542	1989	
13	17	12	24	15	13	15	10	28	37	9	9	6	28	17	13	17	25	30	17	19	16	20	18	16	13	20	12	30	25	10	18	15	9	29	11	16	13	39	9	16	13	18	19	17	
1463	1423	1378	1164	1118	1331	1128	772	805	2591	1462	671	984	1410	943	1316	1569	2020	1903	1642	1624	2024	1372	1528	1329	1016	1052	1404	1567	1690	1025	1296	1545	745	1776	1112	1332	1528	3239	1131	1393	1086	1049	1531	1979	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	11	15	6	6	16	7	2	6	17	13	1	7	12	5	5	8	14	11	12	13	10	4	5	10	8	7	16	15	10	2	11	10	9	13	9	15	10	23	7	8	9	7	6	20	
207	193	250	188	191	189	179	119	180	247	182	79	131	175	109	167	232	250	250	237	246	293	214	235	153	132	135	160	182	210	134	159	176	92	250	145	169	181	460	155	228	147	150	240	322	
83	53	42	47	45	51	57	51	60	233	95	38	40	91	55	68	44	86	79	68	88	77	61	58	92	58	57	93	91	81	53	50	70	52	74	46	84	75	121	25	53	35	48	98	84	
1095	1103	964	844	803	975	836	563	532	1977	1121	525	763	1069	739	1005	1174	1576	1444	1191	1159	1469	993	1093	995	757	785	1066	1193	1282	785	985	1206	547	1325	837	997	1197	2340	863	1006	802	777	1067	1367	
32	26	46	32	29	44	25	13	11	75	18	14	23	25	13	20	44	42	60	66	55	89	40	77	28	28	31	26	33	48	26	38	34	22	52	38	34	21	147	40	51	55	35	63	91	
8	5	6	7	4	5	7	12	4	6	7	0	5	7	4	6	8	14	7	10	6	11	6	6	10	4	8	11	17	8	4	10	15	6	6	10	8	6	14	4	10	2	10	9	12	
12	14	28	11	13	28	10	7	3	14	10	8	7	14	3	17	25	22	20	20	26	32	20	22	14	9	13	13	14	16	10	18	14	6	17	8	11	15	56	16	13	13	8	23	41	
18	18	27	29	27	23	7	5	9	22	16	6	8	17	15	28	34	16	32	38	31	43	34	32	27	20	16	19	22	35	11	25	20	11	39	19	14	23	78	21	24	23	14	25	42	
