"УИК №2526"	"УИК №2527"	"УИК №2528"	"УИК №2529"	"УИК №2530"	"УИК №2531"	"УИК №2532"	"УИК №2533"	"УИК №2534"	"УИК №2535"	"УИК №2536"	"УИК №2537"	"УИК №2538"	"УИК №2539"	"УИК №2540"	"УИК №2541"	"УИК №2542"	"УИК №2543"	"УИК №2544"	"УИК №2545"	"УИК №2546"	"УИК №2547"	"УИК №2548"	"УИК №2549"	"УИК №2550"	"УИК №2551"	"УИК №2552"	"УИК №2553"	"УИК №2554"	"УИК №2555"	"УИК №2556"	
1586	1316	2218	1174	1991	1847	2454	1112	1022	1047	1879	1809	1909	2090	1172	1230	902	292	667	361	843	498	227	1666	777	1189	1683	310	673	258	221	
1450	1200	2000	1100	1800	1700	2300	1050	1000	1000	1750	1750	1800	2000	1100	1150	900	250	650	350	850	450	200	1600	750	1150	1600	250	650	250	200	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
846	660	1395	647	1279	1119	1503	666	634	646	1096	1131	1051	1113	695	625	392	129	473	210	532	265	173	949	394	631	974	158	452	130	146	
24	26	40	17	66	47	33	18	17	10	32	47	32	29	21	53	61	99	29	8	24	36	9	29	34	32	101	37	26	10	28	
580	514	565	436	455	534	764	366	349	344	622	572	717	858	384	472	447	22	148	132	294	149	18	622	322	487	525	55	172	110	26	
24	26	40	17	66	47	33	18	17	10	32	47	32	29	21	53	61	99	29	8	24	36	9	29	34	32	101	37	26	10	28	
846	660	1395	647	1279	1118	1503	666	634	646	1096	1131	1051	1112	695	625	392	129	473	210	532	265	173	949	394	631	971	158	452	130	146	
11	8	11	14	15	9	11	5	11	1	12	16	17	17	8	2	4	4	8	5	18	5	4	16	2	14	13	2	11	0	0	
859	678	1424	650	1330	1156	1525	679	640	655	1116	1162	1066	1124	708	676	449	224	494	213	538	296	178	962	426	649	1059	193	467	140	174	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	2	9	7	12	6	15	6	6	7	7	3	4	12	5	1	0	1	3	3	5	2	0	6	3	9	8	3	2	0	0	
107	77	221	97	198	145	195	75	77	78	176	179	134	132	52	91	26	14	49	26	89	43	13	136	47	78	125	8	54	20	19	
81	77	98	59	110	82	123	39	58	56	105	72	103	105	54	76	66	44	57	30	54	27	39	95	43	73	99	21	40	13	17	
645	498	1042	469	964	901	1133	534	486	492	792	859	784	847	588	490	347	156	378	151	380	219	124	710	314	475	790	156	361	101	136	
7	10	23	9	19	7	24	12	3	10	12	23	18	11	5	2	0	4	2	0	4	5	0	4	9	4	11	1	3	3	1	
4	1	5	3	7	5	10	3	4	3	8	9	13	5	3	5	5	2	2	2	4	0	2	5	5	3	12	0	1	1	0	
6	11	16	4	15	7	12	5	2	4	5	8	5	5	0	6	2	1	3	0	1	0	0	5	1	3	6	1	5	2	1	
2	2	10	2	5	3	13	5	4	5	11	9	5	7	1	5	3	2	0	1	1	0	0	1	4	4	8	3	1	0	0	
