"УИК №877"	"УИК №878"	"УИК №879"	"УИК №880"	"УИК №881"	"УИК №882"	"УИК №883"	"УИК №884"	"УИК №885"	"УИК №886"	"УИК №887"	"УИК №888"	"УИК №889"	"УИК №890"	"УИК №891"	"УИК №892"	"УИК №893"	"УИК №894"	"УИК №895"	"УИК №896"	"УИК №897"	"УИК №898"	"УИК №899"	"УИК №900"	
795	469	1104	501	1442	1527	647	1462	2354	447	799	998	479	236	1028	470	1028	363	1038	698	1197	734	505	903	
750	400	1000	500	1300	1400	550	1300	2100	350	800	850	400	200	950	400	950	300	900	650	1000	600	450	880	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
544	341	820	301	712	928	422	917	1490	300	605	713	341	158	624	343	777	280	811	592	891	529	348	643	
32	39	112	79	91	90	83	128	79	25	39	85	27	20	65	35	62	12	60	18	59	38	27	57	
174	20	68	120	497	382	45	255	531	25	156	52	32	22	261	22	111	8	29	40	50	33	75	180	
32	39	112	79	91	90	83	128	79	25	39	85	27	20	65	35	62	12	60	18	59	38	27	57	
544	341	820	301	712	928	422	917	1490	300	605	713	341	158	624	343	777	280	811	592	891	529	348	643	
6	4	12	14	12	5	5	3	23	3	17	15	1	1	13	2	4	2	7	10	5	2	2	22	
570	376	920	366	791	1013	500	1042	1546	322	627	783	367	177	676	376	835	290	864	600	945	565	373	678	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	2	3	1	3	2	0	1	0	3	3	0	0	0	2	2	0	0	2	3	2	0	0	4	
11	6	17	11	11	18	3	14	35	4	16	17	5	2	12	5	9	5	12	25	19	4	10	55	
6	4	10	7	14	7	2	24	20	4	3	7	2	4	19	1	5	3	12	43	14	13	15	55	
531	353	859	332	742	945	482	989	1459	300	558	730	352	164	611	362	785	279	821	512	887	528	343	536	
11	5	19	13	13	22	10	6	19	8	36	23	6	7	23	5	24	3	13	12	18	14	2	24	
3	3	3	0	1	2	1	1	5	1	2	0	0	0	0	0	2	0	1	0	1	3	1	1	
4	1	1	1	2	7	0	1	5	1	3	2	1	0	1	0	3	0	0	0	1	0	0	2	
3	2	8	1	5	10	2	6	3	1	6	4	1	0	8	1	7	0	3	5	3	3	2	1	
