"УИК №4401"	"УИК №4402"	"УИК №4403"	"УИК №4404"	"УИК №4405"	"УИК №4406"	"УИК №4407"	"УИК №4408"	"УИК №4409"	"УИК №4410"	"УИК №4411"	"УИК №4412"	"УИК №4413"	"УИК №4414"	"УИК №4415"	"УИК №4416"	"УИК №4417"	"УИК №4418"	"УИК №4419"	"УИК №4420"	"УИК №4421"	"УИК №4422"	"УИК №4423"	"УИК №4424"	"УИК №4425"	"УИК №4426"	"УИК №4427"	"УИК №4428"	"УИК №4429"	"УИК №4430"	"УИК №4431"	"УИК №4432"	"УИК №4433"	"УИК №4434"	"УИК №4435"	"УИК №4436"	"УИК №4437"	"УИК №4438"	"УИК №4439"	"УИК №4440"	"УИК №4441"	"УИК №4442"	"УИК №4443"	"УИК №4444"	"УИК №4445"	"УИК №4446"	"УИК №4447"	"УИК №4448"	"УИК №4449"	"УИК №4450"	"УИК №4451"	"УИК №4452"	"УИК №4453"	"УИК №4454"	"УИК №4455"	"УИК №4456"	"УИК №4457"	
297	246	705	340	1002	554	1547	417	1114	109	2142	1097	1583	1657	1931	1046	1290	1440	2268	1179	870	1393	1628	750	888	622	1423	840	648	1043	596	1724	1140	937	2624	621	1328	2264	1264	1007	2858	1251	2451	2136	2438	1635	1459	2016	158	1256	1195	841	207	1137	184	834	1289	
300	250	750	300	1000	550	1500	400	1100	120	1800	950	1500	1600	1800	1050	1300	1450	2000	1000	770	1400	1600	700	850	600	1400	700	650	1050	590	1700	1150	950	2700	650	1200	2000	1300	950	2700	1300	2500	2200	2400	1600	1350	2100	170	1250	1150	850	200	1100	190	850	1300	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	
189	169	476	239	468	400	1205	202	610	95	1544	768	1388	1051	1366	639	799	879	1401	958	528	793	1214	600	698	366	963	482	572	771	506	1580	708	577	1601	563	851	1185	967	839	1938	927	2053	1437	1495	1005	761	1390	142	780	716	492	132	791	126	623	883	
17	48	112	26	350	115	261	71	120	7	179	34	35	157	156	178	96	160	84	20	127	45	235	86	104	100	152	82	62	60	60	47	166	185	277	47	145	138	79	93	73	273	117	39	27	91	88	223	0	78	92	166	20	157	25	51	122	
94	33	162	35	182	35	34	127	370	18	77	148	77	392	278	233	405	411	515	22	115	562	151	14	48	134	285	136	16	219	24	73	276	188	822	40	204	677	254	18	689	100	330	724	878	504	501	487	28	392	342	93	48	152	39	176	295	
17	48	112	26	350	115	261	71	120	7	179	34	35	157	156	178	96	160	84	20	127	45	235	86	104	100	152	82	62	60	60	47	166	185	277	47	145	138	79	93	73	273	117	39	27	91	88	223	0	78	92	265	20	157	25	51	122	
189	169	476	239	468	400	1205	202	610	95	1544	768	1388	1051	1366	639	799	879	1401	958	528	793	1214	600	698	366	963	482	572	771	506	1580	708	577	1601	563	851	1185	967	839	1938	927	2053	1437	1495	1005	761	1390	142	780	716	492	132	791	126	623	883	
6	1	21	1	14	5	0	4	11	1	61	7	22	17	18	5	0	14	7	0	6	11	11	3	6	8	10	9	4	13	4	15	6	3	25	3	7	20	11	0	0	0	14	16	28	6	11	10	0	24	7	8	4	13	6	8	1	
200	216	567	264	804	510	1466	269	719	101	1662	795	1401	1191	1504	812	895	1025	1478	978	649	827	1438	683	796	458	1105	555	630	818	562	1612	868	759	1853	607	989	1303	1035	932	2011	1200	2156	1460	1494	1090	838	1603	142	834	801	749	148	935	145	666	1004	
