"УИК №2501"	"УИК №2502"	"УИК №2503"	"УИК №2504"	"УИК №2505"	"УИК №2506"	"УИК №2507"	"УИК №2508"	"УИК №2509"	"УИК №2510"	"УИК №2511"	"УИК №2512"	"УИК №2513"	"УИК №2514"	"УИК №2515"	"УИК №2516"	"УИК №2517"	"УИК №2518"	"УИК №2519"	"УИК №2520"	"УИК №2521"	"УИК №2522"	"УИК №2523"	"УИК №2524"	"УИК №2525"	"УИК №2526"	"УИК №2527"	"УИК №2528"	"УИК №2529"	"УИК №2530"	
219	230	174	164	315	177	257	424	98	143	309	259	865	86	450	208	184	288	381	182	677	295	997	491	522	375	89	223	723	131	
225	244	191	191	321	182	284	416	104	154	366	290	868	90	456	207	182	298	409	193	670	303	1014	484	504	370	87	216	755	128	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
192	205	145	153	268	146	231	323	70	120	273	218	770	73	374	177	148	250	321	147	591	248	859	429	470	331	76	187	625	101	
24	23	22	9	35	24	22	44	24	14	30	35	42	7	52	23	18	33	32	19	58	36	38	22	20	35	7	24	71	24	
9	16	24	29	18	12	31	49	10	20	63	37	56	10	30	7	16	15	56	27	21	19	117	33	14	4	4	5	59	3	
24	23	22	9	35	24	22	44	24	14	30	35	42	7	52	23	18	33	32	19	58	36	38	22	20	35	7	24	71	24	
192	205	145	153	268	146	231	323	70	120	273	218	770	73	374	177	148	250	321	147	591	248	859	429	470	331	76	187	625	101	
0	0	3	4	0	1	3	5	0	1	1	5	14	2	0	0	3	5	5	0	17	2	18	11	6	2	1	0	5	1	
216	228	164	158	303	169	250	362	94	133	302	248	798	78	426	200	163	278	348	166	632	282	879	440	484	364	82	211	691	124	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	3	0	0	2	1	2	0	0	2	0	0	3	0	3	2	0	4	0	0	4	1	4	2	1	2	0	0	4	0	
18	15	20	17	29	17	26	22	7	6	13	25	70	7	47	9	27	37	35	21	99	26	136	68	59	44	2	20	73	4	
3	6	10	3	11	2	12	8	5	5	5	4	70	5	12	8	1	11	13	6	33	13	35	24	25	19	6	7	49	1	
194	204	133	135	259	148	207	326	82	119	282	218	634	66	357	179	134	226	296	135	488	237	673	337	393	296	74	177	542	118	
0	0	1	2	1	1	1	3	0	0	2	1	6	0	2	0	0	0	3	1	4	2	6	3	0	3	0	4	8	0	
0	0	0	1	0	0	1	2	0	0	0	0	10	0	4	2	1	0	1	3	4	2	17	3	0	0	0	0	10	1	
1	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	4	3	2	0	0	1	5	0	
0	0	0	0	0	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	4	0	4	0	0	2	0	0	
