"УИК №221"	"УИК №222"	"УИК №223"	"УИК №224"	"УИК №225"	"УИК №226"	"УИК №227"	"УИК №228"	"УИК №229"	"УИК №230"	"УИК №231"	"УИК №232"	"УИК №233"	"УИК №234"	"УИК №235"	"УИК №236"	"УИК №237"	"УИК №238"	"УИК №239"	"УИК №240"	
2094	1835	1608	1847	1713	1964	1774	2342	2719	1907	1851	1761	1719	1765	1799	1709	1665	1816	1709	1664	
1900	1700	1600	1600	1650	1800	1650	2200	2500	1750	1700	1700	1650	1650	1750	1650	1600	1600	1600	1600	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1312	1148	946	1061	985	1274	1185	1457	1617	1110	1125	1068	1108	1068	1044	962	990	932	981	875	
32	19	35	29	38	13	32	18	19	47	23	31	33	17	31	30	44	196	31	27	
556	533	619	510	627	513	433	725	864	593	552	601	509	565	675	658	566	472	588	698	
32	19	35	29	38	13	32	18	19	47	23	31	33	16	31	30	44	196	31	27	
1312	1145	946	1061	947	1273	1183	1455	1615	1110	1125	1067	1107	1068	1042	962	989	932	979	875	
23	55	15	11	9	14	13	16	12	17	13	14	25	13	25	10	15	5	9	15	
1321	1109	966	1079	976	1272	1202	1457	1622	1140	1135	1084	1115	1071	1048	982	1018	1123	1001	887	
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	

9	10	4	3	8	4	7	9	9	8	7	15	8	8	9	14	3	8	7	4	
222	190	149	178	183	207	177	286	293	207	208	156	180	205	165	166	168	186	196	167	
87	65	46	80	59	57	48	50	65	52	65	69	58	72	60	53	45	93	52	49	
928	782	711	762	675	904	925	998	1142	800	825	784	813	714	760	695	755	783	701	624	
40	30	20	24	21	40	19	61	47	35	13	28	18	31	17	23	14	23	20	24	
10	1	7	10	6	14	7	7	8	2	5	7	9	15	5	9	11	4	6	5	
11	11	12	6	7	16	7	14	20	16	1	8	12	8	8	11	11	10	4	9	
14	20	17	16	17	30	12	32	38	20	11	17	17	18	24	11	11	16	15	5	
