"УИК №515"	"УИК №516"	"УИК №517"	"УИК №518"	"УИК №519"	"УИК №520"	"УИК №521"	"УИК №522"	"УИК №523"	"УИК №524"	"УИК №525"	"УИК №526"	"УИК №527"	"УИК №528"	"УИК №529"	"УИК №530"	"УИК №531"	"УИК №532"	"УИК №533"	"УИК №534"	"УИК №535"	"УИК №536"	"УИК №537"	"УИК №538"	"УИК №539"	"УИК №540"	"УИК №541"	"УИК №542"	"УИК №543"	"УИК №544"	"УИК №545"	"УИК №547"	"УИК №548"	"УИК №549"	"УИК №550"	"УИК №551"	"УИК №552"	"УИК №553"	"УИК №554"	"УИК №555"	"УИК №557"	"УИК №558"	"УИК №559"	"УИК №560"	"УИК №561"	"УИК №562"	"УИК №563"	"УИК №564"	"УИК №565"	"УИК №566"	
217	923	694	249	510	867	94	522	119	82	447	474	40	462	415	221	60	309	89	2008	1924	2311	2044	172	521	359	30	269	894	343	608	665	440	778	237	61	58	817	515	704	99	217	491	160	41	57	653	806	447	278	
210	920	690	240	500	850	90	520	120	80	440	450	40	470	400	200	60	300	90	1900	1900	2300	2000	250	500	350	35	270	850	350	600	670	440	780	240	60	60	820	510	700	100	210	480	160	50	60	650	800	450	280	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
154	528	435	157	368	531	54	375	84	67	317	290	34	322	308	148	53	212	63	1171	1192	1381	1164	149	364	267	20	186	543	214	436	433	297	576	185	41	43	565	314	482	81	150	365	119	31	36	439	552	269	204	
24	77	54	23	36	98	18	33	7	2	45	43	0	59	37	20	0	19	2	202	133	87	108	2	29	13	4	32	63	30	28	52	49	26	12	7	1	27	70	65	5	25	22	6	1	9	49	76	61	19	
32	315	200	60	96	221	18	112	29	11	78	117	6	89	55	32	7	69	25	527	575	832	728	99	107	70	11	52	244	106	136	185	94	178	43	12	16	228	126	153	14	35	93	35	18	15	162	172	120	57	
24	77	54	23	36	98	18	33	7	2	45	43	0	59	37	20	0	19	2	202	133	87	108	2	29	13	4	32	63	30	28	52	49	26	12	7	1	27	70	65	5	25	22	6	1	9	49	76	61	19	
154	528	435	157	368	531	54	375	84	67	317	290	34	322	308	148	53	212	63	1171	1192	1381	1164	149	364	267	20	186	543	214	436	433	297	576	185	41	43	565	314	481	81	150	365	119	31	36	439	552	269	204	
1	21	10	1	4	7	0	2	1	0	4	14	0	5	9	2	2	5	0	14	17	21	21	4	8	2	0	4	8	3	3	8	5	3	1	0	0	7	3	5	0	4	4	1	0	0	11	15	3	2	
177	584	479	179	400	622	72	406	90	69	358	319	34	376	336	166	51	226	65	1359	1308	1447	1251	147	385	278	24	214	598	241	461	477	341	599	196	48	44	585	381	541	86	171	383	124	32	45	477	613	327	221	
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	5	2	0	1	0	0	1	1	1	0	2	0	8	3	0	1	3	0	6	5	11	4	0	1	0	0	0	3	0	6	2	3	4	1	0	0	3	0	5	0	1	1	0	0	0	5	4	0	0	
45	125	129	29	81	101	8	33	4	9	62	30	1	91	44	36	2	31	8	262	248	346	223	21	70	41	3	38	75	25	141	47	60	152	27	6	5	70	72	109	3	22	31	5	1	5	88	128	62	48	
28	63	51	35	41	47	10	63	9	8	32	20	5	17	39	17	2	21	8	106	106	97	135	8	35	31	0	16	54	26	24	34	20	42	19	8	1	46	29	40	5	7	60	8	6	4	45	48	34	17	
101	374	287	112	266	466	50	301	75	51	256	263	27	252	244	113	46	168	45	968	923	968	864	112	274	197	21	157	453	190	286	389	242	392	142	33	38	456	272	379	78	140	283	111	25	36	330	423	218	152	
0	8	6	1	0	2	0	3	1	0	3	1	1	4	3	0	0	3	0	6	9	9	7	1	2	3	0	2	2	0	1	3	5	3	1	0	0	2	6	4	0	0	1	0	0	0	2	5	4	2	
3	5	0	1	5	2	3	2	0	0	3	2	0	2	0	0	0	0	0	2	11	7	7	1	0	2	0	0	5	0	0	2	7	5	2	0	0	5	2	4	0	0	4	0	0	0	7	5	7	1	
0	1	2	1	4	3	0	0	0	0	1	0	0	1	3	0	0	0	2	3	5	6	4	1	3	1	0	0	6	0	3	0	4	0	4	1	0	3	0	0	0	0	1	0	0	0	0	0	0	1	
0	3	2	0	2	1	1	3	0	0	1	1	0	1	0	0	0	0	2	6	1	3	7	3	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	
