"УИК №2380"	"УИК №2382"	"УИК №2383"	"УИК №2384"	"УИК №2385"	"УИК №2386"	"УИК №2387"	"УИК №2388"	"УИК №2389"	"УИК №2390"	"УИК №2391"	"УИК №2392"	"УИК №2393"	"УИК №2394"	"УИК №2395"	"УИК №2396"	"УИК №2397"	"УИК №2398"	"УИК №2399"	"УИК №2400"	"УИК №2401"	"УИК №2402"	
1844	2028	1741	1924	1748	1747	1883	644	824	1618	933	1129	930	662	1027	869	878	869	998	385	1248	619	
1800	1900	1650	1800	1650	1650	1750	600	800	1500	900	1100	850	650	1000	850	850	850	950	359	1200	600	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1119	1094	856	938	834	811	978	308	696	1308	700	888	743	543	853	676	625	616	499	288	685	485	
190	46	71	37	41	67	73	106	22	69	105	116	72	44	63	101	122	103	65	21	135	25	
491	760	721	825	775	772	699	186	82	123	95	96	35	63	84	73	103	131	386	50	380	90	
190	46	71	37	41	67	73	106	22	69	105	116	72	44	63	101	122	103	65	21	135	25	
1119	1094	856	938	834	811	978	308	696	1308	700	888	743	543	853	676	625	616	499	288	685	485	
11	9	7	6	2	0	14	1	2	0	4	9	15	6	7	0	4	7	6	0	0	0	
1298	1131	920	969	873	878	1037	413	716	1377	801	995	800	581	909	777	743	712	558	309	820	510	
0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	4	7	6	2	6	6	2	1	0	3	6	6	1	2	1	2	0	4	1	0	0	
107	235	132	161	104	121	130	27	61	108	53	24	52	42	87	43	33	41	48	57	93	56	
55	96	74	56	47	50	103	17	50	53	30	27	29	29	53	30	42	38	50	17	11	19	
1100	770	688	724	699	685	784	361	603	1201	705	929	704	496	762	695	653	623	446	230	714	425	
7	7	10	5	8	7	5	3	0	9	2	3	2	9	1	2	1	2	2	0	0	6	
11	8	3	10	4	4	5	2	0	4	5	6	4	1	3	1	6	6	5	2	2	4	
7	7	1	3	6	4	3	0	0	2	3	0	1	3	1	1	2	1	2	0	0	0	
3	4	5	4	3	1	1	1	1	0	0	0	2	0	0	4	4	1	1	2	0	0	
