"УИК №1401"	"УИК №1402"	"УИК №1403"	"УИК №1404"	"УИК №1406"	"УИК №1407"	"УИК №1408"	"УИК №1410"	"УИК №1411"	"УИК №1412"	"УИК №1413"	"УИК №1414"	"УИК №1415"	"УИК №1416"	"УИК №1417"	"УИК №1418"	"УИК №1419"	"УИК №1420"	"УИК №1421"	"УИК №1422"	"УИК №1423"	"УИК №1424"	"УИК №1425"	"УИК №1426"	"УИК №1427"	
477	102	225	119	44	326	189	211	2834	95	199	60	710	1682	1177	214	406	198	972	1272	530	1429	190	58	193	
520	110	240	120	55	340	190	200	2900	100	200	60	700	1700	1200	200	400	200	1000	1300	580	1500	180	65	230	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	
298	64	176	71	20	185	125	112	1633	55	129	28	373	855	624	113	251	93	518	771	274	817	123	22	68	
15	4	7	0	11	28	18	19	70	7	4	4	22	43	21	6	15	9	81	17	27	25	2	0	4	
207	42	57	49	24	127	47	69	1197	38	67	28	305	802	555	81	134	70	401	512	279	658	55	43	158	
15	4	7	0	11	28	18	19	70	7	4	4	22	43	21	6	15	37	81	17	27	25	2	0	4	
298	64	176	71	20	185	125	112	1633	55	129	28	373	855	624	113	251	93	518	771	274	817	123	22	68	
2	0	2	1	0	2	3	0	38	0	6	1	6	26	22	1	8	4	9	17	4	26	0	1	0	
311	68	181	70	31	211	140	131	1665	62	127	31	389	872	623	118	258	126	590	771	297	816	125	21	72	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	0	1	0	1	1	1	3	18	0	1	0	4	11	12	0	1	1	3	7	2	2	3	2	2	
32	8	41	14	2	33	20	30	413	10	13	3	59	196	130	29	34	8	139	157	34	195	34	2	6	
35	4	16	8	4	21	22	16	208	4	25	1	34	86	87	16	23	22	57	81	36	101	10	3	7	
229	56	118	47	24	152	95	79	974	48	84	26	282	551	366	69	196	91	381	496	213	489	73	14	56	
6	0	1	1	0	2	1	2	14	0	3	0	5	15	12	2	2	1	4	12	9	6	3	0	0	
3	0	3	0	0	0	0	1	13	0	0	0	1	4	8	1	1	2	4	7	2	7	1	0	1	
2	0	0	0	0	1	0	0	10	0	0	1	2	4	5	0	0	1	2	2	1	3	0	0	0	
2	0	1	0	0	1	1	0	15	0	1	0	2	5	3	1	1	0	0	9	0	13	1	0	0	
