"УИК №1228"	"УИК №1229"	"УИК №1230"	"УИК №1231"	"УИК №1232"	"УИК №1233"	"УИК №1234"	"УИК №1235"	"УИК №1236"	"УИК №1237"	"УИК №1238"	"УИК №1239"	"УИК №1240"	"УИК №1241"	"УИК №1242"	"УИК №1243"	"УИК №1244"	"УИК №1245"	"УИК №1246"	"УИК №1247"	"УИК №1248"	"УИК №1249"	"УИК №1250"	"УИК №1251"	"УИК №1252"	"УИК №1253"	"УИК №1254"	"УИК №1255"	"УИК №1256"	"УИК №1257"	"УИК №1258"	"УИК №1259"	"УИК №1260"	"УИК №1262"	
1313	1259	1402	1131	258	950	1349	1256	789	373	200	209	258	1076	38	78	356	118	107	491	202	131	728	226	287	142	84	676	175	187	1446	729	83	122	
1300	1250	1360	1100	260	960	1300	1240	770	370	200	194	258	1090	39	76	380	116	107	490	190	133	730	227	286	143	86	670	173	186	1450	704	85	118	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
762	736	832	657	142	561	860	814	567	252	160	171	155	510	24	57	250	61	75	287	126	67	391	129	149	51	51	399	86	119	811	388	59	81	
36	48	75	26	6	24	41	47	42	13	2	2	9	59	0	10	10	2	0	30	12	6	24	3	14	5	0	21	15	4	72	29	0	3	
502	466	453	417	112	375	399	379	161	105	38	21	94	521	15	9	120	53	32	173	52	60	315	95	123	87	35	250	72	63	567	287	26	34	
36	48	75	26	6	24	41	47	42	13	2	2	9	59	0	10	10	2	0	30	12	6	24	3	14	5	0	21	15	4	72	29	0	3	
762	736	832	657	142	561	860	814	567	252	160	171	155	510	24	57	250	61	75	287	126	67	391	129	149	51	51	399	86	119	811	388	59	81	
10	10	15	9	2	5	13	10	4	6	2	0	2	8	1	1	2	0	2	3	1	3	2	2	2	0	2	3	2	4	8	7	2	1	
788	774	892	674	146	580	888	851	605	259	160	173	162	561	23	66	258	63	73	314	137	70	413	130	161	56	49	417	99	119	875	410	57	83	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	3	5	2	0	2	2	3	4	0	0	1	2	4	0	0	3	0	0	0	1	0	2	0	3	0	0	4	0	0	2	3	0	2	
177	211	224	142	19	234	176	194	86	25	10	7	21	107	0	9	30	1	9	68	15	7	49	28	40	5	23	78	24	18	143	66	6	10	
47	45	52	52	23	16	102	95	41	14	7	7	1	32	0	1	14	0	2	27	4	12	18	12	4	7	1	17	7	5	32	21	0	3	
542	500	592	465	102	323	592	544	463	216	142	156	137	408	23	56	208	61	62	218	112	50	337	89	110	42	25	310	68	96	684	310	50	65	
8	5	7	2	1	1	7	3	2	0	0	0	0	4	0	0	1	0	0	0	3	0	3	0	1	1	0	4	0	0	3	3	0	2	
4	3	4	3	1	1	6	4	4	2	0	0	1	2	0	0	1	0	0	0	2	1	4	1	2	1	0	2	0	0	6	4	1	1	
0	2	5	7	0	3	2	5	1	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	2	0	0	
5	5	3	1	0	0	1	3	4	1	0	2	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	2	1	0	0	
