"УИК №301"	"УИК №302"	"УИК №303"	"УИК №304"	"УИК №305"	"УИК №306"	"УИК №307"	"УИК №308"	"УИК №309"	"УИК №310"	"УИК №311"	"УИК №312"	"УИК №313"	"УИК №314"	"УИК №315"	"УИК №316"	"УИК №317"	"УИК №318"	"УИК №319"	"УИК №320"	"УИК №321"	"УИК №322"	"УИК №323"	"УИК №325"	"УИК №326"	"УИК №327"	"УИК №328"	
891	862	937	997	90	890	268	89	347	78	68	391	200	102	393	76	241	124	100	115	175	349	374	141	295	289	453	
886	860	937	1000	90	890	266	89	348	78	68	392	200	101	393	75	242	123	98	115	174	348	374	141	295	289	452	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
748	794	567	608	84	788	223	88	310	72	66	346	176	83	340	74	189	114	97	95	112	300	301	121	275	274	412	
77	36	70	72	0	31	37	0	28	4	0	39	16	13	41	0	43	9	0	10	51	40	62	10	15	10	34	
61	30	300	320	6	71	6	1	10	2	2	7	8	5	12	1	10	0	1	10	11	8	11	10	5	5	6	
77	36	70	72	0	31	37	0	28	4	0	39	16	13	41	0	43	9	0	10	51	40	62	10	15	10	34	
748	794	567	608	84	788	223	88	310	72	66	346	176	83	340	74	189	114	97	95	112	300	301	121	275	274	412	
4	9	12	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	
821	821	625	680	84	819	257	88	338	76	66	385	192	96	381	74	230	123	97	105	163	340	362	131	290	284	446	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	4	13	1	0	1	3	0	1	0	0	0	1	0	2	0	0	0	0	1	1	0	1	0	0	0	0	
25	10	32	47	1	14	10	4	5	3	2	10	3	3	23	2	1	0	2	2	2	4	10	5	3	9	12	
27	18	73	7	4	16	15	5	10	4	3	9	6	3	15	2	7	5	2	2	4	5	15	7	6	10	14	
755	774	494	614	78	775	227	77	320	69	61	364	181	89	340	70	221	118	92	99	156	330	331	118	280	265	418	
5	6	2	2	1	2	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	2	
3	2	5	1	0	4	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	
2	5	6	5	0	6	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	
2	2	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
