"УИК №565"	"УИК №566"	"УИК №567"	"УИК №568"	"УИК №569"	"УИК №570"	"УИК №571"	"УИК №572"	"УИК №573"	"УИК №574"	"УИК №575"	"УИК №576"	"УИК №577"	"УИК №578"	"УИК №579"	"УИК №580"	"УИК №581"	"УИК №582"	"УИК №583"	"УИК №584"	"УИК №585"	"УИК №586"	"УИК №587"	"УИК №588"	"УИК №589"	"УИК №590"	"УИК №591"	"УИК №592"	"УИК №593"	"УИК №594"	"УИК №595"	"УИК №596"	"УИК №597"	"УИК №598"	
336	700	459	893	929	747	600	699	372	104	503	172	235	525	174	244	89	464	98	260	559	243	192	85	285	263	371	192	111	324	366	113	311	358	
365	720	480	915	950	770	620	680	360	130	525	180	240	550	185	280	90	470	100	270	575	245	195	90	295	275	375	200	125	340	370	115	300	380	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
214	370	200	464	534	361	347	395	236	59	251	104	148	232	69	200	67	260	54	132	297	152	126	68	162	157	173	118	64	172	191	70	200	168	
16	66	31	44	54	23	17	55	39	19	23	15	20	89	25	16	0	35	13	28	50	8	28	4	23	19	17	19	11	28	37	16	32	29	
135	284	249	407	362	386	256	230	85	52	251	61	72	229	91	64	23	175	33	110	228	85	41	18	110	99	185	63	50	140	142	29	68	183	
16	66	31	44	54	23	17	55	39	19	23	15	20	89	25	16	0	35	13	28	50	8	28	4	23	19	17	19	11	28	37	16	32	29	
214	370	200	464	534	361	347	395	236	59	251	104	148	232	69	200	67	260	54	132	297	152	126	68	162	157	173	118	64	172	191	70	200	168	
5	4	2	5	9	7	5	3	3	0	4	1	0	2	1	2	2	3	0	0	3	0	3	0	4	3	0	0	1	0	2	0	0	1	
225	432	229	503	579	377	359	447	272	78	270	118	168	319	93	214	65	292	67	160	344	160	151	72	181	173	190	137	74	200	226	86	232	196	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	0	2	6	3	3	0	0	1	3	0	0	1	0	0	0	1	0	1	3	0	0	0	3	1	1	0	2	1	0	1	0	0	
15	51	19	53	69	55	32	44	36	4	19	6	18	32	13	27	6	13	2	15	44	10	37	6	36	13	10	9	3	59	49	11	38	18	
25	33	18	45	40	36	30	52	36	9	23	11	17	52	4	21	9	36	3	17	59	13	15	11	23	18	15	3	4	19	14	10	12	27	
184	337	191	389	453	276	288	341	197	62	223	98	130	229	75	163	48	239	60	125	230	135	98	55	118	139	161	124	64	119	160	62	181	147	
0	2	0	7	3	4	2	1	3	1	0	0	1	1	0	0	2	1	0	0	1	1	0	0	0	0	3	0	1	0	0	1	0	3	
1	5	0	3	1	1	1	2	0	1	0	0	2	0	0	2	0	1	0	0	5	0	0	0	0	1	0	0	0	1	2	1	1	1	
0	2	0	3	4	1	0	5	0	0	2	1	0	2	0	1	0	0	1	2	2	1	0	0	1	0	0	0	0	1	0	0	0	0	
0	1	1	1	3	1	3	2	0	0	0	2	0	2	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	
