"УИК №223"	"УИК №224"	"УИК №225"	"УИК №226"	"УИК №227"	"УИК №228"	"УИК №229"	"УИК №230"	"УИК №231"	"УИК №232"	"УИК №233"	"УИК №234"	"УИК №235"	"УИК №236"	"УИК №237"	"УИК №238"	"УИК №239"	"УИК №240"	"УИК №241"	"УИК №242"	"УИК №243"	"УИК №244"	"УИК №245"	"УИК №246"	"УИК №247"	"УИК №248"	"УИК №249"	"УИК №250"	"УИК №251"	"УИК №252"	"УИК №253"	"УИК №254"	"УИК №255"	"УИК №256"	"УИК №257"	"УИК №258"	"УИК №259"	"УИК №260"	"УИК №261"	"УИК №262"	"УИК №263"	"УИК №264"	"УИК №265"	"УИК №266"	"УИК №267"	"УИК №268"	"УИК №269"	"УИК №1913"	"УИК №1914"	"УИК №1915"	
2537	2303	2382	2536	2490	1757	2084	2741	2165	1237	2743	2405	2698	2097	1358	1334	2636	2227	2774	1862	2636	2577	1850	2399	1856	1940	2571	1951	1201	2868	1847	2098	1917	1131	2009	2039	1641	2211	1964	1554	1635	2440	1906	2376	976	2800	964	897	1816	1055	
2200	1700	2000	1900	1800	1500	1600	2500	1900	1000	2700	2100	2200	1500	1100	900	2000	1700	2300	1400	2000	2000	1400	1900	1500	1500	1900	1400	900	2000	1300	1600	1400	900	1400	1800	1400	1700	1700	1200	1200	1900	1500	2000	700	2400	700	1000	2100	1200	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1740	1473	1624	1588	1440	1145	1436	1884	1270	670	1878	1678	1867	1099	696	654	1354	1142	1689	997	1486	1196	1066	1175	764	964	1359	1084	673	1516	927	1152	1197	730	1197	1446	1016	1319	1301	1049	1096	1331	1092	1469	538	1689	524	829	1165	257	
52	67	44	39	58	40	24	24	47	219	42	36	31	25	67	41	36	42	56	50	41	151	88	42	41	37	48	42	34	170	37	32	42	39	83	53	34	73	47	25	23	35	42	55	46	53	42	68	524	747	
408	160	332	273	302	315	140	592	583	111	780	386	302	376	337	205	610	516	555	353	473	653	246	683	695	499	493	274	193	314	336	416	161	131	120	301	350	308	352	126	81	534	366	476	116	658	134	103	411	196	
52	66	44	39	58	40	24	24	47	218	42	36	31	25	67	41	36	42	56	50	41	151	88	42	41	37	48	42	34	170	37	32	42	39	83	53	34	73	47	25	23	35	42	55	46	53	42	68	524	747	
1739	1472	1624	1588	1439	1145	1436	1883	1270	670	1878	1678	1867	1099	696	654	1354	1142	1689	997	1486	1196	1066	1175	764	964	1358	1084	673	1516	927	1152	1197	730	1197	1445	1014	1319	1301	1049	1096	1330	1092	1469	538	1689	524	829	1165	257	
20	20	21	14	12	17	22	24	19	9	21	15	14	16	5	6	15	7	26	22	22	19	13	22	12	16	17	16	12	19	9	14	16	5	19	23	24	17	15	18	13	13	19	16	7	11	7	18	34	16	
1771	1518	1647	1613	1485	1168	1438	1883	1298	879	1899	1699	1884	1108	758	689	1375	1177	1719	1025	1505	1328	1141	1195	793	985	1389	1110	695	1667	955	1170	1223	764	1261	1475	1024	1375	1333	1056	1106	1352	1115	1508	577	1731	559	879	1655	988	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

17	16	14	10	12	10	18	27	1	8	13	15	13	10	4	2	8	6	12	3	9	7	9	0	5	6	14	5	7	14	6	4	5	6	7	11	10	12	9	7	16	9	8	10	1	6	0	5	5	10	
446	355	383	398	339	251	345	411	265	201	460	404	464	247	164	172	330	254	417	233	362	345	287	313	186	237	326	259	140	404	221	267	288	177	271	339	250	319	326	236	279	339	288	374	164	503	149	88	340	179	
90	85	89	86	80	46	62	88	65	36	62	72	79	85	56	41	92	80	129	85	118	91	96	79	63	86	90	71	42	80	46	73	67	52	88	84	55	80	68	54	60	78	72	80	39	81	37	213	95	88	
1119	969	1049	1013	980	760	902	1225	870	597	1229	1112	1209	728	504	444	882	789	1088	669	970	838	703	770	519	620	902	732	480	1065	627	793	801	496	833	974	657	904	879	709	686	875	709	1017	365	1090	354	483	1165	686	
43	37	50	48	31	43	53	65	43	17	58	43	55	13	14	10	25	25	29	13	14	14	15	16	5	10	25	20	9	44	25	13	35	8	23	34	21	22	17	18	24	12	12	10	3	24	9	65	18	7	
11	12	13	16	13	6	10	8	11	2	9	12	8	4	4	5	9	11	12	6	8	8	12	4	5	9	11	7	3	17	4	4	13	4	13	6	6	4	4	6	10	13	10	2	2	12	4	9	15	7	
24	13	17	13	13	14	12	13	15	8	21	17	16	13	3	5	9	5	11	4	12	12	9	4	8	8	10	8	5	17	17	6	3	11	8	13	9	10	9	8	11	11	8	6	2	9	4	12	5	3	
21	31	32	29	17	38	36	46	28	10	47	24	40	8	9	10	20	7	21	12	12	13	10	9	2	9	11	8	9	26	9	10	11	10	18	14	16	24	21	18	20	15	8	9	1	6	2	4	12	8	
