"УИК №1501"	"УИК №1502"	"УИК №1503"	"УИК №1504"	"УИК №1505"	"УИК №1506"	"УИК №1507"	"УИК №1508"	"УИК №1509"	"УИК №1510"	"УИК №1511"	"УИК №1512"	"УИК №1513"	"УИК №1514"	"УИК №1515"	"УИК №1516"	"УИК №1517"	"УИК №1518"	"УИК №1519"	"УИК №1520"	"УИК №1521"	"УИК №1522"	"УИК №1523"	"УИК №1524"	"УИК №1525"	"УИК №1526"	"УИК №1527"	"УИК №1528"	"УИК №1529"	"УИК №1530"	"УИК №1531"	"УИК №1532"	"УИК №1533"	"УИК №1534"	"УИК №1535"	"УИК №1536"	"УИК №1537"	
2462	2573	913	531	1547	1399	1085	699	530	392	2640	501	660	235	1874	908	914	564	1039	1172	1592	984	1973	526	1116	444	528	566	2005	938	2663	2701	2045	501	1883	355	1468	
2400	2600	850	500	1500	1250	1050	650	500	350	2550	450	650	200	1800	850	900	550	1000	1150	1550	950	2000	500	1100	400	500	550	2000	950	2600	2700	2000	500	1850	300	1450	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1854	1783	531	303	928	734	600	522	392	266	1628	290	357	143	1222	594	501	345	656	752	895	584	1275	291	623	317	390	317	1410	573	1382	1515	1260	331	1222	192	1080	
142	301	62	65	79	215	84	73	60	77	82	34	79	36	90	42	114	23	76	80	167	88	85	57	96	35	50	74	118	186	64	155	130	82	74	39	109	
404	516	257	132	493	301	366	55	48	7	840	126	214	21	488	214	285	182	268	318	488	278	640	152	381	48	60	159	472	191	1154	1030	610	87	554	69	261	
142	301	62	65	79	215	84	73	60	77	82	34	79	36	90	42	114	23	76	80	167	88	85	57	96	35	50	74	118	186	64	155	130	82	74	39	109	
1854	1783	531	303	928	734	600	522	392	266	1627	290	357	143	1222	594	501	345	656	752	895	584	1275	290	623	317	390	317	1410	573	1382	1515	1260	331	1222	192	1080	
19	22	6	7	11	18	13	19	3	1	15	5	4	2	18	9	5	5	12	6	6	4	9	4	10	5	3	4	16	3	14	18	15	0	9	1	9	
1977	2062	587	361	996	931	671	576	449	342	1694	319	432	177	1294	627	610	363	720	826	1056	668	1351	343	709	347	437	387	1512	756	1432	1652	1375	413	1287	230	1180	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

22	5	5	1	9	9	5	2	3	0	6	1	2	1	5	2	4	4	6	2	8	6	9	4	2	2	4	2	8	7	5	14	3	4	15	1	7	
259	113	84	52	141	127	85	39	61	20	215	33	63	21	198	83	64	81	66	99	139	87	211	26	89	47	38	23	131	40	175	202	186	24	184	28	79	
119	68	34	16	63	53	51	17	21	19	91	19	25	17	97	53	45	25	46	67	65	40	87	22	45	18	18	29	90	38	111	122	82	20	94	11	64	
1536	1860	433	287	741	706	519	506	356	298	1309	259	325	137	959	476	491	247	583	626	795	526	1024	280	557	275	369	329	1257	659	1097	1256	1065	362	960	184	999	
18	10	16	2	17	17	3	8	3	2	23	5	4	0	18	5	2	5	10	14	23	3	8	5	3	4	4	3	7	7	14	25	12	2	10	2	17	
7	2	5	2	10	7	4	3	2	3	13	2	7	0	9	2	3	1	6	10	9	3	1	3	10	1	0	1	12	4	12	17	10	1	7	0	8	
10	2	1	0	5	8	3	0	1	0	19	0	3	0	5	5	1	0	2	6	9	2	5	1	1	0	4	0	5	1	15	8	8	0	7	2	4	
6	2	9	1	10	4	1	1	2	0	18	0	3	1	3	1	0	0	1	2	8	1	6	2	2	0	0	0	2	0	3	8	9	0	10	2	2	
