"УИК №551"	"УИК №552"	"УИК №553"	"УИК №554"	"УИК №555"	"УИК №556"	"УИК №557"	"УИК №558"	"УИК №559"	"УИК №560"	"УИК №561"	"УИК №562"	"УИК №563"	"УИК №564"	"УИК №565"	"УИК №566"	"УИК №567"	"УИК №568"	"УИК №569"	"УИК №570"	"УИК №571"	"УИК №572"	"УИК №573"	"УИК №574"	"УИК №575"	"УИК №576"	"УИК №577"	"УИК №578"	
1342	1142	1953	1347	1964	999	281	85	405	106	422	506	132	131	623	174	367	440	89	101	234	444	1243	215	466	783	974	451	
1300	1000	1900	1300	2000	1000	270	100	400	100	450	480	120	120	600	150	350	450	80	130	250	400	1300	300	500	800	900	400	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
663	537	1088	720	1039	490	116	47	225	57	190	219	33	46	261	46	169	200	37	44	83	264	645	99	111	278	457	161	
131	121	82	31	48	37	92	36	75	43	199	181	87	59	161	103	93	111	30	53	80	125	41	84	163	126	162	145	
506	342	730	549	913	473	62	17	100	0	61	80	0	15	178	1	88	139	13	33	87	11	614	117	226	396	281	94	
131	121	82	31	48	37	92	36	75	43	199	181	87	59	161	103	93	111	30	53	80	125	41	84	163	126	162	145	
663	537	1088	720	1038	490	116	47	225	57	190	219	33	46	261	46	169	200	37	44	83	264	645	99	111	278	456	161	
8	2	7	4	11	2	2	0	0	0	1	2	0	0	2	0	0	1	0	0	0	1	6	0	0	3	3	0	
786	656	1163	747	1075	525	206	83	300	100	388	398	120	105	420	149	262	310	67	97	163	388	680	183	274	401	615	306	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	4	18	2	11	4	0	0	3	2	3	4	0	0	3	0	1	3	0	1	1	2	3	2	0	3	5	0	
75	65	137	87	147	54	5	4	41	9	20	23	5	14	32	15	17	35	7	22	11	24	74	10	24	47	38	20	
77	51	77	61	84	31	10	1	20	11	23	19	8	7	28	13	11	18	5	5	11	18	54	6	16	34	38	26	
597	513	879	570	790	410	191	76	231	77	336	345	104	83	339	118	222	243	52	69	139	339	523	158	229	311	503	250	
17	8	12	9	18	14	0	0	1	1	3	2	0	1	3	1	5	5	1	0	0	2	13	2	2	3	11	3	
4	3	8	3	6	5	0	1	1	0	3	3	0	0	7	1	1	2	1	0	1	2	4	4	1	3	8	2	
0	7	10	5	8	4	0	0	1	0	0	2	1	0	2	1	5	0	0	0	0	1	7	0	0	0	6	2	
9	5	22	10	11	3	0	1	2	0	0	0	2	0	6	0	0	4	1	0	0	0	2	1	2	0	6	3	
