"УИК №1801"	"УИК №1802"	"УИК №1803"	"УИК №1804"	"УИК №1805"	"УИК №1806"	"УИК №1807"	"УИК №1808"	"УИК №1809"	"УИК №1810"	"УИК №1811"	"УИК №1812"	"УИК №1813"	"УИК №1814"	"УИК №1815"	"УИК №1816"	"УИК №1817"	"УИК №1818"	"УИК №1819"	"УИК №1820"	"УИК №1821"	"УИК №1822"	"УИК №1823"	"УИК №1824"	"УИК №1825"	"УИК №1826"	"УИК №1827"	"УИК №1828"	"УИК №1829"	
394	157	688	398	304	192	316	1232	1131	647	2026	697	211	1500	352	1671	2130	3001	573	1254	1736	1694	1917	346	1474	1738	1517	1427	614	
385	165	710	385	305	180	310	1190	1155	630	1740	705	210	1520	345	1585	2040	2990	485	1250	1760	1650	1890	350	1530	1810	1570	1430	625	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
220	102	346	200	181	92	167	698	535	332	1141	329	106	610	205	807	1116	1764	337	704	976	1026	1028	176	822	712	661	688	334	
9	10	20	5	5	10	24	16	24	11	26	15	3	47	6	27	37	30	6	6	11	3	20	7	31	28	28	35	17	
156	53	344	180	119	78	119	476	596	287	573	359	101	863	134	751	887	1196	142	540	773	621	842	167	677	1070	881	707	274	
9	10	20	5	5	10	24	16	24	11	26	15	3	47	6	27	37	30	6	6	11	3	20	7	31	28	28	35	17	
220	102	346	200	181	92	167	698	535	332	1140	329	106	609	205	807	1116	1762	337	704	976	1026	1028	176	822	711	661	688	333	
6	1	10	7	3	2	0	13	11	5	22	7	1	8	5	7	18	25	6	23	23	13	6	1	14	14	5	12	2	
223	111	356	198	183	100	191	701	548	338	1144	337	108	648	206	827	1135	1767	337	687	964	1016	1042	182	839	725	684	711	348	
0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	2	3	2	3	0	1	12	2	5	6	3	0	3	0	3	9	10	8	7	13	6	6	3	9	11	3	10	3	
33	18	93	33	44	7	24	133	95	63	171	65	21	137	55	196	273	433	60	175	237	209	248	30	172	163	176	161	55	
22	11	17	20	5	15	11	66	65	25	94	34	12	41	14	58	76	95	23	52	56	74	48	16	48	70	61	52	23	
156	73	239	142	123	76	152	470	372	236	838	225	74	444	129	548	741	1174	236	437	630	696	697	127	578	456	425	468	257	
4	3	0	0	5	1	2	10	2	2	15	3	0	9	2	11	17	29	3	7	3	15	19	3	13	6	5	6	2	
5	0	1	0	3	1	1	2	10	4	7	4	0	2	3	5	2	9	3	3	9	5	4	1	7	9	6	2	0	
0	2	0	0	0	0	0	4	2	2	9	1	0	2	2	2	10	5	2	0	9	7	10	2	5	5	5	6	4	
0	2	3	1	0	0	0	4	0	1	4	2	1	10	1	4	7	12	2	6	7	4	10	0	7	5	3	6	4	
