"УИК №367"	"УИК №368"	"УИК №369"	"УИК №370"	"УИК №371"	"УИК №372"	"УИК №373"	"УИК №374"	"УИК №375"	"УИК №376"	"УИК №377"	"УИК №378"	"УИК №379"	"УИК №380"	"УИК №381"	"УИК №382"	"УИК №383"	"УИК №384"	"УИК №385"	"УИК №386"	"УИК №387"	"УИК №388"	"УИК №389"	"УИК №390"	"УИК №391"	"УИК №392"	"УИК №393"	"УИК №394"	"УИК №395"	"УИК №396"	"УИК №397"	"УИК №398"	"УИК №399"	"УИК №400"	"УИК №401"	"УИК №402"	"УИК №403"	"УИК №404"	
75	131	178	558	117	120	2777	1452	718	620	266	120	76	1076	73	421	135	172	112	841	160	171	1199	354	77	187	417	97	159	383	202	56	152	592	116	695	160	342	
70	125	170	520	110	110	2800	1430	753	631	250	100	70	1050	70	400	125	165	105	860	145	155	1220	370	70	190	420	85	155	385	200	56	140	610	105	695	145	345	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55	107	132	407	82	88	1532	1162	511	463	196	80	51	537	46	328	97	122	70	616	104	132	864	246	54	119	239	75	110	271	152	44	130	402	92	506	108	240	
9	7	21	58	17	14	141	77	76	78	31	20	14	91	17	37	20	26	21	149	41	17	145	74	15	26	75	10	30	52	29	8	5	67	2	85	31	72	
6	11	17	55	11	8	1127	191	166	90	23	0	5	422	7	35	8	17	14	95	0	6	211	50	1	45	106	0	15	62	19	4	5	141	11	104	6	33	
9	7	21	58	17	14	141	77	76	78	31	20	14	91	17	37	20	26	21	149	41	17	145	74	15	26	75	10	30	52	29	8	5	67	2	85	31	72	
55	107	132	407	82	88	1532	1085	511	463	196	80	51	537	46	328	97	122	70	616	104	132	864	246	54	119	239	75	110	271	152	44	130	402	92	506	108	240	
0	0	0	0	3	0	16	4	1	2	2	0	0	6	0	0	3	0	3	20	9	0	9	0	0	0	1	0	0	0	3	0	0	2	3	0	0	0	
64	114	153	465	96	102	1657	1158	586	539	225	100	65	622	63	365	114	148	88	745	136	149	1000	320	69	145	313	85	140	323	178	52	135	467	91	591	139	312	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	1	0	0	20	8	2	5	2	0	0	2	0	0	0	0	0	4	0	1	6	2	0	0	4	0	0	5	0	0	0	3	0	4	1	0	
3	5	8	46	15	9	292	146	101	73	17	10	2	64	5	15	4	8	9	53	5	4	65	22	4	8	29	8	16	24	15	4	8	47	8	74	11	17	
2	3	8	17	1	7	122	53	34	30	6	8	2	56	3	12	6	15	8	28	5	10	73	24	4	11	23	2	12	29	13	1	9	20	4	25	9	11	
59	106	137	393	80	85	1186	930	440	426	197	81	59	495	53	338	101	125	71	652	125	133	843	270	60	125	254	73	112	258	145	47	118	389	76	475	117	282	
0	0	0	5	0	0	11	9	3	1	1	0	0	1	1	0	2	0	0	3	0	0	4	1	1	0	1	0	0	3	3	0	0	2	1	4	1	1	
0	0	0	2	0	1	10	2	6	4	2	0	2	3	0	0	0	0	0	4	0	0	7	0	0	0	1	0	0	2	2	0	0	6	2	3	0	1	
0	0	0	1	0	0	6	8	0	0	0	1	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	2	0	2	0	0	0	0	0	5	0	0	
0	0	0	0	0	0	10	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	
