"УИК №201"	"УИК №202"	"УИК №203"	"УИК №204"	"УИК №205"	"УИК №206"	"УИК №207"	"УИК №208"	"УИК №209"	"УИК №210"	"УИК №211"	"УИК №212"	"УИК №213"	"УИК №214"	"УИК №215"	"УИК №216"	"УИК №217"	"УИК №218"	"УИК №219"	"УИК №220"	"УИК №221"	"УИК №222"	"УИК №224"	"УИК №225"	"УИК №226"	"УИК №227"	
2931	3148	1330	2680	1685	2972	2694	2304	2013	1543	1939	1710	1924	1165	2215	2632	2067	1763	2263	2216	2415	2410	2970	399	678	334	
2600	2700	1100	2500	1600	2800	2600	2100	1900	1300	1700	1700	1600	1000	2000	2500	1900	1500	2100	2000	2200	2200	2800	350	680	250	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2014	2424	811	1362	714	1895	1525	1329	1358	868	1182	1105	1186	640	1338	1676	1077	947	1201	1424	1524	1198	1630	214	677	208	
106	39	14	80	33	61	69	48	18	14	84	249	119	15	52	47	13	25	41	17	26	36	41	14	0	0	
480	237	275	1058	853	844	1006	723	524	418	434	346	295	345	610	777	810	528	858	559	650	966	1129	122	3	42	
106	39	14	80	33	61	69	48	18	14	84	249	119	15	52	47	13	25	41	17	26	36	41	14	0	0	
2014	2424	811	1362	714	1895	1525	1329	1358	868	1180	1105	1186	640	1338	1676	1077	946	1201	1424	1524	1198	1630	214	677	208	
13	22	6	3	9	15	14	19	8	10	17	8	11	3	20	12	16	11	17	15	15	11	17	2	45	4	
2107	2441	819	1439	738	1941	1580	1358	1368	872	1247	1346	1294	652	1370	1711	1074	960	1225	1426	1535	1223	1654	226	632	204	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	5	6	9	4	8	18	7	6	6	13	14	9	3	18	12	6	7	2	9	13	0	4	2	9	3	
177	249	120	230	115	311	198	210	221	120	197	196	143	104	237	263	166	126	185	203	244	186	229	19	38	45	
201	227	102	171	104	173	170	135	97	79	90	89	104	68	104	122	121	122	146	144	148	138	220	23	197	15	
1628	1835	569	984	499	1378	1125	951	992	642	901	1002	986	457	949	1236	745	673	847	1012	1058	877	1164	175	337	134	
51	76	6	23	6	24	25	18	16	8	22	17	18	7	26	30	13	11	24	21	23	6	19	2	41	4	
15	6	9	7	5	18	14	14	9	5	6	4	11	5	7	6	7	5	7	12	14	7	5	1	4	1	
13	23	4	8	2	14	10	13	10	5	8	13	12	4	12	15	11	14	8	17	18	5	6	3	3	2	
18	20	3	7	3	15	20	10	17	7	10	11	11	4	17	27	5	2	6	8	17	4	7	1	3	0	
