"УИК №185"	"УИК №186"	"УИК №187"	"УИК №188"	"УИК №189"	"УИК №190"	"УИК №191"	"УИК №192"	"УИК №193"	"УИК №194"	"УИК №195"	"УИК №196"	"УИК №197"	"УИК №198"	"УИК №199"	"УИК №200"	"УИК №201"	"УИК №202"	"УИК №203"	"УИК №204"	"УИК №205"	"УИК №206"	"УИК №207"	"УИК №208"	"УИК №209"	"УИК №210"	"УИК №211"	"УИК №212"	"УИК №213"	"УИК №214"	"УИК №215"	"УИК №216"	"УИК №217"	"УИК №218"	"УИК №219"	"УИК №220"	"УИК №221"	"УИК №222"	"УИК №223"	"УИК №224"	"УИК №225"	
955	503	261	305	863	485	735	451	523	264	397	143	193	648	399	868	408	289	281	431	203	496	449	535	646	1042	304	665	608	125	283	655	714	226	206	208	230	441	554	417	754	
900	500	280	320	900	500	750	450	550	280	420	150	230	700	420	800	420	280	260	440	200	500	450	550	650	1000	330	670	630	120	300	650	750	220	200	230	230	450	570	450	800	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
581	255	164	173	527	292	448	239	305	181	175	96	77	301	160	472	177	142	167	243	112	296	267	198	302	554	123	344	301	63	117	381	338	112	108	116	121	222	262	203	437	
64	101	34	57	129	25	73	79	87	33	106	18	78	124	129	87	64	55	25	67	33	71	61	206	90	172	55	45	48	14	59	99	124	37	43	32	13	39	94	94	107	
255	144	82	90	244	183	229	132	158	66	139	36	75	275	131	241	179	83	68	130	55	133	122	146	258	274	152	281	281	43	124	170	288	71	49	82	96	189	214	153	256	
64	101	34	57	129	25	73	79	87	33	106	18	78	124	129	87	64	55	25	67	33	71	61	206	90	172	55	45	48	14	59	99	124	37	43	32	13	39	94	94	107	
581	255	164	173	527	292	448	239	305	181	175	96	77	301	160	472	177	142	167	243	112	296	267	198	302	554	123	344	301	63	117	381	338	112	108	116	121	222	262	203	437	
7	1	2	0	4	2	4	4	4	0	0	0	0	4	3	4	2	1	1	2	1	4	3	0	2	6	0	5	4	1	0	4	0	0	3	0	1	2	0	4	4	
638	355	196	230	652	315	517	314	388	214	281	114	155	421	286	555	239	196	191	308	144	363	325	404	390	720	178	384	345	76	176	476	462	149	148	148	133	259	356	293	540	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	1	0	0	2	1	3	0	0	0	1	0	0	3	1	1	2	0	0	2	1	0	2	1	2	3	0	3	4	0	0	3	4	0	2	2	1	2	1	3	4	
71	27	21	15	60	24	69	39	47	14	24	13	23	52	53	60	32	18	17	28	16	67	33	44	51	92	26	33	35	5	17	31	58	5	12	8	26	40	22	35	61	
48	31	9	16	53	30	32	27	37	16	29	11	13	39	19	43	25	21	10	26	8	21	19	22	29	78	10	18	22	11	6	48	31	11	12	5	11	16	24	26	26	
504	286	164	195	523	249	402	244	293	182	219	84	114	320	212	440	175	152	161	243	117	265	263	327	300	530	136	319	277	60	151	386	358	131	120	131	95	196	304	224	442	
1	5	2	1	6	4	1	2	8	1	5	3	2	3	1	4	0	5	0	6	0	4	6	6	6	6	5	1	2	0	1	2	2	2	0	0	0	1	1	4	5	
6	3	0	1	4	3	4	2	3	1	2	2	2	3	0	0	3	0	0	1	1	2	1	2	0	3	0	6	2	0	1	2	5	0	1	0	0	2	3	0	1	
2	0	0	2	3	2	4	0	0	0	1	1	0	1	0	5	2	0	2	1	0	3	0	2	1	5	0	2	0	0	0	3	2	0	1	1	0	1	1	1	0	
0	2	0	0	1	2	2	0	0	0	0	0	1	0	0	2	0	0	1	1	1	1	1	0	1	3	1	2	3	0	0	1	2	0	0	1	0	1	0	0	1	
