"УИК №450"	"УИК №451"	"УИК №452"	"УИК №453"	"УИК №454"	"УИК №455"	"УИК №456"	"УИК №457"	"УИК №458"	"УИК №459"	"УИК №460"	"УИК №461"	"УИК №462"	"УИК №463"	"УИК №464"	"УИК №465"	"УИК №466"	"УИК №467"	"УИК №468"	"УИК №469"	"УИК №470"	"УИК №471"	"УИК №472"	"УИК №474"	"УИК №475"	"УИК №476"	"УИК №477"	"УИК №478"	"УИК №479"	
1258	1262	1252	1266	1164	1236	1688	863	188	70	311	383	235	198	675	327	570	956	237	363	180	405	181	423	176	476	703	385	849	
1350	1350	1320	1330	1200	1290	1770	930	200	70	310	420	240	200	720	340	600	1040	240	380	180	430	180	470	180	520	760	420	920	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
743	594	717	668	586	915	826	632	111	50	147	301	183	156	540	214	409	667	158	244	103	319	130	279	136	266	521	279	679	
122	211	167	170	147	160	292	66	43	17	63	56	29	29	83	67	101	155	49	56	57	36	30	92	34	138	85	37	96	
485	545	436	492	467	215	652	232	46	3	100	63	28	15	97	59	90	218	33	80	20	75	20	99	10	116	154	104	145	
122	211	167	170	147	160	292	66	43	17	63	56	29	29	83	67	101	155	49	56	57	36	30	92	34	138	85	37	96	
743	594	717	668	586	915	826	632	111	50	147	301	183	156	540	214	409	667	158	244	103	319	130	279	136	266	521	279	679	
6	7	6	6	8	6	22	23	1	0	0	0	0	0	6	0	4	6	0	6	0	0	0	2	0	0	10	1	0	
859	798	878	832	725	1069	1096	675	153	67	210	357	212	185	617	281	506	816	207	294	160	355	160	369	170	404	596	315	775	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

10	4	8	8	6	5	4	5	1	0	3	0	0	0	4	4	2	5	2	2	0	2	1	2	0	0	1	1	1	
128	128	126	137	123	212	164	90	34	2	32	38	19	4	30	8	61	78	12	10	5	24	10	54	10	30	83	93	60	
61	51	33	55	38	57	71	26	6	3	13	23	14	10	15	11	19	45	17	11	1	7	6	21	1	7	19	13	27	
653	595	692	612	538	776	830	543	109	62	158	290	179	170	565	255	417	680	176	268	151	315	143	291	159	362	491	205	679	
6	1	10	3	6	6	14	3	0	0	2	1	0	0	0	0	5	0	0	1	2	3	0	0	0	0	0	2	3	
1	11	4	11	8	6	3	7	1	0	1	1	0	1	0	1	2	3	0	2	1	2	0	1	0	5	1	0	4	
0	6	3	2	4	6	6	0	2	0	1	2	0	0	2	2	0	2	0	0	0	1	0	0	0	0	0	1	1	
0	2	2	4	2	1	4	1	0	0	0	2	0	0	1	0	0	3	0	0	0	1	0	0	0	0	1	0	0	
