"УИК №381"	"УИК №382"	"УИК №383"	"УИК №384"	"УИК №385"	"УИК №386"	"УИК №387"	"УИК №388"	"УИК №389"	"УИК №390"	"УИК №391"	"УИК №392"	"УИК №393"	"УИК №394"	"УИК №395"	"УИК №396"	"УИК №397"	"УИК №398"	"УИК №399"	"УИК №400"	
1956	1805	1753	1801	1951	1777	2234	1608	1765	1768	1814	1678	1779	1709	1587	2056	1804	1905	2701	1025	
1700	1800	1700	1700	1800	1700	2100	1500	1700	1700	1700	1600	1700	1600	1500	2000	1700	1800	2798	900	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1137	1122	1119	1146	1319	897	1430	1130	1169	1148	1196	1035	1132	1106	831	1089	998	1035	1548	565	
180	72	52	54	59	66	69	42	45	40	44	52	46	40	87	79	117	92	142	66	
383	606	529	500	422	737	601	328	486	512	460	513	522	454	582	832	585	673	1108	269	
180	72	52	54	59	66	69	42	45	40	44	52	46	40	87	79	117	92	142	66	
1137	1122	1119	1146	1319	897	1429	1130	1169	1148	1195	1035	1130	1105	831	1089	998	1035	1548	565	
18	14	24	20	17	8	18	11	10	9	20	15	10	17	9	19	12	13	25	1	
1299	1180	1147	1180	1361	955	1480	1161	1204	1179	1219	1072	1166	1128	909	1149	1103	1114	1665	630	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	5	4	9	12	8	3	7	7	12	9	6	9	7	8	6	5	12	10	0	
309	280	270	286	289	205	351	297	278	251	285	236	270	270	205	230	268	264	408	127	
96	79	93	80	100	83	124	71	81	69	89	87	68	75	78	113	95	105	145	66	
849	780	761	776	930	646	974	767	819	820	811	719	801	752	600	769	713	709	1074	429	
16	13	9	10	13	2	6	6	7	8	12	10	3	6	3	5	8	6	13	1	
10	8	5	6	3	5	7	3	7	8	3	7	7	7	4	9	5	11	9	6	
6	2	1	9	7	0	8	6	4	7	6	4	3	8	6	11	4	3	6	1	
7	13	4	4	7	6	7	4	1	4	4	3	5	3	5	6	5	4	0	0	
