"УИК №2964"	"УИК №2965"	"УИК №2966"	"УИК №2967"	"УИК №2968"	"УИК №2969"	"УИК №2970"	"УИК №2971"	"УИК №2972"	"УИК №2973"	"УИК №2974"	"УИК №2975"	"УИК №2976"	"УИК №2977"	"УИК №2978"	"УИК №2979"	"УИК №3769"	"УИК №3770"	"УИК №3771"	"УИК №3772"	"УИК №3774"	"УИК №3775"	
2393	1594	2194	1707	2511	2898	2667	586	2636	2717	2940	1889	2296	2495	1826	1598	160	276	126	202	432	70	
1800	1350	1900	1400	2200	2300	2150	550	2200	2200	2450	1600	1700	1900	1500	1400	200	300	150	220	400	80	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1292	930	1143	1007	1375	1606	1523	370	1471	1641	1661	1046	1193	1470	1083	964	150	246	103	154	400	51	
56	50	67	40	34	72	53	5	75	39	60	46	48	43	42	14	5	17	15	35	0	19	
452	370	690	353	791	622	574	175	654	520	729	508	459	387	375	422	45	37	32	31	0	10	
56	50	67	40	34	72	53	5	75	39	60	46	48	43	42	14	5	17	15	35	0	19	
1289	929	1143	1006	1373	1602	1521	370	1467	1640	1657	1044	1191	1469	1083	964	149	246	103	154	399	51	
14	5	12	9	17	11	92	5	20	13	17	18	21	32	9	13	4	5	0	2	2	1	
1331	974	1198	1037	1390	1663	1482	370	1522	1666	1700	1072	1218	1480	1116	965	150	258	118	187	397	69	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	10	13	15	17	26	13	1	23	17	21	12	10	9	11	11	0	4	1	0	3	1	
148	125	149	142	191	188	180	52	208	220	213	128	145	156	124	94	16	42	9	15	40	4	
83	38	64	38	45	81	65	9	76	72	77	45	55	91	62	46	10	13	4	8	38	3	
929	669	868	718	956	1233	1057	266	1046	1192	1191	767	881	1123	819	753	110	177	97	149	282	56	
83	44	39	46	86	62	73	16	55	76	88	44	58	46	24	25	7	11	1	7	15	2	
16	11	14	7	8	9	13	1	11	13	16	10	12	8	10	6	0	3	0	2	2	0	
16	22	19	19	37	21	29	9	31	29	33	20	25	11	19	8	2	2	4	2	8	0	
47	55	32	52	50	43	52	16	72	47	61	46	32	36	47	22	5	6	2	4	9	3	
